key,0,1,2,3
#,Icon,JournalCategory,,Name
int32,Image,JournalCategory,bit&01,str
0,0,0,False,""
1,61412,1,True,"重生之境"
2,61412,2,True,"第七星历"
3,61412,3,True,"苍穹之禁城"
4,61412,4,True,"龙诗战争终章"
5,61412,5,True,"龙诗战争尾声"
6,61412,6,True,"红莲之狂潮"
7,61412,7,True,"解放战争战后"
8,61412,8,True,"暗影之逆焰"
9,61412,9,True,"拂晓回归"
10,61412,10,True,"末日序曲"
11,61412,11,True,"晓月之终途"
12,61412,12,True,"崭新的冒险"
13,61411,13,True,"蛮神威胁"
14,61411,14,True,"巴哈姆特"
15,61411,15,True,"水晶塔"
16,61411,16,True,"亚历山大"
17,61411,17,True,"上古众神"
18,61411,18,True,"玛哈之影"
19,61411,19,True,"欧米茄时空狭缝"
20,0,0,False,""
21,61411,20,True,"重返伊瓦利斯"
22,61411,21,True,"四圣兽奇谭"
23,61411,22,True,"伊甸"
24,61411,23,True,"寄叶异闻：暗黑天启"
25,61411,24,True,"神兵系列"
26,61411,25,True,"万魔殿"
27,61411,26,True,"艾欧泽亚神话"
28,0,0,False,""
29,0,0,False,""
30,61411,28,True,"剧情任务"
31,61411,28,True,"日常任务"
32,61411,29,True,"剧情任务"
33,61411,29,True,"日常任务"
34,61411,30,True,"剧情任务"
35,61411,30,True,"日常任务"
36,61411,31,True,"剧情任务"
37,61411,31,True,"日常任务"
38,61411,32,True,"剧情任务"
39,61411,32,True,"日常任务"
40,61411,33,True,"剧情任务"
41,61411,33,True,"日常任务"
42,61411,34,True,"剧情任务"
43,61411,34,True,"日常任务"
44,61411,35,True,"剧情任务"
45,61411,35,True,"日常任务"
46,61411,36,True,"剧情任务"
47,61411,36,True,"日常任务"
48,61411,37,True,"剧情任务"
49,61411,37,True,"日常任务"
50,61411,38,True,"剧情任务"
51,61411,38,True,"日常任务"
52,61411,39,True,"剧情任务"
53,61411,39,True,"日常任务"
54,61411,40,True,"剧情任务"
55,61411,40,True,"日常任务"
56,61411,41,True,"剧情任务"
57,61411,41,True,"日常任务"
58,61411,42,True,"非著名调查员"
59,61411,42,True,"非著名调查员：苍穹之章"
60,61411,42,True,"非著名调查员：红莲之章"
61,0,0,False,""
62,61411,42,True,"圣恩达利姆神学院记"
63,61411,42,True,"龙诗战争外传"
64,61411,42,True,"异国的诗人"
65,61411,42,True,"黄道武器"
66,61411,42,True,"元灵武器"
67,61411,42,True,"禁地优雷卡"
68,61411,42,True,"天佑女王"
69,61411,42,True,"邮差莫古力"
70,61411,42,True,"蛮族盟友"
71,61411,42,True,"蛮族盟友：苍穹之章"
72,61411,42,True,"蛮族盟友：红莲之章"
73,61411,42,True,"多玛冒险者团"
74,61411,42,True,"多玛飞地重建记"
75,61411,42,True,"拂晓回归外传"
76,61411,42,True,"虚无界再生计划"
77,0,0,False,""
78,61411,42,True,"重建伊修加德：剧情任务"
79,61411,42,True,"重建伊修加德：支线任务"
80,61411,43,True,"支线任务：拉诺西亚"
81,61411,44,True,"支线任务：黑衣森林"
82,61411,45,True,"支线任务：萨纳兰"
83,61411,46,True,"支线任务：库尔札斯"
84,61411,47,True,"支线任务：摩杜纳"
85,61411,48,True,"支线任务：伊修加德"
86,61411,49,True,"支线任务：阿巴拉提亚云海"
87,61411,50,True,"支线任务：龙堡参天高地"
88,61411,50,True,"支线任务：龙堡内陆低地"
89,61411,50,True,"支线任务：翻云雾海"
90,61411,50,True,"支线任务：田园郡"
91,61411,51,True,"支线任务：魔大陆"
92,61411,52,True,"支线任务：神拳痕"
93,61411,52,True,"支线任务：基拉巴尼亚边区"
94,61411,52,True,"支线任务：基拉巴尼亚山区"
95,61411,52,True,"支线任务：基拉巴尼亚湖区"
96,61411,54,True,"支线任务：黄金港"
97,61411,53,True,"支线任务：红玉海"
98,61411,53,True,"支线任务：延夏"
99,61411,53,True,"支线任务：太阳神草原"
100,61411,55,True,"支线任务：水晶都"
101,61411,56,True,"支线任务：游末邦"
102,61411,55,True,"支线任务：雷克兰德"
103,61411,56,True,"支线任务：珂露西亚岛"
104,61411,57,True,"支线任务：安穆·艾兰"
105,61411,58,True,"支线任务：伊尔美格"
106,61411,59,True,"支线任务：拉凯提卡大森林"
107,61411,60,True,"支线任务：黑风海"
108,61411,61,True,"支线任务：旧萨雷安"
109,61411,62,True,"支线任务：拉札罕"
110,61411,61,True,"支线任务：迷津"
111,61411,62,True,"支线任务：萨维奈岛"
112,61411,63,True,"支线任务：加雷马"
113,61411,64,True,"支线任务：叹息海"
114,61411,65,True,"支线任务：厄尔庇斯"
115,61411,66,True,"支线任务：天外天垓"
116,62301,67,True,"剑术师任务"
117,62302,67,True,"格斗家任务"
118,62303,67,True,"斧术师任务"
119,62304,67,True,"枪术师任务"
120,62305,67,True,"弓箭手任务"
121,62309,67,True,"双剑师任务"
122,62306,68,True,"幻术师任务"
123,62307,68,True,"咒术师任务"
124,62308,68,True,"秘术师任务"
125,62310,69,True,"刻木匠任务"
126,62311,69,True,"锻铁匠任务"
127,62312,69,True,"铸甲匠任务"
128,62313,69,True,"雕金匠任务"
129,62314,69,True,"制革匠任务"
130,62315,69,True,"裁衣匠任务"
131,62316,69,True,"炼金术士任务"
132,62317,69,True,"烹调师任务"
133,62318,70,True,"采矿工任务"
134,62319,70,True,"园艺工任务"
135,62320,70,True,"捕鱼人任务"
136,62401,73,True,"骑士任务"
137,62402,73,True,"武僧任务"
138,62403,73,True,"战士任务"
139,62404,73,True,"龙骑士任务"
140,62405,73,True,"吟游诗人任务"
141,62410,73,True,"忍者任务"
142,62406,74,True,"白魔法师任务"
143,62407,74,True,"黑魔法师任务"
144,62408,74,True,"召唤师任务"
145,62409,74,True,"学者任务"
146,62412,73,True,"暗黑骑士任务"
147,62411,73,True,"机工士任务"
148,62413,74,True,"占星术士任务"
149,62414,73,True,"武士任务"
150,62415,74,True,"赤魔法师任务"
151,62417,73,True,"绝枪战士任务"
152,62418,73,True,"舞者任务"
153,62420,74,True,"贤者任务"
154,62419,73,True,"钐镰客任务"
155,62416,74,True,"青魔法师任务"
156,61411,71,True,"金属工艺部任务"
157,61411,71,True,"手工工艺部任务"
158,61411,71,True,"食药工艺部任务"
159,61411,71,True,"大地资源部任务"
160,61411,71,True,"水生资源部任务"
161,61411,71,True,"中庸工艺馆剧情任务"
162,62521,72,True,"考古系任务"
163,62521,72,True,"天文系任务"
164,62521,72,True,"医学系任务"
165,62521,72,True,"文化系任务"
166,62521,72,True,"以太系任务"
167,62521,72,True,"萨雷安魔法大学剧情任务"
168,62522,75,True,"防护职能任务"
169,62522,75,True,"治疗职能任务"
170,62522,75,True,"物理进攻职能任务"
171,62522,75,True,"魔法进攻职能任务"
172,62522,75,True,"职能剧情任务"
173,62522,75,True,"防护职能任务：晓月之章"
174,62522,75,True,"治疗职能任务：晓月之章"
175,62522,75,True,"近战职能任务：晓月之章"
176,62522,75,True,"远程物理职能任务：晓月之章"
177,62522,75,True,"远程魔法职能任务：晓月之章"
178,62522,75,True,"职能剧情任务：晓月之章"
179,61401,76,True,"黑涡团任务"
180,61402,76,True,"双蛇党任务"
181,61403,76,True,"恒辉队任务"
182,61411,77,True,"季节活动"
183,61411,77,True,"降神节"
184,61411,77,True,"东节"
185,61411,77,True,"恋人节"
186,61411,77,True,"恋人节&女儿节"
187,61411,77,True,"女儿节"
188,61411,77,True,"彩蛋狩猎"
189,61411,77,True,"金碟嘉年华"
190,61411,77,True,"红莲节"
191,61411,77,True,"新生庆典"
192,61411,77,True,"守护天节"
193,61411,77,True,"星芒节"
194,61411,77,True,"其他季节活动"
195,61411,78,True,"纪念任务"
196,61411,78,True,"来访者任务"
197,62501,79,False,"佣兵理符任务"
198,62502,83,False,"刻木匠理符任务"
199,62503,84,False,"锻铁匠理符任务"
200,62504,85,False,"铸甲匠理符任务"
201,62505,86,False,"雕金匠理符任务"
202,62506,87,False,"制革匠理符任务"
203,62507,88,False,"裁衣匠理符任务"
204,62508,89,False,"炼金术士理符任务"
205,62509,90,False,"烹调师理符任务"
206,62510,80,False,"采矿工理符任务"
207,62511,81,False,"园艺工理符任务"
208,62512,82,False,"捕鱼人理符任务"
209,0,0,False,""
210,0,0,False,""
211,0,0,False,""
212,0,0,False,""
213,0,0,False,""
214,0,0,False,""
215,0,0,False,""
216,0,0,False,""
217,0,0,False,""
218,0,0,False,""
219,0,0,False,""
220,0,0,False,""
221,0,0,False,""
222,0,0,False,""
223,0,0,False,""
224,0,0,False,""
225,0,0,False,""
226,0,0,False,""
227,0,0,False,""
228,0,0,False,""
229,0,0,False,""
230,0,0,False,""
231,0,0,False,""
232,0,0,False,""
233,0,0,False,""
234,0,0,False,""
235,0,0,False,""
236,62513,104,False,"黑涡团理符任务"
237,62514,104,False,"双蛇党理符任务"
238,62515,104,False,"恒辉队理符任务"
239,61801,105,False,"迷宫挑战"
240,61802,106,False,"大型任务"
241,61804,107,False,"讨伐歼灭战"
242,61824,108,False,"深层迷宫"
243,61833,108,False,"禁地优雷卡"
244,61838,108,False,"天佑女王"
245,61803,105,False,"行会令"
246,0,109,False,"主线剧情任务：第六星历"
247,0,109,False,"支线任务：第六星历"
248,0,109,False,"职业任务：第六星历"
249,0,109,False,"特职任务：第六星历"
250,0,109,False,"军队任务：第六星历"
