key,0
#,Text
int32,str
0,""
1,"获得率＋<Value>IntegerParameter(1)</Value>%"
2,"获得率×<Value>IntegerParameter(1)</Value>"
3,"<If(IntegerParameter(2))>可获得<Else/>获得率 <Value>IntegerParameter(1)</Value>%</If>"
4,"高于自身等级道具获得率＋<Value>IntegerParameter(1)</Value>%"
5,"高于自身等级道具获得率×<Value>IntegerParameter(1)</Value>"
6,"高于自身等级道具获得率 <Value>IntegerParameter(1)</Value>%"
7,"低于自身等级道具获得率＋<Value>IntegerParameter(1)</Value>%"
8,"低于自身等级道具获得率×<Value>IntegerParameter(1)</Value>"
9,"低于自身等级道具获得率 <Value>IntegerParameter(1)</Value>%"
10,""
11,""
12,""
13,""
14,"获得数＋<Value>IntegerParameter(1)</Value>个"
15,"数量×<Value>IntegerParameter(1)</Value>"
16,"数量 <Value>IntegerParameter(1)</Value>个"
17,"获得数＋<Value>IntegerParameter(1)</Value>个（上升型）"
18,"采集次数/耐久＋<Value>IntegerParameter(1)</Value>次"
19,"采集次数/耐久＋<Value>IntegerParameter(1)</Value>次（上升型）"
20,"隐藏道具出现率×<38>E80265FF022E</38>"
21,"<If(IntegerParameter(2))>可以采集收藏品<Else/>不可采集收藏品</If>"
22,"额外采集奖励发生率＋<Value>IntegerParameter(1)</Value>%"
23,"额外采集奖励发生率＋<Value>IntegerParameter(1)</Value>%（上升型）"
24,"收藏价值最大时：升华率＋<Value>IntegerParameter(1)</Value>%"
25,"收藏价值最大时：升华率＋<Value>IntegerParameter(1)</Value>%（上升型）"
26,"收藏价值＋<Value>IntegerParameter(1)</Value>（上升型）"
27,"慎重提纯：追加效果发生率＋<Value>IntegerParameter(1)</Value>%（上升型）"
28,"集中检查：上升率＋<Value>IntegerParameter(1)</Value>%（上升型）"
29,"价值提升＋<Value>IntegerParameter(1)</Value>%（上升型）"
30,"收藏价值＋<Value>IntegerParameter(1)</Value>"
31,"慎重提纯：追加效果发生率＋<Value>IntegerParameter(1)</Value>%"
32,"集中检查：上升率＋<Value>IntegerParameter(1)</Value>%"
33,"价值提升＋<Value>IntegerParameter(1)</Value>%"
