key,0,1,2,3,4,5
#,Name,Icon,CastTime,Animation[0],Animation[1],Animation[2]
int32,str,Image,byte,ActionTimeline,ActionTimeline,ActionTimeline
0,"",1,0,0,0,0
1,"实行",19603,2,80,81,82
2,"实行",19603,2,80,81,82
3,"实行",19603,5,80,81,82
4,"实行",19603,10,80,81,82
5,"实行",19603,15,80,81,82
6,"实行",19603,2,80,81,82
7,"实行",19603,5,80,81,82
8,"实行",19603,10,80,81,82
9,"实行",19603,15,80,81,82
10,"等待",19604,2,175,176,177
11,"等待",19604,2,175,176,177
12,"等待",19604,5,175,176,177
13,"等待",19604,10,175,176,177
14,"实行",19603,2,80,81,82
15,"实行",19603,2,80,81,82
16,"实行",19603,5,80,81,82
17,"实行",19603,10,80,81,82
18,"实行",19603,2,80,81,82
19,"共鸣",19605,5,169,170,171
20,"实行",19603,1,80,81,82
21,"实行",19603,2,80,81,82
22,"实行",19603,5,80,81,82
23,"实行",19603,1,172,173,174
24,"实行",19603,2,172,173,174
25,"实行",19603,5,172,173,174
26,"救助",19603,2,184,185,186
27,"警笛",19604,2,178,179,180
28,"监视",19604,10,175,176,177
29,"记录",19603,1,172,173,174
30,"口哨",19603,2,178,179,180
31,"实行",19603,2,181,182,183
32,"实行",19603,5,181,182,183
33,"实行",19603,10,181,182,183
34,"救助",19603,2,184,185,186
35,"救助",19603,5,184,185,186
36,"救助",19603,10,184,185,186
37,"实行",19603,2,178,179,180
38,"救助",19603,2,172,173,174
39,"救助",19603,5,172,173,174
40,"救助",19603,10,172,173,174
41,"张望",19604,10,175,176,177
42,"松绑",19603,10,181,182,183
43,"实行",19603,10,172,173,174
44,"实行",19603,10,184,185,186
45,"实行",19603,2,172,173,174
46,"实行",19603,5,172,173,174
47,"实行",19603,10,172,173,174
48,"捣蛋",19603,5,181,182,183
49,"关闭阀门",19603,5,181,182,183
50,"张望",19604,5,175,176,177
51,"打开阀门",19603,5,181,182,183
52,"实行",19603,1,80,81,82
53,"实行",19603,2,181,182,183
54,"实行",19603,5,181,182,183
55,"实行",19603,10,181,182,183
56,"监视",19604,5,175,176,177
57,"占领",19603,2,172,173,174
58,"占领",19603,5,172,173,174
59,"占领",19603,10,172,173,174
60,"共鸣",19603,5,172,173,174
61,"实行",19603,2,0,0,0
62,"实行",19603,8,80,81,82
63,"实行",19603,5,0,0,0
64,"实行",19603,0,0,0,0
65,"取得青磷水",19603,3,80,81,82
66,"占领",19603,5,172,173,174
67,"搭乘",19603,2,172,173,174
68,"张望",19603,2,175,176,177
69,"实行",19603,1,172,173,174
70,"剥取",19603,5,181,182,183
71,"召唤",19603,2,172,173,174
72,"照看",19603,5,184,185,186
73,"治疗魔法",19673,5,0,5704,5705
74,"拾取",19603,3,80,81,82
75,"物资回收",19603,4,80,81,82
76,"物资加工",19603,7,0,7347,151
77,"资材组装",19603,10,0,7346,151
78,"资材投入",19603,10,172,173,174
79,"契约",19603,6,80,81,82
80,"丢弃",19603,3,0,4189,150
81,"粉碎",19603,10,0,7364,151
82,"投入",19603,7,0,7365,151
83,"清扫",19603,10,0,7366,151
84,"物资回收",19603,4,184,185,186
85,"修复",19603,10,0,7399,151
86,"触碰石像",19603,2,172,173,174
87,"施工",19603,10,0,7394,151
88,"资材投入",19603,7,181,182,183
89,"物资回收",19603,10,80,81,82
90,"缝制",19603,10,0,7421,150
91,"搬运",19603,3,80,81,82
92,"装入",19603,2,0,4189,150
93,"确认",19603,5,80,81,82
94,"骑乘",19603,2,172,173,174
95,"交出",19603,3,0,4189,150
96,"设置炸药",19603,5,181,182,183
97,"享用",19603,9,0,8436,0
98,"享用",19603,3,0,8436,0
99,"注入燃料",19603,3,0,208,150
100,"倾听",19603,5,0,155,0
101,"安抚",19603,5,172,173,174
102,"分享以太",19603,5,172,173,174
103,"口哨",19603,3,178,179,180
104,"救助",19603,5,181,182,183
105,"实行",19603,3,181,182,183
106,"照看",19603,5,172,173,174
107,"输入以太",19603,5,169,170,171
108,"安抚",19603,5,11987,11988,11989
109,"搬运",19603,1,0,0,0
110,"交纳",19603,3,172,173,174
111,"钻头垂直作业",19603,6,0,12261,12481
112,"钻头水平作业",19603,6,0,12260,12474
113,"吸引",19603,6,0,12259,12474
114,"熔接",19603,6,0,12258,12474
115,"获取资材",19603,4,172,173,12473
116,"加工资材",19603,5,181,182,12480
117,"搬运",19603,6,80,81,82
118,"存放",19603,3,0,4189,12474
119,"回收",19603,4,181,182,12470
120,"以太充能",19603,6,172,173,12471
121,"安装",19603,4,181,182,12472
122,"施工",19603,6,0,7394,12474
123,"获取食材",19603,1,181,182,183
124,"实行",19612,2,181,182,183
125,"熔接",19603,6,0,12425,12474
126,"冷却玻璃",19603,5,0,12424,12468
127,"补充冷却剂",19603,5,172,173,174
128,"冷却玻璃",19603,5,0,12467,12469
129,"钻头垂直作业",19603,6,0,12261,12482
130,"剥取",19603,3,12483,12484,12485
131,"",0,0,0,0,0
132,"气球彩绘",19730,3,12520,12521,12522
133,"水滴精彩绘",19730,3,12523,12524,12525
134,"",0,0,0,0,0
135,"",0,0,0,0,0
136,"",0,0,0,0,0
137,"",0,0,0,0,0
138,"",0,0,0,0,0
139,"",0,0,0,0,0
140,"",0,0,0,0,0
141,"",0,0,0,0,0
142,"",0,0,0,0,0
143,"",0,0,0,0,0
144,"",0,0,0,0,0
