key,0,1,2,3,4,5,6
#,,Quest,Text[Long],Text[Short],Text[Commentary],,Section
int32,byte,Quest,str,str,str,bit&01,DescriptionSection
3604480,0,0,"","","",False,0
3604481,0,0,"","","",False,0
3604482,0,68737,"多玛方城战解说","多玛方城战解说","",True,2
3604483,0,0,"烈羽争锋","烈羽争锋解说","",True,3
3604484,0,0,"关于房屋","房屋解说","",True,4
3604485,0,0,"昔日重现模式","昔日重现模式解说","",True,2
3604486,0,0,"纷争前线","纷争前线解说","",True,7
3604487,0,0,"出海垂钓","出海垂钓解说","",True,8
3604488,0,0,"幻巧拼图","幻巧拼图解说","",True,9
3604489,0,0,"南方博兹雅战线","南方博兹雅战线解说","",True,10
3604490,0,0,"义军等级","义军等级解说","",True,11
3604491,0,0,"失传技能","失传技能解说","",True,13
3604492,0,0,"博兹雅晶簇","博兹雅晶簇解说","",True,12
3604493,0,0,"九宫幻卡锦标赛解说","九宫幻卡锦标赛解说","",True,14
3604494,0,0,"","","",True,15
3604495,0,0,"","","",True,16
3604496,0,0,"义军勋章","义军勋章解说","",True,17
3604497,0,0,"扎杜诺尔高原战线","扎杜诺尔高原战线解说","",True,18
3604498,0,0,"玩家对战","玩家对战解说","",True,19
3604499,0,0,"水晶冲突","水晶冲突解说","",True,20
3604500,2,0,"深层迷宫","深层迷宫解说","",True,25
3604501,2,0,"深层迷宫","深层迷宫解说","",True,26
3604502,2,0,"深层迷宫","深层迷宫解说","",True,27
3604503,0,0,"听取解说","金碟巨豆中心解说","",True,31
3604504,0,0,"初学者学堂","战斗解说","",True,33
3604505,0,0,"","","",False,0
3604506,0,0,"","","",False,0
