key,0,1
#,Name,Requirement
int32,str,int16
30001,"探索委托：平地1级",0
30002,"探索委托：平地2级",0
30003,"探索委托：平地3级",0
30004,"探索委托：平地4级",0
30005,"探索委托：平地5级",0
30006,"探索委托：平地6级",0
30007,"探索委托：平地7级",0
30008,"探索委托：平地8级",0
30009,"探索委托：平地9级",0
30010,"探索委托：平地10级",0
30011,"探索委托：平地11级",50
30012,"探索委托：平地12级",60
30013,"探索委托：平地13级",70
30014,"探索委托：山岳1级",0
30015,"探索委托：山岳2级",0
30016,"探索委托：山岳3级",0
30017,"探索委托：山岳4级",0
30018,"探索委托：山岳5级",0
30019,"探索委托：山岳6级",0
30020,"探索委托：山岳7级",0
30021,"探索委托：山岳8级",0
30022,"探索委托：山岳9级",0
30023,"探索委托：山岳10级",0
30024,"探索委托：山岳11级",50
30025,"探索委托：山岳12级",60
30026,"探索委托：山岳13级",70
30027,"探索委托：森林1级",0
30028,"探索委托：森林2级",0
30029,"探索委托：森林3级",0
30030,"探索委托：森林4级",0
30031,"探索委托：森林5级",0
30032,"探索委托：森林6级",0
30033,"探索委托：森林7级",0
30034,"探索委托：森林8级",0
30035,"探索委托：森林9级",0
30036,"探索委托：森林10级",0
30037,"探索委托：森林11级",50
30038,"探索委托：森林12级",60
30039,"探索委托：森林13级",70
30040,"探索委托：水岸1级",0
30041,"探索委托：水岸2级",0
30042,"探索委托：水岸3级",0
30043,"探索委托：水岸4级",0
30044,"探索委托：水岸5级",0
30045,"探索委托：水岸6级",0
30046,"探索委托：水岸7级",0
30047,"探索委托：水岸8级",0
30048,"探索委托：水岸9级",0
30049,"探索委托：水岸10级",0
30050,"探索委托：水岸11级",50
30051,"探索委托：水岸12级",60
30052,"探索委托：水岸13级",70
30053,"自由探索委托",0
30054,"探索委托：平地14级",80
30055,"探索委托：山岳14级",80
30056,"探索委托：森林14级",80
30057,"探索委托：水岸14级",80
30058,"探索委托：平地15级",90
30059,"探索委托：山岳15级",90
30060,"探索委托：森林15级",90
30061,"探索委托：水岸15级",90
30062,"探索委托：平地16级",100
30063,"探索委托：山岳16级",100
30064,"探索委托：森林16级",100
30065,"探索委托：水岸16级",100
30066,"探索委托：平地17级",110
30067,"探索委托：山岳17级",110
30068,"探索委托：森林17级",110
30069,"探索委托：水岸17级",110
30070,"探索委托：平地18级",120
30071,"探索委托：山岳18级",120
30072,"探索委托：森林18级",120
30073,"探索委托：水岸18级",120
30074,"探索委托：平地19级",130
30075,"探索委托：山岳19级",130
30076,"探索委托：森林19级",130
30077,"探索委托：水岸19级",130
30078,"探索委托：平地20级",140
30079,"探索委托：山岳20级",140
30080,"探索委托：森林20级",140
30081,"探索委托：水岸20级",140
30082,"探索委托：平地21级",150
30083,"探索委托：山岳21级",150
30084,"探索委托：森林21级",150
30085,"探索委托：水岸21级",150
30086,"探索委托：平地22级",160
30087,"探索委托：山岳22级",160
30088,"探索委托：森林22级",160
30089,"探索委托：水岸22级",160
30090,"探索委托：平地23级",170
30091,"探索委托：山岳23级",170
30092,"探索委托：森林23级",170
30093,"探索委托：水岸23级",170
30094,"探索委托：平地24级",180
30095,"探索委托：山岳24级",180
30096,"探索委托：森林24级",180
30097,"探索委托：水岸24级",180
30098,"探索委托：平地25级",190
30099,"探索委托：山岳25级",190
30100,"探索委托：森林25级",190
30101,"探索委托：水岸25级",190
