key,0
#,Text
int32,str
0,""
1,"连锁 大于等于<Value>IntegerParameter(1)</Value>"
2,"力量 大于等于<Value>IntegerParameter(1)</Value>"
3,"灵巧 大于等于<Value>IntegerParameter(1)</Value>"
4,"耐力 大于等于<Value>IntegerParameter(1)</Value>"
5,"智力 大于等于<Value>IntegerParameter(1)</Value>"
6,"精神 大于等于<Value>IntegerParameter(1)</Value>"
7,"信仰 大于等于<Value>IntegerParameter(1)</Value>"
8,"<Gui(56)/>火 大于等于<Value>IntegerParameter(1)</Value>"
9,"<Gui(57)/>冰 大于等于<Value>IntegerParameter(1)</Value>"
10,"<Gui(58)/>风 大于等于<Value>IntegerParameter(1)</Value>"
11,"<Gui(59)/>土 大于等于<Value>IntegerParameter(1)</Value>"
12,"<Gui(60)/>雷 大于等于<Value>IntegerParameter(1)</Value>"
13,"<Gui(61)/>水 大于等于<Value>IntegerParameter(1)</Value>"
14,"获得力 大于等于<Value>IntegerParameter(1)</Value>"
15,"鉴别力 大于等于<Value>IntegerParameter(1)</Value>"
16,"获得力小于 <Value>IntegerParameter(1)</Value>"
17,"鉴别力<If(IntegerParameter(2))>大于等于<Else/>小于</If> <Value>IntegerParameter(1)</Value>"
18,"<Sheet(Status,IntegerParameter(1),0)/>状态"
19,"采集力上限 大于等于<Value>IntegerParameter(1)</Value>"
20,"<If(IntegerParameter(2))>装备<Else/>未装备</If><Sheet(Item,IntegerParameter(1),0)/>时"
