key,0,1,2,3,4,5
#,Text,SelfKind,TargetKind,NumParam,FCActivityCategory,IconType
int32,str,byte,byte,byte,FCActivityCategory,sbyte
0,"",0,0,0,0,-1
1,"组建成了新部队！",0,0,0,1,0
2,"部队等级提升为<Value>IntegerParameter(1)</Value>级！",0,0,1,1,0
3,"与“<Sheet(GrandCompany,IntegerParameter(1),0)/>”的友好关系提升为“<Sheet(FCReputation,IntegerParameter(2),4)/>”！",1,0,1,1,5
4,"与“<Sheet(GrandCompany,IntegerParameter(1),0)/>”的友好关系提升为“<Sheet(FCReputation,IntegerParameter(2),4)/>”！",1,0,1,1,6
5,"与“<Sheet(GrandCompany,IntegerParameter(1),0)/>”的友好关系提升为“<Sheet(FCReputation,IntegerParameter(2),4)/>”！",1,0,1,1,7
6,"获得了“<Sheet(FCRights,IntegerParameter(1),0)/>”的权利！",0,0,1,1,0
7,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>加入了部队。",4,0,0,2,1
8,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>加入了部队。",4,0,0,2,1
9,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>退出了部队。",4,0,0,2,2
10,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>退出了部队。",4,0,0,2,2
11,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>就任为<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>。",4,5,0,2,3
12,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>就任为<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>。",4,5,0,2,3
13,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>就任为<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>。",4,5,0,2,3
14,"部队转到了“<Sheet(GrandCompany,IntegerParameter(1),0)/>”属下。",0,1,0,1,5
15,"部队转到了“<Sheet(GrandCompany,IntegerParameter(1),0)/>”属下。",0,1,0,1,6
16,"部队转到了“<Sheet(GrandCompany,IntegerParameter(1),0)/>”属下。",0,1,0,1,7
17,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>修改了“<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>”阶级的设置。",4,5,0,3,3
18,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>添加了“<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>”阶级。",4,5,0,3,3
19,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>删除了“<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>”阶级。",4,5,0,3,3
20,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>修改了阶级的序列。",4,0,0,3,3
21,"",4,6,1,0,-1
22,"",4,0,0,0,-1
23,"",4,0,0,0,-1
24,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>更新了部队公告。",4,0,0,3,4
25,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>更新了部队信息。",4,0,0,3,4
26,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>更新了部队队徽。",4,0,0,3,8
27,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>获得了“<Sheet(CompanyAction,IntegerParameter(1),0)/>”的特效。",4,0,1,4,9
28,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>使用了“<Sheet(CompanyAction,IntegerParameter(1),0)/>”的特效。",4,0,1,4,9
29,"该动态已被删除",0,0,0,0,4
30,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>将阶级名称更改为“<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>”。",4,5,0,3,3
31,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>取消了“<Sheet(CompanyAction,IntegerParameter(1),0)/>”的特效。",4,0,1,4,9
32,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>放弃了“<Sheet(CompanyAction,IntegerParameter(1),0)/>”的特效。",4,0,1,4,9
33,"部队的简称已被修改为“<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>”。",0,3,0,3,4
34,"部队名已被修改为“<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>”。",0,2,0,3,4
35,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>将<Sheet(PlaceName,IntegerParameter(1),0)/>第<Value>IntegerParameter(2)</Value>区<Value>IntegerParameter(3)</Value>号住房名称改成了“<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>”。",4,9,0,5,11
36,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>修改了“<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>”的问候语。",4,8,0,5,11
37,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>购买了<Sheet(PlaceName,IntegerParameter(1),0)/>第<Value>IntegerParameter(2)</Value>区<Value>IntegerParameter(3)</Value>号土地。",4,7,0,5,11
38,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>废弃了<Sheet(PlaceName,IntegerParameter(1),0)/>第<Value>IntegerParameter(2)</Value>区<Value>IntegerParameter(3)</Value>号土地。",4,7,0,5,11
39,"<Sheet(PlaceName,IntegerParameter(1),0)/> 第<Value>IntegerParameter(2)</Value>区<Value>IntegerParameter(3)</Value>号土地被废弃了。",0,7,0,5,11
40,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>在<Sheet(PlaceName,IntegerParameter(1),0)/>第<Value>IntegerParameter(2)</Value>区<Value>IntegerParameter(3)</Value>号土地上搭建起了“<Sheet(HousingPreset,IntegerParameter(4),0)/>”。",4,7,1,5,11
41,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>拆除了“<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>”。",4,8,0,5,11
42,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>更换了“<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>”的外部装潢。",4,8,0,5,11
43,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>更换了“<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>”的内部装潢。",4,8,0,5,11
44,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>更换了“<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>”的家具配置。",4,8,0,5,11
45,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>更换了“<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>”的庭具配置。",4,8,0,5,11
46,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>删除了写在“<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>”的访客留言薄上的留言。",4,8,0,5,11
47,"收到了<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>发来的入队申请。",4,0,0,2,12
48,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>撤销了发来的入队申请。",4,0,0,2,12
49,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>的角色已被删除。",4,0,0,2,12
50,"拒绝了<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>发来的入队申请。",4,0,0,2,12
51,"申请数量已经到达上限。",0,0,0,2,12
52,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>在“<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>”里种下了<Sheet(Item,IntegerParameter(1),0)/>。",4,10,1,6,13
53,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>对“<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>”里的作物施加了<Sheet(Item,IntegerParameter(1),0)/>。",4,10,1,6,13
54,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>对“<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>”里的作物浇了些水。",4,10,0,6,13
55,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>从“<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>”里的作物中收获了<Value>IntegerParameter(1)</Value>个<Sheet(Item,IntegerParameter(2),0)/>。",4,11,1,6,13
56,"并且由于杂交成功，还收获了<Value>IntegerParameter(1)</Value>个<Sheet(Item,IntegerParameter(2),0)/>。",0,11,1,6,13
57,"由于<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>不在，“<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>”已被转让。",4,5,0,2,3
58,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>将“<If(PlayerParameter(8))><Sheet(ObjStr,PlayerParameter(8),0)/><Else/>ObjectParameter(3)</If>”的作物处理掉了。",4,10,0,6,13
59,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>增设了个人用<Value>IntegerParameter(1)</Value>号房间。",4,0,1,5,11
60,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>拆除了个人用<Value>IntegerParameter(1)</Value>号房间。",4,0,1,5,11
61,"<If(PlayerParameter(7))><Sheet(ObjStr,PlayerParameter(7),0)/><Else/>ObjectParameter(2)</If>照顾了鸟栏中的陆行鸟。",4,0,0,7,11
