key,0,1,2,3
#,,,,
int32,sbyte,byte,sbyte,sbyte
0.0,-1,0,-1,-1
1.0,0,1,-1,-1
1.1,1,2,1,3
1.2,2,2,2,4
1.3,2,2,3,5
1.4,3,6,0,6
1.5,3,7,0,7
1.6,4,2,4,8
1.7,5,7,1,9
1.8,6,3,5,10
1.9,7,7,2,11
1.10,7,6,1,12
1.11,8,5,0,13
1.12,9,4,0,14
2.0,0,1,-1,-1
2.1,1,2,1,8
2.2,2,5,0,9
2.3,3,3,2,10
2.4,3,2,3,11
2.5,4,7,0,12
2.6,4,6,0,13
2.7,5,2,4,14
2.8,6,7,1,15
2.9,7,3,5,16
2.10,8,8,0,17
2.11,8,7,2,18
2.12,9,5,1,19
2.13,10,4,0,20
3.0,0,1,-1,-1
3.1,1,2,1,6
3.2,2,2,2,7
3.3,3,5,0,8
3.4,4,3,3,9
3.5,4,2,4,10
3.6,5,7,0,11
3.7,5,6,0,12
3.8,6,2,5,13
3.9,7,7,1,14
3.10,7,5,1,15
3.11,8,3,6,16
3.12,9,7,2,17
3.13,10,8,0,18
3.14,10,6,1,19
3.15,11,5,2,20
3.16,12,4,0,21
4.0,0,1,-1,-1
4.1,1,2,1,3
4.2,2,2,2,4
4.3,2,8,0,5
4.4,3,5,0,6
4.5,4,6,0,7
4.6,4,8,1,8
4.7,5,3,5,9
4.8,6,8,2,10
4.9,6,7,3,11
4.10,7,3,7,12
4.11,7,2,8,13
4.12,8,8,3,14
4.13,8,5,2,15
4.14,9,4,0,16
5.0,0,1,-1,-1
5.1,1,2,1,3
5.2,2,3,2,4
5.3,2,5,0,5
5.4,3,6,0,6
5.5,3,7,0,7
5.6,3,8,0,8
5.7,4,8,1,9
5.8,4,2,5,10
5.9,4,7,2,11
5.10,5,3,6,12
5.11,6,6,1,13
5.12,7,8,2,14
5.13,7,5,2,15
5.14,8,7,4,16
5.15,8,7,5,17
5.16,9,3,8,18
5.17,9,2,9,19
5.18,10,2,10,20
5.19,11,5,3,21
5.20,12,8,3,22
5.21,12,6,2,23
5.22,12,7,7,24
5.23,13,8,4,25
5.24,13,3,13,26
5.25,14,4,0,27
