key,0
#,String
int32,str
0,""
1,"忠义量谱"
2,"开启<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>钢铁信念<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能后，画面上会出现显示该技能发动状态的量谱。
想要集中仇恨时，建议发动钢铁信念。"
3,"<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>职业量谱的说明可以随时在技能菜单中进行查看。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
4,"忠义量谱"
5,"学会<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>忠义精通<UIGlow>01</UIGlow><UIForeground>01</UIForeground>特性后，画面上会出现专用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>忠义量谱<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。
该量谱不仅会显示钢铁信念的状态，还会显示骑士的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>忠义<UIGlow>01</UIGlow><UIForeground>01</UIForeground>效果的具体量值。
自动攻击命中时会积累忠义量值，消耗忠义量值可以发动<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>盾阵<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、45级学会的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>保护<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和62级学会的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>干预<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能。"
6,"兽魂量谱"
7,"开启<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>守护<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能后，画面上会出现显示该技能发动状态的量谱。
想要集中仇恨时，建议发动守护。"
8,"兽魂量谱"
9,"学会<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>兽魂<UIGlow>01</UIGlow><UIForeground>01</UIForeground>特性后，画面上会出现专用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>兽魂量谱<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。
该量谱不仅会显示守护的状态，还会显示代表战士心中野性的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>兽魂<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的具体量值。
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>原初之魂<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和45级学会的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>钢铁旋风<UIGlow>01</UIGlow><UIForeground>01</UIForeground>等技能都需要通过消耗积累的兽魂量值才能发动。
兽魂量值可以通过发动特定的技能进行积累。"
10,"暗血量谱"
11,"开启<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>深恶痛绝<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能后，画面上会出现显示该技能发动状态的量谱。
想要集中仇恨时，建议发动深恶痛绝。"
12,"暗黑量谱"
13,"学会<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗黑波动<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能后，画面上会出现专用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗黑量谱<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。
暗黑量谱会显示<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗黑<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的持续时间。发动<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗黑波动<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和40级学会的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗黑锋<UIGlow>01</UIGlow><UIForeground>01</UIForeground>可以附加暗黑状态。
暗黑状态中自身攻击所造成的伤害提高。"
14,"暗血量谱"
15,"学会<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗血<UIGlow>01</UIGlow><UIForeground>01</UIForeground>特性后，画面上会出现专用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗血量谱<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。
该量谱会显示暗血的具体量值。<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>血溅<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和64级学会的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>寂灭<UIGlow>01</UIGlow><UIForeground>01</UIForeground>等技能都需要通过消耗积累的暗血量值才能发动。
暗血量值可以通过发动特定的技能进行积累。"
16,"暗黑量谱"
17,"学会<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>至黑之夜<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能后，暗黑量谱会显示<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗技<UIGlow>01</UIGlow><UIForeground>01</UIForeground>状态。
消耗<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>至黑之夜<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的防护罩效果可以附加暗技状态。
附加暗技状态后，可以通过只消耗暗技不消耗魔力的方式来发动<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗黑波动<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗黑锋<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能。"
18,"暗黑量谱"
19,"学会<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>掠影示现<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能后，一同战斗的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>英雄的掠影<UIGlow>01</UIGlow><UIForeground>01</UIForeground>会变成实体。暗黑量谱可以显示英雄的掠影实体存在的剩余时间。"
20,"百合花茎量谱"
21,"学会<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>神秘百合<UIGlow>01</UIGlow><UIForeground>01</UIForeground>特性后，画面上会出现专用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>百合花茎量谱<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，
以显示当前<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>治疗百合<UIGlow>01</UIGlow><UIForeground>01</UIForeground>开花的数量。
当自身处于战斗状态时，每过一定时间就会开放一朵治疗百合，
消耗百合可以发动<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>安慰之心<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和76级学会的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>狂喜之心<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能。"
22,"百合花茎量谱"
23,"学会<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>安慰之心效果提高<UIGlow>01</UIGlow><UIForeground>01</UIForeground>特性后，百合花茎量谱会显示<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>血百合<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的状态。发动需要消耗治疗百合的技能，可以使血百合逐渐开放。
当血百合完全开放时，即可发动<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>苦难之心<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能。"
24,"以太超流量谱"
25,"发动<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>以太超流<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能后，画面上会出现专用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>以太超流量谱<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，以显示当前附加的以太超流量值。"
26,"异想量谱"
