key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
#,Name,Name{Short},,,,RequiredLevel,RequiredFuel,Duration<min>,,,RequiredSurveillance,,,ExpReward
int32,str,str,bit&01,int16,int16,byte,uint16,uint16,uint16,byte,byte,byte,byte,uint32
0,"云海01","云海01",False,371,831,1,1,180,13,0,0,0,0,10610
1,"云海02","云海02",False,615,800,1,1,180,13,0,0,0,0,10610
2,"云海03","云海03",False,156,800,4,1,180,13,0,0,0,0,27840
3,"云海04","云海04",False,787,834,7,1,180,13,0,0,0,0,46660
4,"云海05","云海05",False,492,720,10,2,360,13,0,0,0,0,75920
5,"云海06","云海06",False,334,653,14,2,360,13,0,0,0,0,102600
6,"云海07","云海07",False,587,645,17,2,360,13,0,0,0,0,118350
7,"云海08","云海08",False,516,544,20,3,540,13,0,0,0,0,146210
8,"云海09","云海09",False,380,493,24,3,540,13,0,0,0,0,174980
9,"云海10","云海10",False,721,629,27,3,540,13,0,0,0,0,200430
10,"云海11","云海11",False,185,567,30,4,720,13,0,0,0,0,231750
11,"云海12","云海12",False,906,642,34,4,720,13,0,0,0,0,263530
12,"云海13","云海13",False,202,434,37,4,720,13,0,0,0,0,292170
13,"云海14","云海14",False,77,689,40,5,900,13,0,0,0,0,338330
14,"云海15","云海15",False,103,348,44,5,900,13,0,0,0,0,374020
15,"云海16","云海16",False,886,445,47,5,900,13,0,0,0,0,406590
16,"云海17","云海17",False,721,335,50,6,1440,13,0,90,0,0,0
17,"云海18","云海18",False,540,371,50,6,1440,13,0,90,0,0,0
18,"云海19","云海19",False,248,234,50,6,1440,13,0,90,0,0,0
19,"云海20","云海20",False,421,141,50,6,1440,13,0,90,0,0,0
20,"云海21","云海21",False,556,208,50,6,1440,13,0,90,0,0,0
21,"云海22","云海22",False,663,105,50,6,1440,13,0,90,0,0,0
22,"云冠群岛夜晚探索","云冠群岛夜晚探索",True,0,0,50,1,20,1,0,90,0,0,0
23,"云海23","云海23",False,130,120,50,6,1440,13,0,90,0,0,0
24,"云海24","云海24",False,390,380,50,6,1440,13,0,90,0,0,0
25,"","",False,0,0,0,0,0,0,0,0,0,0,0
127,"","",False,483,927,0,0,0,0,0,0,0,0,0
128,"","",False,0,0,0,0,0,0,0,0,0,0,0
