key,0,1,2,3,4,5,6,7
#,LogKind,Caster,Target,Category,DisplayOrder,Preset,Name,Example
int32,byte,uint16,uint16,byte,byte,byte,str,str
0,0,65535,65535,0,0,0,"None",""
1,10,65535,65535,1,1,1,"说话","斯考尔：无所谓了……"
2,11,65535,65535,1,3,1,"喊话","巴兹：有人一起冒险吗？"
3,12,65535,65535,1,4,1,"悄悄话",">> 克劳德： 你这衣服不错。
蒂法 >> 克劳德，眼睛看哪呢？"
4,14,65535,65535,1,5,1,"小队","(塞西尔) 你们都在哪里？"
5,29,65535,65535,1,30,1,"情感动作","莉诺雅在展示自己的存在。"
6,28,65535,65535,1,31,1,"自定义情感动作","塞丽丝拍了拍自己的脸。"
7,24,65535,65535,1,7,1,"部队","[部队]<克劳德> 我想邀请我的朋友扎克斯加入这里。"
8,16,65535,65535,1,20,1,"通讯贝1","[1]<莎拉> 可以的话……请一直留在……"
9,17,65535,65535,1,21,1,"通讯贝2","[2]<敏武> 我能够看到你们的命运。"
10,18,65535,65535,1,22,1,"通讯贝3","[3]<艾丽娅> 拜托你们了……驱除黑暗……为这个世界……带回和平……"
11,19,65535,65535,1,23,1,"通讯贝4","[4]<泰拉> 我回忆起来了……被我忘记的咒文！"
12,20,65535,65535,1,24,1,"通讯贝5","[5]<加拉夫> 太了不起了！瞧瞧咱这惊人的记忆力！"
13,21,65535,65535,1,25,1,"通讯贝6","[6]<洛克> 你这混蛋，一而再、再而三地来捣乱！"
14,22,65535,65535,1,26,1,"通讯贝7","[7]<阿尔芭> 我美丽的肌肤都被沙漠风化了……"
15,23,65535,65535,1,27,1,"通讯贝8","[8]<西奥多> 我要凭借自己的力量前进！"
16,30,65535,65535,1,2,1,"呼喊","克劳德：爱丽丝！！"
17,15,65535,65535,1,6,1,"团队","((斯诺)) 英雄出马！"
18,27,65535,65535,1,28,1,"新人频道","[新人]<Gui(78)/>爱丽丝：遇到什么麻烦了吗？"
19,36,65535,65535,1,8,1,"战队","[战队]<吉坦> 你好！"
20,37,65535,65535,1,10,1,"跨服通讯贝1","[跨服贝1]<尤菲> 你好！"
21,57,65535,65535,2,1,1,"系统信息","向克劳德发送了入队邀请。"
22,0,0,0,0,0,0,"",""
23,59,65535,65535,2,4,1,"采集系统信息","这片地域好像没有矿脉及石场。"
24,60,65535,65535,2,5,1,"错误信息","向克劳德发送悄悄话失败。"
25,56,65535,65535,2,6,1,"默语","默语"
26,61,65535,65535,2,16,4,"非玩家角色对话","巴德龙：有什么我可以帮你的？"
27,62,65535,65535,2,20,1,"掉落品信息","斯考尔得到了玉者之剑。"
28,64,258,65535,2,25,1,"自己的成长信息","等级提升了！  斯考尔升到了51级。"
29,64,2289,65535,2,27,1,"他人的成长信息","等级提升了！  莉诺雅升到了52级。"
30,65,2,65535,2,30,1,"自己的战利品信息","斯考尔在需求条件下对“玉者之剑”掷出了1点。"
31,65,65532,65535,2,31,1,"他人的战利品信息","莉诺雅在需求条件下对“玉者之剑”掷出了99点。"
32,66,2,65535,2,35,1,"自己的制作信息","斯考尔制作“英雄之药”成功！"
33,66,28,65535,2,36,1,"他人的制作信息","莉诺雅制作“圣战之药”成功！"
34,79,65535,65535,2,49,1,"交流簿的新留言","部队房屋的交流簿有新的留言。"
35,67,3,65535,2,40,1,"自己的采集信息","斯考尔开始了采掘作业。"
36,67,252,65535,2,41,0,"他人的钓鱼成果","垂钓老人成功钓上了<UIForeground>F20225</UIForeground><UIGlow>F20226</UIGlow>罗敏萨鳀鱼<UIGlow>01</UIGlow><UIForeground>01</UIForeground>（3.3星寸）。"
37,58,1807,65535,2,2,2,"自己的战斗系统信息","斯考尔将魔界花打倒了。"
38,58,2193,65535,2,3,0,"他人的战斗系统信息","莉诺雅将魔界花打倒了。"
39,68,65535,65535,2,17,1,"非玩家角色通告","布莱蒙达：我是在这一带行商的旅行商人。"
40,69,65535,65535,2,11,1,"部队通告","部队消息：更改了阶级的序列。"
41,70,65535,65535,2,13,1,"部队成员上线通知","部队消息：克劳德上线了。"
42,64,1548,65535,2,26,1,"队友的成长信息","等级提升了！  克劳德升到了51级。"
43,71,65535,65535,2,15,1,"市场出售信息","在乌尔达哈市场以100金币的价格出售的“缎带”成功售出，获得了95金币。"
44,72,65535,65535,2,45,1,"队员招募的通知信息","当前共有12个队伍正在招募队员，其中有3个符合搜索条件。"
45,73,65535,65535,2,46,1,"标记设置信息","斯考尔对塞尔标注了“万事通1”标记。"
46,74,65535,65535,2,47,1,"掷骰的信息","西捷亚掷出了<Gui(73)/>666点！"
47,75,65535,65535,2,10,1,"新人频道通知","加入了新人频道。
当前参加人数：<Gui(78)/>指导者10人/<Gui(77)/>新人30人"
48,76,65535,65535,2,48,1,"管弦乐琴的播放信息","播放了«水晶序曲　～冒险的序章～»。"
49,77,65535,65535,2,12,1,"战队通告","战队消息：梵加入了战队。"
50,78,65535,65535,2,14,1,"战队成员上线通知","战队消息：吉坦上线了。"
51,41,2,65535,4,1,2,"自己造成伤害","斯考尔发动攻击  魔界花受到了9999点伤害。"
52,42,2,65535,4,2,2,"自己的攻击落空","斯考尔发动攻击  失误了！"
53,43,2,65535,4,3,2,"自己的技能","斯考尔正在咏唱“核爆”。
斯考尔中断了咏唱“核爆”。"
54,44,2,65535,4,4,2,"自己的道具","斯考尔正在使用“圣灵药”。
斯考尔中断了使用“圣灵药”。"
55,45,2,65535,4,5,2,"自己进行恢复","   斯考尔恢复了9999点体力。"
56,46,2,65535,4,6,2,"自己给他人附加强化状态","   对斯考尔附加了“护盾”的效果。"
57,47,2,65535,4,7,2,"自己给他人附加弱化状态","   对魔界花附加了“失明”的效果。"
58,41,65535,2,4,8,2,"自己受到伤害","魔界花发动攻击  斯考尔受到了9999点伤害。"
59,42,65535,2,4,9,2,"自己回避了攻击","魔界花发动攻击  失误了！"
60,43,65535,2,4,10,2,"对自己发动的技能","莉诺雅正在咏唱“护盾”。
莉诺雅中断了咏唱“护盾”。"
61,44,65535,2,4,11,2,"对自己使用的道具","莉诺雅使用了“圣灵药”。
莉诺雅中断了使用“圣灵药”。"
62,45,65535,2,4,12,2,"自己接受恢复","   斯考尔恢复了9999点体力。"
63,46,65535,2,4,13,2,"自己接收他人的强化状态","   对斯考尔附加了“护盾”的效果。"
64,47,65535,2,4,14,2,"自己接收他人的弱化状态","   对斯考尔附加了“沉默”的效果。"
65,48,65535,2,4,15,2,"自己的强化状态效果消失","斯考尔的“护盾”状态效果消失了。"
66,49,65535,2,4,16,2,"自己的弱化状态效果消失","斯考尔的“沉默”状态效果消失了。"
67,55,65535,65535,2,50,1,"闹钟通知信息","<Gui(104)/> 闹钟 -  12:34 "
68,54,65535,65535,2,51,1,"武具投影通知信息","克莱夫将美堤亚上衣的外型投影到了旧日王国御敌胸甲上。"
69,0,0,0,0,0,0,"",""
70,0,0,0,0,0,0,"",""
71,41,4,65535,5,1,2,"队友造成伤害","克劳德发动攻击  魔界花受到了9999点伤害。"
72,42,4,65535,5,2,2,"队友的攻击落空","克劳德发动攻击  失误了！"
73,43,4,65535,5,3,2,"队友的技能","克劳德正在咏唱“核爆”。
克劳德中断了咏唱“核爆”。"
74,44,4,65535,5,4,2,"队友的道具","克劳德正在使用“圣灵药”。
克劳德中断了使用“圣灵药”。"
75,45,4,65535,5,5,2,"队友进行恢复","   克劳德恢复了9999点体力。"
76,46,4,65535,5,6,2,"队友给他人附加强化状态","   对克劳德附加了“护盾”的效果。"
77,47,4,65535,5,7,2,"队友给他人附加弱化状态","   对魔界花附加了“失明”的效果。"
78,41,65535,4,5,8,2,"队友受到伤害","魔界花发动攻击  克劳德受到了9999点伤害。"
79,42,65535,4,5,9,2,"队友回避了攻击","魔界花发动攻击  失误了！"
80,43,65535,4,5,10,2,"对队友发动的技能","蒂法正在咏唱“护盾”。
蒂法中断了咏唱“护盾”。"
81,44,65535,4,5,11,2,"对队友使用的道具","蒂法使用了“圣灵药”。
蒂法中断了使用“圣灵药”。"
82,45,65535,4,5,12,2,"队友接受恢复","   克劳德恢复了9999点体力。"
83,46,65535,4,5,13,2,"队友接收他人的强化状态","   对克劳德附加了“护盾”的效果。"
84,47,65535,4,5,14,2,"队友接收他人的弱化状态","   对克劳德附加了“沉默”的效果。"
85,48,65535,4,5,15,2,"队友的强化状态效果消失","克劳德的“护盾”状态效果消失了。"
86,49,65535,4,5,16,2,"队友的弱化状态效果消失","克劳德的“沉默”状态效果消失了。"
87,0,0,0,0,0,0,"",""
88,0,0,0,0,0,0,"",""
89,0,0,0,0,0,0,"",""
90,0,0,0,0,0,0,"",""
91,41,16,65535,7,1,0,"他人造成伤害","洛克发动攻击  魔界花受到了9999点伤害。"
92,42,16,65535,7,2,0,"他人的攻击落空","洛克发动攻击  失误了！"
93,43,16,65535,7,3,0,"他人的技能","洛克正在咏唱“核爆”。
洛克中断了咏唱“核爆”。"
94,44,16,65535,7,4,0,"他人的道具","洛克正在使用“圣灵药”。
洛克中断了使用“圣灵药”。"
95,45,16,65535,7,5,0,"他人进行恢复","   洛克恢复了9999点体力。"
96,46,16,65535,7,6,0,"他人给他人附加强化状态","   对洛克附加了“护盾”的效果。"
97,47,16,65535,7,7,0,"他人给他人附加弱化状态","   对魔界花附加了“失明”的效果。"
98,41,65535,16,7,8,0,"他人受到伤害","魔界花发动攻击  洛克受到了9999点伤害。"
99,42,65535,16,7,9,0,"他人回避了攻击","魔界花发动攻击  失误了！"
100,43,65535,16,7,10,0,"对他人发动的技能","蒂娜正在咏唱“护盾”。
蒂娜中断了咏唱“护盾”。"
101,44,65535,16,7,11,0,"对他人使用的道具","蒂娜使用了“圣灵药”。
蒂娜中断了使用“圣灵药”。"
102,45,65535,16,7,12,0,"他人接受恢复","   洛克恢复了9999点体力。"
103,46,65535,16,7,13,0,"他人接收他人的强化状态","   对洛克附加了“护盾”的效果。"
104,47,65535,16,7,14,0,"他人接收他人的弱化状态","   对洛克附加了“沉默”的效果。"
105,48,65535,16,7,15,0,"他人的强化状态效果消失","洛克的“护盾”状态效果消失了。"
106,49,65535,16,7,16,0,"他人的弱化状态效果消失","洛克的“沉默”状态效果消失了。"
107,0,0,0,0,0,0,"",""
108,0,0,0,0,0,0,"",""
109,0,0,0,0,0,0,"",""
110,0,0,0,0,0,0,"",""
111,41,32,65535,8,1,2,"交战状态下的敌人造成伤害","伊迪雅发动攻击  斯考尔受到了9999点伤害。"
112,42,32,65535,8,2,2,"交战状态下的敌人的攻击落空","伊迪雅发动攻击  失误了！"
113,43,32,65535,8,3,2,"交战状态下的敌人的技能","伊迪雅正在咏唱“核爆”。
伊迪雅中断了咏唱“核爆”。"
114,44,32,65535,8,4,2,"交战状态下的敌人的道具","伊迪雅正在使用“圣灵药”。
伊迪雅中断了使用“圣灵药”。"
115,45,32,65535,8,5,2,"交战状态下的敌人进行恢复","   伊迪雅恢复了9999点体力。"
116,46,32,65535,8,6,2,"交战状态下的敌人给他人附加强化状态","   对伊迪雅附加了“护盾”的效果。"
117,47,32,65535,8,7,2,"交战状态下的敌人给他人附加弱化状态","   对斯考尔附加了“失明”的效果。"
118,41,65535,32,8,8,2,"交战状态下的敌人受到伤害","斯考尔发动攻击  伊迪雅受到了9999点伤害。"
119,42,65535,32,8,9,2,"交战状态下的敌人回避了攻击","斯考尔发动攻击  失误了！"
120,43,65535,32,8,10,2,"对交战状态下的敌人发动的技能","塞法正在咏唱“护盾”。
塞法中断了咏唱“护盾”。"
121,44,65535,32,8,11,2,"对交战状态下的敌人使用的道具","塞法使用了“圣灵药”。
塞法中断了使用“圣灵药”。"
122,45,65535,32,8,12,2,"交战状态下的敌人接受恢复","   伊迪雅恢复了9999点体力。"
123,46,65535,32,8,13,2,"交战状态下的敌人接收他人的强化状态","   对伊迪雅附加了“护盾”的效果。"
124,47,65535,32,8,14,2,"交战状态下的敌人接收他人的弱化状态","   对伊迪雅附加了“沉默”的效果。"
125,48,65535,32,8,15,2,"交战状态下的敌人的强化状态效果消失","伊迪雅的“护盾”状态效果消失了。"
126,49,65535,32,8,16,2,"交战状态下的敌人的弱化状态效果消失","伊迪雅的“沉默”状态效果消失了。"
127,0,0,0,0,0,0,"",""
128,0,0,0,0,0,0,"",""
129,0,0,0,0,0,0,"",""
130,0,0,0,0,0,0,"",""
131,41,64,65535,9,1,0,"非交战状态下的敌人造成伤害","伊迪雅发动攻击  斯考尔受到了9999点伤害。"
132,42,64,65535,9,2,0,"非交战状态下的敌人的攻击落空","伊迪雅发动攻击  失误了！"
133,43,64,65535,9,3,0,"非交战状态下的敌人的技能","伊迪雅正在咏唱“核爆”。
伊迪雅中断了咏唱“核爆”。"
134,44,64,65535,9,4,0,"非交战状态下的敌人的道具","伊迪雅正在使用“圣灵药”。
伊迪雅中断了使用“圣灵药”。"
135,45,64,65535,9,5,0,"非交战状态下的敌人进行恢复","   伊迪雅恢复了9999点体力。"
136,46,64,65535,9,6,0,"非交战状态下的敌人给他人附加强化状态","   对伊迪雅附加了“护盾”的效果。"
137,47,64,65535,9,7,0,"非交战状态下的敌人给他人附加弱化状态","   对斯考尔附加了“失明”的效果。"
138,41,65535,64,9,8,0,"非交战状态下的敌人受到伤害","斯考尔发动攻击  伊迪雅受到了9999点伤害。"
139,42,65535,64,9,9,0,"非交战状态下的敌人回避了攻击","斯考尔发动攻击  失误了！"
140,43,65535,64,9,10,0,"对非交战状态下的敌人发动的技能","塞法正在咏唱“护盾”。
塞法中断了咏唱“护盾”。"
141,44,65535,64,9,11,0,"对非交战状态下的敌人使用的道具","塞法使用了“圣灵药”。
塞法中断了使用“圣灵药”。"
142,45,65535,64,9,12,0,"非交战状态下的敌人接受恢复","   伊迪雅恢复了9999点体力。"
143,46,65535,64,9,13,0,"非交战状态下的敌人接收他人的强化状态","   对伊迪雅附加了“护盾”的效果。"
144,47,65535,64,9,14,0,"非交战状态下的敌人接收他人的弱化状态","   对伊迪雅附加了“沉默”的效果。"
145,48,65535,64,9,15,0,"非交战状态下的敌人的强化状态效果消失","伊迪雅的“护盾”状态效果消失了。"
146,49,65535,64,9,16,0,"非交战状态下的敌人的弱化状态效果消失","伊迪雅的“沉默”状态效果消失了。"
147,0,0,0,0,0,0,"",""
148,0,0,0,0,0,0,"",""
149,0,0,0,0,0,0,"",""
150,0,0,0,0,0,0,"",""
151,41,8,65535,6,1,0,"团队队友造成伤害","扎克斯发动攻击  魔界花受到了9999点伤害。"
152,42,8,65535,6,2,0,"团队队友的攻击落空","扎克斯发动攻击  失误了！"
153,43,8,65535,6,3,0,"团队队友的技能","扎克斯正在咏唱“核爆”。
扎克斯中断了咏唱“核爆”。"
154,44,8,65535,6,4,0,"团队队友的道具","扎克斯正在使用“圣灵药”。
扎克斯中断了使用“圣灵药”。"
155,45,8,65535,6,5,0,"团队队友进行恢复","   扎克斯恢复了9999点体力。"
156,46,8,65535,6,6,0,"团队队友给他人附加强化状态","   对扎克斯附加了“护盾”的效果。"
157,47,8,65535,6,7,0,"团队队友给他人附加弱化状态","   对魔界花附加了“失明”的效果。"
158,41,65535,8,6,8,0,"团队队友受到伤害","魔界花发动攻击  扎克斯受到了9999点伤害。"
159,42,65535,8,6,9,0,"团队队友回避了攻击","魔界花发动攻击  失误了！"
160,43,65535,8,6,10,0,"对团队队友发动的技能","爱丽丝正在咏唱“护盾”。
爱丽丝中断了咏唱“护盾”。"
161,44,65535,8,6,11,0,"对团队队友使用的道具","爱丽丝使用了“圣灵药”。
爱丽丝中断了使用“圣灵药”。"
162,45,65535,8,6,12,0,"团队队友接受恢复","   扎克斯恢复了9999点体力。"
163,46,65535,8,6,13,0,"团队队友接收他人的强化状态","   对扎克斯附加了“护盾”的效果。"
164,47,65535,8,6,14,0,"团队队友接收他人的弱化状态","   对扎克斯附加了“沉默”的效果。"
165,48,65535,8,6,15,0,"团队队友的强化状态效果消失","扎克斯的“护盾”状态效果消失了。"
166,49,65535,8,6,16,0,"团队队友的弱化状态效果消失","扎克斯的“沉默”状态效果消失了。"
167,0,0,0,0,0,0,"",""
168,0,0,0,0,0,0,"",""
169,0,0,0,0,0,0,"",""
170,0,0,0,0,0,0,"",""
171,41,128,65535,10,1,2,"友好的非玩家角色造成伤害","德修发动攻击  魔界花受到了9999点伤害。"
172,42,128,65535,10,2,2,"友好的非玩家角色的攻击落空","德修发动攻击  失误了！"
173,43,128,65535,10,3,2,"友好的非玩家角色的技能","德修正在咏唱“核爆”。
德修中断了咏唱“核爆”。"
174,44,128,65535,10,4,2,"友好的非玩家角色的道具","德修正在使用“圣灵药”。
德修中断了使用“圣灵药”。"
175,45,128,65535,10,5,2,"友好的非玩家角色进行恢复","   德修恢复了9999点体力。"
176,46,128,65535,10,6,2,"友好的非玩家角色给他人附加强化状态","   对德修附加了“护盾”的效果。"
177,47,128,65535,10,7,2,"友好的非玩家角色给他人附加弱化状态","   对魔界花附加了“失明”的效果。"
178,41,65535,128,10,8,2,"友好的非玩家角色受到伤害","魔界花发动攻击  德修受到了9999点伤害。"
179,42,65535,128,10,9,2,"友好的非玩家角色回避了攻击","魔界花发动攻击  失误了！"
180,43,65535,128,10,10,2,"对友好的非玩家角色发动的技能","艾丽娅正在咏唱“护盾”。
艾丽娅中断了咏唱“护盾”。"
181,44,65535,128,10,11,2,"对友好的非玩家角色使用的道具","艾丽娅使用了“圣灵药”。
艾丽娅中断了使用“圣灵药”。"
182,45,65535,128,10,12,2,"友好的非玩家角色接受恢复","   德修恢复了9999点体力。"
183,46,65535,128,10,13,2,"友好的非玩家角色接收他人的强化状态","   对德修附加了“护盾”的效果。"
184,47,65535,128,10,14,2,"友好的非玩家角色接收他人的弱化状态","   对德修附加了“沉默”的效果。"
185,48,65535,128,10,15,2,"友好的非玩家角色的强化状态效果消失","德修的“护盾”状态效果消失了。"
186,49,65535,128,10,16,2,"友好的非玩家角色的弱化状态效果消失","德修的“沉默”状态效果消失了。"
187,0,0,0,0,0,0,"",""
188,0,0,0,0,0,0,"",""
189,0,0,0,0,0,0,"",""
190,0,0,0,0,0,0,"",""
191,41,256,65535,11,1,2,"自己的召唤兽及搭档造成伤害","波可发动攻击  魔界花受到了9999点伤害。"
192,42,256,65535,11,2,2,"自己的召唤兽及搭档的攻击落空","波可发动攻击  失误了！"
193,43,256,65535,11,3,2,"自己的召唤兽及搭档的技能","波可正在咏唱“核爆”。
波可中断了咏唱“核爆”。"
194,44,256,65535,11,4,2,"自己的召唤兽及搭档的道具","波可正在使用“圣灵药”。
波可中断了使用“圣灵药”。"
195,45,256,65535,11,5,2,"自己的召唤兽及搭档进行恢复","   波可恢复了9999点体力。"
196,46,256,65535,11,6,2,"自己的召唤兽及搭档给他人附加强化状态","   对波可附加了“护盾”的效果。"
197,47,256,65535,11,7,2,"自己的召唤兽及搭档给他人附加弱化状态","   对魔界花附加了“失明”的效果。"
198,41,65535,256,11,8,2,"自己的召唤兽及搭档受到伤害","魔界花发动攻击  波可受到了9999点伤害。"
199,42,65535,256,11,9,2,"自己的召唤兽及搭档回避了攻击","魔界花发动攻击  失误了！"
200,43,65535,256,11,10,2,"对自己的召唤兽及搭档发动的技能","可可正在咏唱“护盾”。
可可中断了咏唱“护盾”。"
201,44,65535,256,11,11,2,"对自己的召唤兽及搭档使用的道具","可可使用了“圣灵药”。
可可中断了使用“圣灵药”。"
202,45,65535,256,11,12,2,"自己的召唤兽及搭档接受恢复","   波可恢复了9999点体力。"
203,46,65535,256,11,13,2,"自己的召唤兽及搭档接收他人的强化状态","   对波可附加了“护盾”的效果。"
204,47,65535,256,11,14,2,"自己的召唤兽及搭档接收他人的弱化状态","   对波可附加了“沉默”的效果。"
205,48,65535,256,11,15,2,"自己的召唤兽及搭档的强化状态效果消失","波可的“护盾”状态效果消失了。"
206,49,65535,256,11,16,2,"自己的召唤兽及搭档的弱化状态效果消失","波可的“沉默”状态效果消失了。"
207,0,0,0,0,0,0,"",""
208,0,0,0,0,0,0,"",""
209,0,0,0,0,0,0,"",""
210,0,0,0,0,0,0,"",""
211,41,512,65535,12,1,2,"队友的召唤兽及搭档造成伤害","波可发动攻击  魔界花受到了9999点伤害。"
212,42,512,65535,12,2,2,"队友的召唤兽及搭档的攻击落空","波可发动攻击  失误了！"
213,43,512,65535,12,3,2,"队友的召唤兽及搭档的技能","波可正在咏唱“核爆”。
波可中断了咏唱“核爆”。"
214,44,512,65535,12,4,2,"队友的召唤兽及搭档的道具","波可正在使用“圣灵药”。
波可中断了使用“圣灵药”。"
215,45,512,65535,12,5,2,"队友的召唤兽及搭档进行恢复","   波可恢复了9999点体力。"
216,46,512,65535,12,6,2,"队友的召唤兽及搭档给他人附加强化状态","   对波可附加了“护盾”的效果。"
217,47,512,65535,12,7,2,"队友的召唤兽及搭档给他人附加弱化状态","   对魔界花附加了“失明”的效果。"
218,41,65535,512,12,8,2,"队友的召唤兽及搭档受到伤害","魔界花发动攻击  波可受到了9999点伤害。"
219,42,65535,512,12,9,2,"队友的召唤兽及搭档回避了攻击","魔界花发动攻击  失误了！"
