key,0,1,2,3,4,5,6,7,8,9
#,Category,SubType,Image,,UnlockCondition,,,,SortKey,Name
int32,byte,byte,Image,byte,BannerCondition,uint16,uint16,byte,uint16,str
0,0,0,0,0,1,0,0,0,0,"无"
1,2,0,194002,0,1,0,0,1,1,"光泽"
2,2,0,194003,0,1,0,0,1,6,"四边形"
3,2,0,194004,0,1,0,0,1,7,"圆点"
4,2,0,194005,0,1,0,0,1,8,"菱形"
5,2,0,194006,0,1,0,0,1,2,"格纹"
6,2,0,194007,0,1,0,0,1,3,"斜线"
7,2,0,194008,0,1,0,0,1,4,"双色"
8,2,0,194009,0,1,0,0,1,5,"三角形"
9,2,0,194010,0,1,0,0,1,10,"羊皮纸"
10,2,0,194011,0,1,0,0,1,9,"角花"
11,1,0,195002,0,1,0,0,1,1,"阴影"
12,1,0,195003,0,1,0,0,1,2,"光彩"
13,1,0,195004,0,1,0,0,1,3,"圆点"
14,1,0,195005,0,1,0,0,1,4,"手册"
15,1,0,195006,0,1,0,0,1,5,"剪贴簿"
16,1,0,195007,0,1,0,0,1,6,"魔法阵"
17,1,0,195008,0,1,0,0,1,7,"羊皮纸"
18,1,0,195009,0,1,0,0,1,8,"涂料"
19,1,0,195010,0,1,0,0,1,9,"金属看板"
20,1,0,195011,0,1,0,0,1,10,"书籍"
21,3,0,197002,0,1,0,0,1,3,"标签"
22,3,0,197003,0,1,0,0,1,4,"欢迎回来"
23,3,0,197004,0,1,0,0,1,5,"金属圆环"
24,3,0,197005,0,1,0,0,1,6,"职业标签：防护职业"
25,3,0,197006,0,1,0,0,1,8,"职业标签：进攻职业"
26,3,0,197007,0,1,0,0,1,7,"职业标签：治疗职业"
27,3,0,197008,0,1,0,0,1,1,"简易边框：棕色"
28,3,0,197009,0,1,0,0,1,2,"简易边框：金属"
29,3,0,197010,0,1,0,0,1,9,"记事贴"
30,3,0,197011,0,1,0,0,1,10,"剪贴簿"
31,4,0,198002,0,1,0,0,1,3,"黑色"
32,4,0,198003,0,1,0,0,1,2,"白色"
33,4,0,198004,0,1,0,0,1,5,"宝石边框（复杂）"
34,4,0,198005,0,1,0,0,1,4,"宝石边框（简易）"
35,4,0,198006,0,1,0,0,1,6,"利姆萨·罗敏萨"
36,4,0,198007,0,1,0,0,1,7,"格里达尼亚"
37,4,0,198008,0,1,0,0,1,8,"乌尔达哈"
38,4,0,198009,0,1,0,0,1,1,"金属"
39,4,0,198010,0,298,0,0,1,10,"九宫幻卡EX"
40,4,0,198011,0,298,0,0,1,9,"九宫幻卡"
41,5,0,199002,0,1,0,0,1,1,"金币"
42,5,0,199003,0,1,0,0,1,2,"羽毛笔"
43,5,0,199004,0,1,0,0,1,3,"贴纸"
44,5,0,199005,0,1,0,0,1,4,"地图"
45,5,0,199006,0,1,0,0,1,5,"蝴蝶结"
46,5,0,199007,0,1,0,0,1,6,"信件"
47,5,0,199008,0,1,0,0,1,7,"音符"
48,5,0,199009,0,1,0,0,1,8,"花束"
49,5,0,199010,0,1,0,0,1,9,"记事贴"
50,5,0,199011,0,1,0,0,1,10,"邮票"
51,2,0,194201,0,156,0,0,2,950,"剑术师"
52,2,0,194202,0,157,0,0,2,951,"斧术师"
53,2,0,194203,0,158,0,0,2,952,"幻术师"
54,2,0,194204,0,159,0,0,2,953,"格斗家"
55,2,0,194205,0,160,0,0,2,954,"枪术师"
56,2,0,194206,0,161,0,0,2,955,"双剑师"
57,2,0,194207,0,162,0,0,2,956,"弓箭手"
58,2,0,194208,0,163,0,0,2,957,"咒术师"
59,2,0,194209,0,164,0,0,2,958,"秘术师"
60,2,0,194210,0,300,0,0,2,1000,"骑士"
61,2,0,194211,0,301,0,0,2,1001,"战士"
62,2,0,194212,0,302,0,0,2,1002,"暗黑骑士"
63,2,0,194213,0,303,0,0,2,1003,"绝枪战士"
64,2,0,194214,0,304,0,0,2,1004,"白魔法师"
65,2,0,194215,0,305,0,0,2,1005,"学者"
66,2,0,194216,0,306,0,0,2,1006,"占星术士"
67,2,0,194217,0,307,0,0,2,1007,"贤者"
68,2,0,194218,0,308,0,0,2,1008,"武僧"
69,2,0,194219,0,309,0,0,2,1009,"龙骑士"
70,2,0,194220,0,310,0,0,2,1010,"忍者"
71,2,0,194221,0,311,0,0,2,1011,"武士"
72,2,0,194222,0,312,0,0,2,1012,"钐镰客"
73,2,0,194223,0,313,0,0,2,1014,"吟游诗人"
74,2,0,194224,0,314,0,0,2,1015,"机工士"
75,2,0,194225,0,315,0,0,2,1016,"舞者"
76,2,0,194226,0,316,0,0,2,1017,"黑魔法师"
77,2,0,194227,0,317,0,0,2,1018,"召唤师"
78,2,0,194228,0,318,0,0,2,1019,"赤魔法师"
79,2,0,194229,0,232,0,0,2,1021,"青魔法师"
80,2,0,194230,0,268,0,0,2,1100,"刻木匠"
81,2,0,194231,0,269,0,0,2,1101,"锻铁匠"
82,2,0,194232,0,270,0,0,2,1102,"铸甲匠"
83,2,0,194233,0,271,0,0,2,1103,"雕金匠"
84,2,0,194234,0,272,0,0,2,1104,"制革匠"
85,2,0,194235,0,273,0,0,2,1105,"裁衣匠"
86,2,0,194236,0,274,0,0,2,1106,"炼金术士"
