key,0,1,2,3
#,IsHidden,Score,Name,Description
int32,bit&01,int32,str,str
0,False,0,"",""
1,True,15000,"高速通关","在挑战时间内通关"
2,True,5000,"标速通关","在标准时间内通关"
3,True,3000,"十招足以","使用的青魔法不低于2种、不超过10种"
4,True,10000,"四招足以","使用的青魔法不低于2种、不超过4种"
5,True,20000,"未受伤害","未受到伤害"
6,True,15000,"未曾恢复","未使用恢复体力的魔法"
7,True,1000,"打断高手","打断敌人的咏唱"
8,True,3000,"不紧不慢","未使用冲刺"
9,True,10000,"火系大师","只使用火与无属性青魔法通关"
10,True,10000,"水系大师","只使用水与无属性青魔法通关"
11,True,10000,"土系大师","只使用土与无属性青魔法通关"
12,True,10000,"风系大师","只使用风与无属性青魔法通关"
13,True,10000,"冰系大师","只使用冰与无属性青魔法通关"
14,True,10000,"雷系大师","只使用雷与无属性青魔法通关"
15,True,15000,"元素大师","用出水、火、土、冰、风、雷属性攻击"
16,True,20000,"技能大师","用出水、火、土、冰、风、雷、斩击、突刺、打击属性攻击"
17,True,5000,"弱化高手","赋予敌人的弱化效果达到6种或更多"
18,True,12000,"弱化专家","赋予敌人的弱化效果达到9种或更多"
19,True,15000,"物理大师","只使用物理攻击的青魔法通关"
20,True,15000,"高阶法师","只使用四星五星的青魔法通关"
21,True,15000,"初阶法师","只使用一星二星的青魔法通关"
22,True,10000,"四面神通","用出不少于4种从面部放射的青魔法"
23,False,20000,"艾玛吉娜大师",""
24,False,-30000,"单调至极",""
25,False,20000,"蛮神之力",""
26,False,50000,"巨人狩猎",""
27,False,50000,"触手爱好者",""
28,False,80000,"青之完美",""
29,True,20000,"八面神通","用出不少于8种从面部放射的青魔法"
30,True,10000,"恢复大师","用出绒绒治疗、蜕皮、白风"
31,False,25000,"亚历山大爱好者",""
32,False,80000,"青磷之青",""
33,False,80000,"青之纯粹",""
34,False,0,"",""
