key,0,1,2,3,4,5,6
#,Type,IconType,Image,TextType,Text[0],Text[1],Text[2]
int32,byte,byte,Image,byte,str,str,str
0,0,0,0,0,"","",""
1,0,0,150011,0,"","",""
2,0,0,150012,0,"","",""
3,0,0,0,0,"","",""
4,0,0,0,0,"","",""
5,1,1,150021,1,"
可以触发任务的角色头上都显示有一个醒目的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>任务图标<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。

用<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>鼠标右键<UIGlow>01</UIGlow><UIForeground>01</UIForeground>点击人物或图标会开始任务相关对话。","
可以触发任务的角色头上都显示有一个醒目的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>任务图标<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。

用<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>鼠标右键<UIGlow>01</UIGlow><UIForeground>01</UIForeground>点击人物或图标会开始任务相关对话。","
可以触发任务的角色头上都显示有一个醒目的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>任务图标<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。

用<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>鼠标右键<UIGlow>01</UIGlow><UIForeground>01</UIForeground>点击人物或图标会开始任务相关对话。"
6,1,1,150022,1,"
可以触发任务的角色头上都显示有一个醒目的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>任务图标<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。

按<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>确认键<UIGlow>01</UIGlow><UIForeground>01</UIForeground>选择人物会开始任务相关对话。","
可以触发任务的角色头上都显示有一个醒目的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>任务图标<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。

按<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>确认键<UIGlow>01</UIGlow><UIForeground>01</UIForeground>选择人物会开始任务相关对话。","
可以触发任务的角色头上都显示有一个醒目的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>任务图标<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。

按<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>确认键<UIGlow>01</UIGlow><UIForeground>01</UIForeground>选择人物会开始任务相关对话。"
7,0,0,0,0,"","",""
8,0,0,0,0,"","",""
9,0,0,0,0,"","",""
10,1,1,150121,0,"
接受任务时，在弹出的接受窗口中会显示出任务概况及报酬。

点击<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>接受<UIGlow>01</UIGlow><UIForeground>01</UIForeground>按钮后便会开始任务。","",""
11,1,1,150121,0,"
接受任务时，在弹出的接受窗口中会显示出任务概况及报酬。

按下<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>接受<UIGlow>01</UIGlow><UIForeground>01</UIForeground>按钮后便会开始任务。","",""
12,0,0,0,0,"","",""
13,0,0,0,0,"","",""
14,0,0,0,0,"","",""
15,1,1,150811,1,"
在任务的最后一步时，目标角色的头上会显示出表示<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>任务终点<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的符号。

用<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>鼠标右键<UIGlow>01</UIGlow><UIForeground>01</UIForeground>点击人物或图标会开始任务相关对话，并在完成任务之后获得经验值及金币等相应的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>报酬<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。","
在任务的最后一步时，目标角色的头上会显示出表示<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>任务终点<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的符号。

用<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>鼠标右键<UIGlow>01</UIGlow><UIForeground>01</UIForeground>点击人物或图标会开始任务相关对话，并在完成任务之后获得经验值及金币等相应的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>报酬<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。","
在任务的最后一步时，目标角色的头上会显示出表示<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>任务终点<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的符号。

用<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>鼠标右键<UIGlow>01</UIGlow><UIForeground>01</UIForeground>点击人物或图标会开始任务相关对话，并在完成任务之后获得经验值及金币等相应的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>报酬<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。"
