key,0,1,2,3,4
#,,,,,
int32,byte,byte,uint32,byte,uint16
0,1,1,721,0,0
1,1,1,722,0,0
2,2,1,283,100,0
3,2,1,581,99,0
4,2,1,598,98,0
5,2,1,639,97,0
6,2,1,735,90,0
7,2,1,760,89,0
8,2,1,761,88,0
9,2,1,778,87,0
10,3,2,2308,1,0
11,3,3,21,2,0
12,3,3,18,3,0
13,3,3,19,4,0
14,3,3,20,5,0
15,3,3,25,6,0
16,3,3,22,7,0
17,3,3,23,8,0
18,3,3,24,9,0
19,3,1,195,10,0
20,3,1,756,11,0
21,3,1,199,12,0
22,3,1,645,13,0
23,3,1,650,14,0
24,3,1,768,15,0
25,3,1,769,16,0
26,3,1,958,17,148
27,2,1,1018,86,0
28,4,4,1,100,0
29,4,4,2,99,0
30,4,4,3,98,0
31,4,4,4,97,0
32,4,1,1063,95,0
33,4,1,1065,96,0
34,3,1,1095,18,257
35,2,1,1093,85,0
36,2,1,1114,84,0
