key,0,1,2
#,,,
int32,uint32,str,str
0,0,"",""
1,0,"",""
2,0,"",""
3,0,"",""
4,0,"",""
5,0,"",""
6,0,"",""
7,0,"",""
8,0,"",""
9,0,"",""
10,0,"",""
11,86902,"“搬运”到目的地吧！","请在限定时间内将手中的货物搬运到指定位置！

搬运过程中会被赋予“搬运”的状态效果。
该状态的持续时间就是执行任务的限定时间。

受到攻击后，搬运状态持续时间将会减少，
所以行进途中请尽量避开敌人。

另外，搬运状态下能使用的技能将会受到限制。"
12,86903,"“搬运”状态解除时……","限定时间结束或切换区域等原因
导致“搬运”状态解除时，
搬运就会失败。

需要回到开始地点，重新开始挑战。"
13,86904,"在“透明”状态下行动吧！","进入“透明”状态后，将变得难以被部分目标或怪物看到。
就在这种状态下悄悄地达成目的吧！

持续时间内将被赋予“透明”的状态效果。
该状态的持续时间就是执行任务的限定时间。

另外，透明状态下能使用的技能将会受到限制。"
14,86905,"“透明”状态解除时……","限定时间结束或切换区域等原因
导致“透明”状态解除时，
会被目标发现，无法继续推进任务。

请在限定时间结束前回到开始地点，
延长“透明”的持续时间。

“透明”状态解除时，
只要回到开始地点，就可以再次进入“透明”状态。"
15,86906,"与伙伴“同行”，一起探索吧！","在执行任务时，有时可以带着伙伴一起前行。
该状态被称为“同行”。

在同行者处于附近位置的状态下一起探索，
达成目的吧！"
16,86906,"与伙伴“同行”，一起探索吧！","只要身在同一区域，即使使用传送或都市传送网，
同行者也不会从自己身边离开。

骑乘坐骑或者在水中游泳时“同行”状态依旧会持续，
不过同行者会暂时处于无法显示的状态。"
17,86907,"和同行者对话吧！","随时都可以跟同行者进行对话。

在抵达目的地的沿途，
有时存在可以进行特殊对话的交谈点。
在交谈点的范围与同行者对话，
可能会追加新的相关话题。

交谈点的位置也会在地图中显示，
和同伴们一起享受探索的乐趣吧！"
18,86908,"“同行”状态解除时……","与同行者对话选择“解除同行状态”或切换区域时，
“同行”状态将会中断。

此时与回到了开始地点的同行者对话，
就可再次进入“同行”状态。"
19,86909,"让伙伴“带路”吧！","伙伴会“带路”前往目的地。
跟随伙伴一同前行吧，注意不要离得太远！

与伙伴距离太远的话，“带路”状态就会中断。

此时与回到了开始地点的同行者对话，
就可再次进入“带路”状态。"
20,86910,"小心翼翼地“跟踪”吧！","从目标背后悄悄地“跟踪”，小心别被发现了！

跟踪过程中如果进入目标的视野或者距离太近的话，
就会被发现导致跟踪失败。
另外距离目标太远的话也会失败。

需要从开始地点重新开始挑战。"
21,86911,"要想“跟踪”成功……","目标周围如果出现了像图像一样的标记，需要格外注意！
这意味着此时如果目标回头，将会被发现。

需要立刻移动到可以藏身的位置。"
22,86912,"要想“跟踪”成功……","和目标不能距离太近这一点也很重要。

请注意不要进入图像一样的圆形范围内，
保持一定的距离进行“跟踪”吧！"
23,86913,"在“变身”状态下行动吧！","“变身”成不同寻常的造型达成目的吧！

变身过程中会被赋予“变身”的状态效果。
该状态的持续时间就是变身结束的规定时间。

另外变身状态下能使用的技能将会受到限制。"
24,86914,"“变身”状态解除时……","规定时间结束或离开有效范围
导致“变身”状态解除时，
无法继续推进任务。

请在规定时间结束前回到开始地点，
延长“变身”的持续时间。

“变身”状态解除时，
只要回到开始地点，就可以再次进入“变身”状态。"
25,86915,"在“换装”状态下行动吧！","在执行任务时，有时可以临时改变装备的外观。
该状态被称为“换装”。

持续时间内将被赋予“换装”的状态效果。
该状态的持续时间就是换装结束的规定时间。"
26,86916,"“换装”状态解除时……","规定时间结束或离开有效范围
导致“换装”状态解除时，
无法继续推进任务。

请在规定时间结束前回到开始地点，
延长“换装”的持续时间。

“换装”状态解除时，
只要回到开始地点，就可以再次进入“换装”状态。"
27,86917,"“护送”着前进吧！","将追随自己的护送对象平安送到目的地吧！

当护送对象距离太远或遭到敌人攻击时，
将会变得动弹不得。

请注意与护送对象之间的距离，
并在遭到袭击时尽快解决敌人，一起与护送对象抵达目的地吧。"
28,86918,"“护送”状态解除时……","当护送对象遭到敌人攻击，体力变为0时，
“护送”失败。

另外当与护送对象距离太远或切换区域时，
同样“护送”失败。

需要从开始地点重新开始挑战。"
29,86919,"将技力积攒到100点吧","与库西一起发动“兽心协作技一式”吧。

首先，需要分别将驯兽师和库西的技力积攒到100点。
驯兽师达成战技连击时可以获得技力，
魔兽进行自动攻击时可以获得技力。"
30,86920,"连续使用技能吧","当技力分别积攒到100以上后，
库西尝试发动“大招”，
接下来在7秒内，驯兽师尝试发动“山崩斧”。

这样就可以发动协作攻击“兽心协作技一式·猛”了。"
31,86920,"什么是兽心协作技","兽心协作技是驯兽师和魔兽发动的协作攻击。

驯兽师和魔兽分别消耗技力连续发动兽心技后，
便可发动协作攻击，对敌人造成追击伤害。

驯兽师和魔兽发动的兽心技不分先后顺序，
只要在7秒内发动，即可发动协作攻击。"
32,86920,"如何消除木人对你的仇恨……","若想消除木人对你的仇恨，解除战斗状态，
需要在选中木人的状态下，打开目标情报的次级指令，
选择“消除木人对你的仇恨”。"
33,86919,"将技力积攒到100点吧","与库西一起发动“兽心协作技二式”吧。

和“兽心协作技一式”时相同，
首先，需要分别将驯兽师和库西的技力积攒到100点。"
34,86921,"尝试发动死灭吧","当技力分别积攒到100以上后，
库西尝试发动“大招”，
接下来在7秒内，驯兽师尝试发动“寒风斧”。

这样就可以发动协作攻击“兽心协作技二式·死灭”了。"
35,86924,"确认兽心技属性吧","驯兽师和魔兽的兽心技有4种不同的属性，
分别是翔、猛、坚、魔，这也体现了不同魔兽的特征。

这些属性是发动更强大的兽心协作技的关键要素，
还请牢记各个属性。

此外，兽心技的属性除了可以通过战技的图标进行区分外，
还能在技能说明中进行确认。"
