key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
#,Name,Announce,HowToPagePC[0],HowToPagePC[1],HowToPagePC[2],HowToPagePC[3],HowToPagePC[4],HowToPageController[0],HowToPageController[1],HowToPageController[2],HowToPageController[3],HowToPageController[4],Category,Sort
int32,str,bit&01,HowToPage,HowToPage,HowToPage,HowToPage,HowToPage,HowToPage,HowToPage,HowToPage,HowToPage,HowToPage,HowToCategory,byte
0,"",False,0,0,0,0,0,0,0,0,0,0,0,0
1,"基本操作",False,1,0,0,0,0,2,0,0,0,0,2,1
2,"开始任务",True,5,0,0,0,0,6,0,0,0,0,5,1
3,"目的列表",False,60,61,0,0,0,60,62,0,0,0,5,3
4,"地图向导",True,30,31,0,0,0,32,33,0,0,0,5,4
5,"任务道具",True,65,0,0,0,0,66,0,0,0,0,5,11
6,"场景物体",True,70,0,0,0,0,71,0,0,0,0,5,12
7,"战斗",True,150,151,152,153,0,190,191,192,193,153,4,1
8,"打倒敌人的经验值与报酬",True,1200,0,0,0,0,0,0,0,0,0,4,2
9,"交纳所需道具",True,200,0,0,0,0,201,0,0,0,0,5,13
10,"职业转换",True,110,111,0,0,0,0,0,0,0,0,2,9
11,"领取报酬",False,15,0,0,0,0,16,0,0,0,0,5,5
12,"接受任务",False,10,0,0,0,0,11,0,0,0,0,5,2
13,"关于返回",True,25,26,0,0,0,27,28,0,0,0,3,1
14,"快捷指令",True,20,21,22,0,0,0,0,0,0,0,2,2
15,"以太之光",True,50,51,52,0,0,0,0,0,0,0,3,2
16,"无法战斗",True,90,91,0,0,0,0,0,0,0,0,4,2
17,"通讯贝",True,290,291,0,0,0,0,0,0,0,0,2,11
18,"关于装备",True,35,36,0,0,0,37,36,0,0,0,7,1
19,"都市传送网",True,45,0,0,0,0,0,0,0,0,0,3,3
20,"关于商店",True,135,136,0,0,0,137,136,0,0,0,6,5
21,"关于收藏柜",True,1320,1321,0,0,0,0,0,0,0,0,7,11
22,"莫古力速递",True,40,41,0,0,0,40,42,0,0,0,2,8
23,"寻找良材",True,890,891,892,0,0,890,893,894,0,0,13,3
24,"采集",True,900,901,902,0,0,0,0,0,0,0,13,4
25,"采集方法",True,910,911,912,0,0,0,0,0,0,0,13,5
26,"隐行",True,920,0,0,0,0,0,0,0,0,0,13,10
27,"割草",True,930,931,0,0,0,0,0,0,0,0,13,16
28,"制作笔记",True,700,701,702,0,0,0,0,0,0,0,12,1
29,"制作",True,710,711,712,713,0,714,711,712,713,0,12,2
30,"品质",True,720,721,722,0,0,720,723,722,0,0,12,3
31,"装备劣化",True,750,751,752,0,0,0,0,0,0,0,7,5
32,"修理装备",True,760,761,0,0,0,0,0,0,0,0,7,6
33,"领取行会理符任务",True,500,501,0,0,0,0,0,0,0,0,9,1
34,"行会理符任务",True,510,511,512,0,0,513,514,515,0,0,9,2
35,"调节任务难度",True,520,521,0,0,0,0,0,0,0,0,9,3
36,"休息区",True,170,171,172,173,0,0,0,0,0,0,2,7
37,"兵装库",True,160,161,162,0,0,160,161,163,0,0,7,3
38,"转职",True,115,116,0,0,0,0,0,0,0,0,2,4
39,"情感表现",True,80,81,82,0,0,80,83,0,0,0,2,3
40,"",False,0,0,0,0,0,0,0,0,0,0,0,0
41,"",False,0,0,0,0,0,0,0,0,0,0,0,0
42,"执行理符任务",True,530,531,0,0,0,0,0,0,0,0,9,4
43,"领取理符报酬",True,540,0,0,0,0,0,0,0,0,0,9,5
44,"重新挑战理符任务",True,550,0,0,0,0,551,0,0,0,0,9,6
45,"讨伐笔记",True,400,401,402,0,0,403,404,405,0,0,4,9
46,"可爱的小宠物",True,940,941,942,943,0,940,944,945,943,0,2,12
47,"关于市场",True,800,801,802,0,0,0,0,0,0,0,6,11
48,"在市场里搜索道具",True,810,811,812,813,0,0,0,0,0,0,6,12
49,"在市场里购买道具",True,820,821,0,0,0,0,0,0,0,0,6,13
50,"在市场里出售道具",True,830,831,832,0,0,0,0,0,0,0,6,14
51,"关于雇员",True,840,841,0,0,0,0,0,0,0,0,6,21
52,"招募雇员",True,850,851,0,0,0,0,0,0,0,0,6,22
53,"雇员的作用",True,860,861,0,0,0,0,0,0,0,0,6,23
54,"采集地点的特殊性质",True,870,871,0,0,0,0,0,0,0,0,13,22
55,"关于未知的采集地点",True,1000,1001,1002,0,0,0,0,0,0,0,13,30
56,"",False,0,0,0,0,0,0,0,0,0,0,0,0
57,"突破迷宫",True,105,106,107,0,0,0,0,0,0,0,8,3
58,"关于制作状态",True,730,731,0,0,0,0,0,0,0,0,12,4
59,"",False,0,0,0,0,0,0,0,0,0,0,0,0
60,"优质道具",True,770,771,0,0,0,0,0,0,0,0,6,2
61,"珍稀道具",True,780,0,0,0,0,0,0,0,0,0,6,3
62,"关于专用装备与交易",True,790,791,0,0,0,0,0,0,0,0,7,2
