key,0,1,2,3,4
#,Objective,Requirement,,Image,Order
int32,str,str,uint16,Image,byte
0,"","",100,0,0
1,"千鱼祝福","达成条件：获得的渔分超过2500。",110,65901,4
2,"万鱼贺喜","达成条件：获得的渔分超过5000。",120,65902,5
3,"珍鱼","达成条件：钓到一条★★★★鱼。",110,65903,6
4,"传说鱼","达成条件：钓到一条★★★★★鱼。",120,65904,7
5,"瞬钓","达成条件：在幻海流中钓到15条鱼。",110,65905,8
6,"爆钓王","达成条件：在幻海流中钓到35条鱼。",120,65906,9
7,"丰渔：加拉迪翁湾","达成条件：小队全体在加拉迪翁湾合计钓到10种以上的鱼类。",110,65907,10
8,"丰渔：梅尔托尔海峡南","达成条件：小队全体在梅尔托尔海峡南合计钓到10种以上的鱼类。",110,65908,13
9,"丰渔：梅尔托尔海峡北","达成条件：小队全体在梅尔托尔海峡北合计钓到10种以上的鱼类。",110,65909,19
10,"丰渔：罗塔诺海","达成条件：小队全体在罗塔诺海合计钓到10种以上的鱼类。",110,65910,22
11,"传说中的大渔旗","达成条件：小队全体合计钓到3条以上★★★★★的鱼。",150,65911,31
12,"利姆莱茵的宠爱之子","达成条件：由自己引发幻海流。",110,65912,32
13,"八爪旅人","达成条件：小队全体合计钓到150只以上的章鱼类。",120,65913,33
14,"捕鲨人","达成条件：小队全体合计钓到200条以上的鲨鱼类。",130,65914,34
15,"水母狂魔","达成条件：小队全体合计钓到150只以上的水母类。",120,65915,35
16,"龙马惊神","达成条件：小队全体合计钓到100只以上的海龙或海马。",110,65916,36
17,"初级海钓师","达成条件：完成1种船上任务。",105,65923,1
18,"中级海钓师","达成条件：完成2种船上任务。",110,65924,2
19,"上级海钓师","达成条件：完成3种船上任务。",120,65925,3
20,"气鲀四海","达成条件：小队全体合计钓到250只以上的鲀类。",130,65917,37
21,"横路不通","达成条件：小队全体合计钓到250只以上的蟹类。",130,65918,38
22,"只有我最鳐摆","达成条件：个人合计钓到25只以上的鳐鱼。",120,65919,39
23,"丰渔：加拉迪翁湾","达成条件：小队全体在加拉迪翁湾合计钓到9种以上的鱼类。（已根据小队人数进行调整）",110,65907,11
24,"丰渔：加拉迪翁湾","达成条件：小队全体在加拉迪翁湾合计钓到8种以上的鱼类。（已根据小队人数进行调整）",110,65907,12
25,"丰渔：梅尔托尔海峡南","达成条件：小队全体在梅尔托尔海峡南合计钓到9种以上的鱼类。（已根据小队人数进行调整）",110,65908,14
26,"丰渔：梅尔托尔海峡南","达成条件：小队全体在梅尔托尔海峡南合计钓到8种以上的鱼类。（已根据小队人数进行调整）",110,65908,15
27,"丰渔：梅尔托尔海峡北","达成条件：小队全体在梅尔托尔海峡北合计钓到9种以上的鱼类。（已根据小队人数进行调整）",110,65909,20
28,"丰渔：梅尔托尔海峡北","达成条件：小队全体在梅尔托尔海峡北合计钓到8种以上的鱼类。（已根据小队人数进行调整）",110,65909,21
29,"丰渔：罗塔诺海","达成条件：小队全体在罗塔诺海合计钓到9种以上的鱼类。（已根据小队人数进行调整）",110,65910,23
30,"丰渔：罗塔诺海","达成条件：小队全体在罗塔诺海合计钓到8种以上的鱼类。（已根据小队人数进行调整）",110,65910,24
