key,0,1,2,3,4,5,6
#,Name,Description,Icon,FCRank,Cost,Order,Purchasable
int32,str,str,Image,FCRank,uint32,byte,bit&01
0,"","",0,0,0,0,True
1,"讨伐经验值提高","24小时内（地球时间），打倒敌人时获得的经验增加5%。",64213,5,3500,1,True
2,"采集经验值提高","24小时内（地球时间），采集时获得的经验增加5%。",64215,5,3500,2,True
3,"制作经验值提高","24小时内（地球时间），制作时获得的经验增加5%。",64216,5,3500,3,True
4,"搭档经验值提高","24小时内（地球时间），搭档获得的经验增加10%。",64214,5,2800,4,True
5,"对战战绩提高","24小时内（地球时间），对战时所获得的狼印战绩增加5%。",64217,5,2800,5,True
6,"军票提高","24小时内（地球时间），获得的军票增加5%。",64218,5,2800,6,True
7,"鼓励新人","24小时内（地球时间），25级以下战斗职业的所有状态参数提高10%。",64201,5,1750,8,True
8,"获得力提高","24小时内（地球时间），大地使者提升5点获得力。",64202,5,2800,9,True
9,"鉴别力提高","24小时内（地球时间），大地使者提升5点鉴别力。",64203,5,2800,10,True
10,"作业精度提高","24小时内（地球时间），能工巧匠提升5点作业精度。",64204,5,2800,11,True
11,"加工精度提高","24小时内（地球时间），能工巧匠提升5点加工精度。",64205,5,2800,12,True
12,"精炼度增加量提高","24小时内（地球时间），精炼度增长得更快。",64209,5,3500,13,True
13,"食物效果时间延长","24小时内（地球时间），食物的效果时间延长5分钟。",64208,5,2800,14,True
14,"装备损耗降低","24小时内（地球时间），装备品耐久度损耗降低10%。",64210,5,3500,15,True
15,"衰弱时间缩短","24小时内（地球时间），衰弱状态的效果时间缩短10%。",64211,5,2800,16,True
16,"传送优惠","24小时内（地球时间），传送所需要花费的金币减少20%。",64212,5,3500,17,True
17,"金碟币提高","24小时内（地球时间），获得的金碟币增加5%。",64219,5,2800,7,True
18,"","",0,0,0,0,False
19,"","",0,0,0,0,False
20,"","",0,0,0,0,False
21,"","",0,0,0,0,False
22,"","",0,0,0,0,False
23,"","",0,0,0,0,False
24,"","",0,0,0,0,False
25,"","",0,0,0,0,False
26,"","",0,0,0,0,False
27,"","",0,0,0,0,False
28,"","",0,0,0,0,False
29,"","",0,0,0,0,False
30,"","",0,0,0,0,False
31,"讨伐经验值提高II","24小时内（地球时间），打倒敌人时获得的经验增加10%。",64238,8,7000,18,True
32,"采集经验值提高II","24小时内（地球时间），采集时获得的经验增加10%。",64240,8,7000,19,True
33,"制作经验值提高II","24小时内（地球时间），制作时获得的经验增加10%。",64241,8,7000,20,True
34,"搭档经验值提高II","24小时内（地球时间），搭档获得的经验增加15%。",64239,8,7000,21,True
35,"对战战绩提高II","24小时内（地球时间），对战时所获得的狼印战绩增加10%。",64242,8,7000,22,True
36,"军票提高II","24小时内（地球时间），获得的军票增加10%。",64243,8,7000,23,True
37,"鼓励新人II","24小时内（地球时间），49级以下战斗职业的所有状态参数提高5%。",64226,8,3500,25,True
38,"获得力提高II","24小时内（地球时间），大地使者提升10点获得力。",64227,8,7000,26,True
39,"鉴别力提高II","24小时内（地球时间），大地使者提升10点鉴别力。",64228,8,7000,27,True
40,"作业精度提高II","24小时内（地球时间），能工巧匠提升10点作业精度。",64229,8,7000,28,True
41,"加工精度提高II","24小时内（地球时间），能工巧匠提升10点加工精度。",64230,8,7000,29,True
42,"精炼度增加量提高II","24小时内（地球时间），精炼度增长得更快。",64234,8,7000,30,True
43,"食物效果时间延长II","24小时内（地球时间），食物的效果时间延长10分钟。",64233,8,7000,31,True
44,"装备损耗降低II","24小时内（地球时间），装备品耐久度损耗降低20%。",64235,8,7000,32,True
45,"衰弱时间缩短II","24小时内（地球时间），衰弱状态的效果时间缩短15%。",64236,8,5600,33,True
46,"传送优惠II","24小时内（地球时间），传送所需要花费的金币减少30%。",64237,8,7000,34,True
47,"金碟币提高II","24小时内（地球时间），获得的金碟币增加10%。",64244,8,7000,24,True
48,"","",0,0,0,0,False
49,"","",0,0,0,0,False
50,"","",0,0,0,0,False
51,"","",0,0,0,0,False
52,"","",0,0,0,0,False
53,"","",0,0,0,0,False
54,"","",0,0,0,0,False
55,"","",0,0,0,0,False
56,"","",0,0,0,0,False
57,"","",0,0,0,0,False
58,"","",0,0,0,0,False
59,"","",0,0,0,0,False
60,"","",0,0,0,0,False
61,"讨伐经验值提高III","24小时内（地球时间），打倒敌人时获得的经验增加15%。",64263,8,10500,35,False
62,"采集经验值提高III","24小时内（地球时间），采集时获得的经验增加20%。",64265,8,10500,36,False
63,"制作经验值提高III","24小时内（地球时间），制作时获得的经验增加20%。",64266,8,10500,37,False
64,"搭档经验值提高III","24小时内（地球时间），搭档获得的经验增加20%。",64264,8,10500,38,False
65,"对战战绩提高III","24小时内（地球时间），对战时所获得的狼印战绩增加15%。",64267,8,10500,39,False
66,"军票提高III","24小时内（地球时间），获得的军票增加15%。",64268,8,10500,40,False
67,"","",0,0,0,0,False
68,"获得力提高III","24小时内（地球时间），大地使者提升15点获得力。",64252,8,10500,43,False
69,"鉴别力提高III","24小时内（地球时间），大地使者提升15点鉴别力。",64253,8,10500,44,False
70,"作业精度提高III","24小时内（地球时间），能工巧匠提升15点作业精度。",64254,8,10500,45,False
71,"加工精度提高III","24小时内（地球时间），能工巧匠提升15点加工精度。",64255,8,10500,46,False
72,"精炼度增加量提高III","24小时内（地球时间），精炼度增长得更快。",64259,8,10500,47,False
73,"食物效果时间延长III","24小时内（地球时间），食物的效果时间延长15分钟。",64258,8,10500,48,False
74,"装备损耗降低III","24小时内（地球时间），装备品耐久度损耗降低30%。",64260,8,10500,49,False
75,"","",0,0,0,0,False
76,"传送优惠III","24小时内（地球时间），传送所需要花费的金币减少40%。",64262,8,10500,51,False
77,"金碟币提高III","24小时内（地球时间），获得的金碟币增加15%。",64269,8,10500,41,False
78,"","",0,0,0,0,False
79,"","",0,0,0,0,False
80,"","",0,0,0,0,False
81,"","",0,0,0,0,False
82,"","",0,0,0,0,False
83,"","",0,0,0,0,False
84,"","",0,0,0,0,False
85,"","",0,0,0,0,False
86,"","",0,0,0,0,False
