key,0,1,2,3,4,5,6,7,8,9
#,MonsterNoteTarget[0],MonsterNoteTarget[1],MonsterNoteTarget[2],MonsterNoteTarget[3],Count[0],Count[1],Count[2],Count[3],Reward,Name
int32,MonsterNoteTarget,MonsterNoteTarget,MonsterNoteTarget,MonsterNoteTarget,byte,byte,byte,byte,uint32,str
10001,1,0,0,0,3,0,0,0,75,"剑术师01"
10002,206,0,0,0,3,0,0,0,180,"剑术师02"
10003,208,0,0,0,3,0,0,0,360,"剑术师03"
10004,209,0,0,0,3,0,0,0,410,"剑术师04"
10005,211,0,0,0,3,0,0,0,530,"剑术师05"
10006,213,0,0,0,3,0,0,0,980,"剑术师06"
10007,210,0,0,0,3,0,0,0,1100,"剑术师07"
10008,217,0,0,0,3,0,0,0,1300,"剑术师08"
10009,220,0,0,0,3,0,0,0,1600,"剑术师09"
10010,223,224,0,0,3,3,0,0,1700,"剑术师10"
10011,228,229,0,0,3,3,0,0,2300,"剑术师11"
10012,227,0,0,0,3,0,0,0,3200,"剑术师12"
10013,230,0,0,0,3,0,0,0,4000,"剑术师13"
10014,232,0,0,0,3,0,0,0,4500,"剑术师14"
10015,234,0,0,0,3,0,0,0,5000,"剑术师15"
10016,235,0,0,0,3,0,0,0,5300,"剑术师16"
10017,237,0,0,0,3,0,0,0,5500,"剑术师17"
10018,240,0,0,0,3,0,0,0,5700,"剑术师18"
10019,238,0,0,0,3,0,0,0,5900,"剑术师19"
10020,242,244,0,0,3,3,0,0,6100,"剑术师20"
10021,32,137,0,0,4,3,0,0,6300,"剑术师21"
10022,245,0,0,0,4,0,0,0,6500,"剑术师22"
10023,138,0,0,0,4,0,0,0,6700,"剑术师23"
10024,34,0,0,0,4,0,0,0,6900,"剑术师24"
10025,150,0,0,0,4,0,0,0,7100,"剑术师25"
10026,252,0,0,0,4,0,0,0,7600,"剑术师26"
10027,255,0,0,0,4,0,0,0,8600,"剑术师27"
10028,158,0,0,0,4,0,0,0,9400,"剑术师28"
10029,161,0,0,0,4,0,0,0,9700,"剑术师29"
10030,37,38,0,0,4,3,0,0,10000,"剑术师30"
10031,165,42,0,0,4,3,0,0,11000,"剑术师31"
10032,39,166,0,0,4,3,0,0,12000,"剑术师32"
10033,265,0,0,0,4,0,0,0,12500,"剑术师33"
10034,171,0,0,0,4,0,0,0,13000,"剑术师34"
10035,64,0,0,0,4,0,0,0,13500,"剑术师35"
10036,271,0,0,0,4,0,0,0,14000,"剑术师36"
10037,294,0,0,0,4,0,0,0,14500,"剑术师37"
10038,176,0,0,0,4,0,0,0,15000,"剑术师38"
10039,301,0,0,0,4,0,0,0,16000,"剑术师39"
10040,306,66,0,0,4,3,0,0,16500,"剑术师40"
10041,67,72,0,0,5,2,0,0,17000,"剑术师41"
10042,179,184,0,0,5,2,0,0,17500,"剑术师42"
10043,73,187,0,0,5,2,0,0,18000,"剑术师43"
