key,0,1,2,3,4
#,,,,,
int32,uint16,str,str,uint16,byte
0,0,"","",0,0
1,0,"无形之声","",1,198
2,1,"碧海之宝","",2,198
3,2,"利姆莱茵的传说","",3,198
4,3,"后会无期","",4,198
5,4,"倾注之光","",5,198
6,5,"熟睡鬼","",6,198
7,6,"成千上万的精灵","",7,198
8,7,"不速之客","",8,198
9,8,"火焰之日","",9,198
10,9,"太阳之都","",10,198
11,10,"小小的牺牲","",11,198
12,11,"灾难降临","",12,198
13,12,"开端","",13,198
14,13,"拼死的救出作战","",14,198
15,14,"利害的调停者","",15,198
16,15,"异质者","",16,198
17,16,"炎狱之神","",17,198
18,17,"阿拉米格解放军","",18,198
19,18,"重叠的未来","",19,198
20,59,"债鬼致富记","",20,200
21,60,"守护者启程","",21,200
22,61,"硬币的正反面","",22,200
23,79,"陪练对手","",23,200
24,80,"自由的权利","",24,200
25,81,"兴奋的代价","",25,200
26,99,"断罪党的洗礼","",26,200
27,100,"我们是海盗","",27,200
28,101,"微笑注视吧","",28,200
29,139,"巴德龙的推荐","",29,200
30,140,"缪恩的推荐","",30,200
31,141,"莫莫蒂的推荐","",31,200
32,143,"想更换搭档","",32,200
33,159,"神勇队","",33,200
34,160,"昏暗之森","",34,200
35,161,"从过去伸出的手","",35,200
36,179,"鬼哭队","",36,200
37,180,"石头与黄金","",37,200
38,181,"棘手的任务","",38,200
39,239,"复仇委托","",39,200
40,240,"马虎的传教士","",40,200
41,241,"纳尔札尔教团特约","",41,200
42,259,"树精任务","",42,200
43,260,"龙骑士的梦","",43,200
44,261,"呼唤","",44,200
45,299,"小小的老师","",45,200
46,300,"小鬼","",46,200
47,301,"元灵的礼物","",47,200
48,319,"左耳男子","",48,200
49,320,"塞壬的歌声","",49,200
50,321,"迷惑之岛","",50,200
51,359,"你的容颜","",51,200
52,360,"芙·拉敏之花","",52,200
53,361,"心脏之刃","",53,200
54,379,"无言之人","",54,200
55,380,"第二工作室","",55,200
56,381,"师徒评价制度","",56,200
57,399,"红之章","",57,200
58,400,"灰之章","",58,200
59,401,"白之章","",59,200
60,419,"沉睡的深渊","",60,200
61,420,"化身为龙的少年","",61,200
62,421,"梦境或现实","",62,200
63,439,"颤抖的对决","",63,200
64,440,"消失的美食家","",64,200
65,441,"热气毒杀事件","",65,200
66,459,"时间碎片","",66,200
67,460,"秘藏大作战","",67,200
68,461,"逃跑的女孩","",68,200
69,479,"格里达尼亚的植物根","",69,200
70,480,"憧憬的大都市","",70,200
71,481,"莫古力的花圃","",71,200
72,499,"收拾鱼人族","",72,200
73,500,"鱼塘精灵","",73,200
74,501,"幸福时光","",74,200
75,626,"业火的试炼","",75,199
76,632,"梅尔凡海关的失败","",76,199
77,633,"希望之桥","",77,199
78,635,"梭鱼的复仇","",78,199
79,637,"爱意满满","",79,199
80,638,"茫然的海盗","",80,199
81,639,"儿子的消息","",81,199
82,640,"发人深思","",82,199
83,641,"涟漪之音","",83,199
84,642,"钓鱼革命","",84,199
85,643,"月色撩人","",85,199
86,645,"黑色关系","",86,199
87,647,"雕刻家的野心","",87,199
88,652,"梭鱼骑士团特殊任务","",88,199
89,653,"小心夜路","",89,199
90,654,"凶猛的火舌","",90,199
91,655,"蔬菜革命","",91,199
92,657,"恶作剧的序曲","",92,199
93,658,"传说的灵精鼠","",93,199
94,659,"恶作剧的轮舞曲","",94,199
95,661,"儿子的苦斗","",95,199
96,662,"丢失的日记","",96,199
97,663,"藏匿的感情","",97,199
98,664,"哀悼","",98,199
99,665,"原初的呼唤","",99,199
100,666,"森林的敌人","",100,199
101,667,"把握商机的豆子","",101,199
102,668,"失窃的灵魂","",102,199
103,673,"幻术三皇","",103,199
104,674,"轻敲门扉之人","",104,199
105,675,"失眠的冒险者","",105,199
106,676,"伟大的咒术老师","",106,199
107,678,"顾客就是上帝","",107,199
108,679,"沙荫","",108,199
109,680,"污点","",109,199
110,681,"被绑架的咒术师","",110,199
111,682,"悲哀的咒术师","",111,199
112,683,"最美的花","",112,199
113,684,"地平营地的传令","",113,199
114,685,"背德之名","",114,199
115,686,"魔石与魔石精","",115,199
116,689,"新商品东山再起","",116,199
117,694,"强者的召唤","",117,199
118,705,"安详的小羊","",118,199
119,706,"生命的境界","",119,199
120,707,"最后之民","",120,199
121,725,"黄金的加护","",121,199
122,726,"隐秘于咒剑中的誓约","",122,199
123,727,"海雾中潜藏的黑市","",123,199
124,733,"突击！传说的怪物！","",124,199
125,734,"收获供奉祭祀","",125,199
126,735,"与定则抗争的少女","",126,199
127,736,"白浪中消失的秘宝","",127,199
128,743,"海风警告","",128,199
129,744,"贯穿怒涛的弹丸","",129,199
130,745,"涛声中带来的幸福","",130,199
131,752,"贤者阿尔德巴尔","",131,199
132,753,"蜥蜴人之血","",132,199
133,754,"隔壁在挖什么","",133,199
134,755,"蜥蜴人之刃","",134,199
135,761,"魔石精的秘密","",135,199
136,762,"众神如是说","",136,199
137,763,"良药苦口","",137,199
138,764,"魔菇的秘密","",138,199
139,770,"奇妙的崇拜信","",139,199
140,771,"猎户号的美味货品","",140,199
141,772,"海盗的葡萄酒","",141,199
142,773,"芳香的海上男儿","",142,199
143,788,"降临？贤者的菜单（乌尔达哈）","",143,199
144,789,"贤者的彩蛋 夺还大作战（乌尔达哈）","",144,199
145,793,"降临？贤者的彩蛋（格里达尼亚）","",145,199
146,794,"贤者的彩蛋 夺还大作战（格里达尼亚）","",146,199
147,798,"红莲节 - 烈火嘉年华 -","",147,199
148,799,"守护天节 - 捣蛋鬼之谜 -","",148,199
149,800,"星芒节 - 凛冬未至 -","",149,199
150,801,"降神节 - 乱世雪人 -","",150,199
151,803,"降临？贤者的彩蛋（利姆萨·罗敏萨）","",151,199
152,804,"贤者的彩蛋 夺还大作战（利姆萨·罗敏萨）","",152,199
153,808,"筹集物品的工作","",153,199
154,809,"灵窟中静候的试炼","",154,199
155,810,"老哥布林顾客","",155,199
156,811,"情感培育之力","",156,199
157,812,"情感维系之力","",157,199
158,813,"情感传递之力","",158,199
159,815,"滑稽的盛宴","",159,199
160,816,"供给与储备","",160,199
161,817,"流沙迷宫樵鸣洞","",161,199
162,818,"黄金之谷","",162,199
163,820,"托托·拉克侦察令","",163,199
164,821,"泽梅尔要塞收复战","",164,199
165,822,"黄金谷雾中行军","",165,199
166,823,"樵鸣洞流沙迷宫","",166,199
167,827,"栖木的约定","",167,199
168,828,"黑暗中的光明","",168,199
169,837,"后桅的顾客","",169,199
170,838,"等价的报酬","",170,199
171,839,"卫月的引导","",171,199
172,840,"勇者、灰烬、利刃","",172,199
173,847,"沙钟的指环","",173,199
174,848,"嫌疑人男子","",174,199
175,857,"[chs]","",175,199
176,858,"彩蛋狩猎重新开幕","",176,199
177,859,"红莲节 - 轰击怪逆袭 -","",177,199
178,860,"[chs]","",178,199
179,861,"辅城补给","",179,199
180,862,"艾里克博士的讲义","",180,199
181,866,"旋风的试炼","",181,199
182,867,"复苏的上古武器","",182,199
183,868,"闭上双眼，则希望满怀","",183,199
184,869,"红月凌空，凶鸟长鸣","",184,199
185,1200,"来自阿巴拉提亚的战士","",254,201
186,1201,"破壁","",255,201
187,1202,"原始熔岩","",256,201
188,1203,"英雄巡礼","",257,201
189,1204,"较量","",258,201
190,1205,"顶级战士","",259,201
191,1220,"流浪的武僧","",260,201
192,1221,"蓝色的战场","",261,201
193,1222,"不和的旋律","",262,201
194,1223,"脉轮的波纹","",263,201
195,1224,"无明的内地","",264,201
196,1225,"废王的回归","",265,201
197,1240,"深渊之种","",266,201
198,1241,"残光之影","",267,201
199,1242,"明日之语","",268,201
