key,0,1
#,,
int32,byte,str
0,0,""
1,7,"钓到水母或螃蟹"
2,5,"钓到★★★以上的鱼"
3,3,"●★★★★を3匹釣る。"
4,34,"钓到咬钩强度低（！）的鱼"
5,18,"钓到咬钩强度高（！！）的鱼"
6,6,"钓到咬钩强度非常高（！！！）的鱼"
7,5,"钓到鲨鱼"
8,5,"钓到★★★以上的鱼"
9,3,"●★★★★を3匹釣る。"
10,34,"钓到咬钩强度低（！）的鱼"
11,11,"钓到咬钩强度高（！！）的鱼"
12,13,"钓到咬钩强度非常高（！！！）的鱼"
13,13,"钓到螃蟹"
14,5,"钓到★★★以上的鱼"
15,3,"●★★★★を3匹釣る。"
16,31,"钓到咬钩强度低（！）的鱼"
17,27,"钓到咬钩强度高（！！）的鱼"
18,5,"钓到咬钩强度非常高（！！！）的鱼"
19,13,"钓到鲀类"
20,5,"钓到★★★以上的鱼"
21,3,"●★★★★を3匹釣る。"
22,39,"钓到咬钩强度低（！）的鱼"
23,18,"钓到咬钩强度高（！！）的鱼"
24,8,"钓到咬钩强度非常高（！！！）的鱼"
25,19,"钓到虾类或乌贼"
26,5,"钓到★★★以上的鱼"
27,41,"钓到咬钩强度低（！）的鱼"
28,26,"钓到咬钩强度高（！！）的鱼"
29,7,"钓到咬钩强度非常高（！！！）的鱼"
30,17,"钓到虾类或贝类"
31,5,"钓到★★★以上的鱼"
32,49,"钓到咬钩强度低（！）的鱼"
33,16,"钓到咬钩强度高（！！）的鱼"
34,8,"钓到咬钩强度非常高（！！！）的鱼"
