key,0,1,2,3,4
#,Group,Key,LookupTable,Text,GroupTitle
int32,uint16,uint16,str,str,str
100,1,0,"@","【语言】","yuyan."
101,1,1,"","请使用定型文翻译系统。","qingshiyongdingxingwenfanyixitong"
102,1,10,"","日语","riyu"
103,1,11,"","英语","yingyu"
104,1,12,"","法语","fayu"
105,1,13,"","德语","deyu"
106,1,31,"","你会说日语吗？","nihuishuoriyuma?"
107,1,32,"","你会说英语吗？","nihuishuoyingyuma?"
108,1,33,"","你会说法语吗？","nihuishuofayuma?"
109,1,34,"","你会说德语吗？","nihuishuodeyuma?"
110,1,41,"","我不会说英语。","wobuhuishuoyingyu"
111,1,40,"","我不会说日语。","wobuhuishuoriyu"
112,1,42,"","我不会说法语。","wobuhuishuofayu"
113,1,43,"","我不会说德语。","wobuhuishuodeyu"
114,1,20,"","请听着。","qingtingzhe"
115,1,21,"","能听见吗？","nengtingjianma?"
116,1,22,"","我会说一点。","wohuishuoyidian"
117,1,23,"","我能看懂一点。","wonengkandongyidian"
118,1,24,"","请用简单的词汇。","qingyongjiandandecihui"
119,1,25,"","请不要使用省略语。","qingbuyaoshiyongshenglveyu"
120,1,26,"","请稍等，我需要些时间来回复。","qingshaodeng,woxuyaoxieshijianlaihuifu"
121,1,30,"","你的母语是什么？","nidemuyushishenme?"
200,2,0,"@","【问候语】","wenhouyu."
201,2,1,"","很高兴见到你。","hengaoxingjiandaoni"
202,2,2,"","早上好！","zaoshanghao"
203,2,3,"","你好！","nihao"
204,2,4,"","晚上好！","wanshanghao"
205,2,5,"","晚安！","wanan"
206,2,6,"","再会。","zaihui"
207,2,7,"","今天很高兴。","jintianhengaoxing"
208,2,8,"","回头见！","huitoujian"
209,2,9,"","有时间再一起玩！","youshijianzaiyiqiwan"
210,2,10,"","我回来了！","wohuilaile"
211,2,11,"","欢迎回来。","huanyinghuilai"
212,2,12,"","恭喜！","gongxi"
213,2,13,"","干得好！","gandehao"
214,2,14,"","加油！","jiayou"
215,2,15,"","太好了！","taihaole"
216,2,16,"","谢谢你。","xiexieni"
217,2,17,"","不客气。","bukeqi"
218,2,18,"","多保重。","duobaozhong"
219,2,19,"","对不起。","duibuqi"
220,2,20,"","请原谅我。","qingyuanliangwo"
221,2,21,"","很遗憾。","henyihan"
222,2,22,"","打扰一下……","daraoyixia"
223,2,23,"","祝你旅途愉快。","zhunilvtuyukuai"
224,2,24,"","我是第一次来这里。","woshidiyicilaizheli"
225,2,25,"","我很期待！","wohenqidai"
226,2,26,"","打得好！辛苦了！","dadehaoxinkule"
227,2,27,"","请多关照！","qingduoguanzhao"
228,2,28,"","我得走了，非常感谢各位。","wodeizoulefeichangganxiegewei"
229,2,29,"","我们玩得轻松点吧！","womenwandeqingsongdianba"
230,2,31,"","我会尽力的！","wohuijinlide"
231,2,30,"","一起加油吧！","yiqijiayouba"
232,2,32,"","好好期待吧！","haohaoqidaiba"
233,2,33,"","冷静一点吧！","lengjingyidianba"
300,3,0,"@","【提问】","tiwen."
301,3,1,"","谁？","shui?"
302,3,2,"","哪个？","nage?"
303,3,3,"","怎样？","zenyang?"
304,3,4,"","什么？","shenme?"
305,3,5,"","什么时候？","shenmeshihou?"
306,3,6,"","多少？","duoshao?"
307,3,7,"","在哪？","zaina?"
308,3,8,"","为什么？","weishenme?"
309,3,9,"","怎么了？","zenmele?"
310,3,10,"","我们要去哪？","womenyaoquna?"
311,3,11,"","你可以吗？","nikeyima?"
312,3,12,"","需要帮忙吗？","xuyaobangmangma?"
313,3,13,"","我们做什么任务？","womenzuoshenmerenwu?"
314,3,14,"","你能做什么任务？","ninengzuoshenmerenwu?"
315,3,15,"","你有吗？","niyouma?"
316,3,16,"","现在你在使用什么武器？","xianzainizaishiyongshenmewuqi?"
317,3,17,"","你还能使用其他什么职业？","nihainengshiyongqitashenmezhiye?"
318,3,18,"","你还能担任其他什么职能？","nihainengdanrenqitashenmezhineng?"
319,3,19,"","你设置好了吗？","nishezhihaolema?"
320,3,20,"","用什么战术？","yongshenmezhanshu?"
321,3,21,"","我能加你为好友吗？","wonengjianiweihaoyouma?"
322,3,22,"","能休息下吗？","nengxiuxixiama?"
323,3,23,"","稍微修理一下吧？","shaoweixiuliyixiaba?"
324,3,24,"","能帮我修理一下吗？","nengbangwoxiuliyixiama?"
325,3,25,"","需要我帮你镶嵌魔晶石吗？","xuyaowobangnixiangqianmojingshima?"
326,3,26,"","能帮我镶嵌下魔晶石吗？","nengbangwoxiangqianxiamojingshima?"
327,3,27,"","你要加入我的小队吗？","niyaojiaruwodexiaoduima?"
328,3,28,"","能把我加入你的小队吗？","nengbawojiarunidexiaoduima?"
