key,0,1,2,3,4,5,6,7,8,9
#,Name,Icon,ClassJob,,Level,Quest,Value,ClassJobCategory,,
int32,str,Image,ClassJob,byte,byte,Quest,uint32,ClassJobCategory,byte,byte
0,"",0,False,0,0,0,0,0,0,0
1,"耐力提高",0,False,0,0,0,0,0,0,0
2,"耐力提高II",0,False,0,0,0,0,0,0,0
3,"耐力提高III",0,False,0,0,0,0,0,0,0
4,"耐力提高",0,False,0,0,0,0,0,0,0
5,"耐力提高II",0,False,0,0,0,0,0,0,0
6,"耐力提高III",0,False,0,0,0,0,0,0,0
7,"力量提高",0,False,0,0,0,0,0,0,0
8,"力量提高II",0,False,0,0,0,0,0,0,0
9,"力量提高III",0,False,0,0,0,0,0,0,0
10,"疾风迅雷效果提高",0,False,0,0,0,0,0,0,0
11,"疾风迅雷效果提高II",0,False,0,0,0,0,0,0,0
12,"力量提高",0,False,0,0,0,0,0,0,0
13,"力量提高II",0,False,0,0,0,0,0,0,0
14,"力量提高III",0,False,0,0,0,0,0,0,0
15,"灵巧提高",0,False,0,0,0,0,0,0,0
16,"灵巧提高II",0,False,0,0,0,0,0,0,0
17,"强力射击效果提高",5321,False,5,50,2,0,0,50,0
18,"技能伤害提高",5302,False,5,50,20,0,10,50,0
19,"灵巧提高III",0,False,0,0,0,0,0,0,0
20,"技能伤害提高II",5303,False,5,50,40,0,20,50,0
21,"精神提高",0,False,0,0,0,0,0,0,0
22,"精神提高II",0,False,0,0,0,0,0,0,0
23,"技能效果提高",5185,False,6,53,20,0,10,53,0
24,"精神提高III",0,False,0,0,0,0,0,0,0
25,"治疗效果提高",5330,False,6,53,32,0,0,53,0
26,"技能效果提高II",5186,False,6,53,40,0,30,53,0
27,"智力提高",0,False,0,0,0,0,0,0,0
28,"智力提高II",0,False,0,0,0,0,0,0,0
29,"技能效果提高",5185,False,7,55,20,0,10,55,0
30,"智力提高III",0,False,0,0,0,0,0,0,0
31,"技能效果提高II",5186,False,7,55,40,0,30,55,0
32,"火苗",5352,False,7,55,42,0,0,55,0
33,"雷云",5355,False,0,0,0,0,0,0,0
34,"自动三角测量",5451,False,17,18,2,0,0,18,0
35,"潜行效果提高",0,False,0,0,0,0,30,0,0
36,"潜行效果提高II",0,False,0,0,0,0,40,0,0
37,"潜行效果提高III",0,False,0,0,0,0,50,0,0
38,"自动矿脉勘探",5426,False,16,17,2,0,0,17,0
39,"潜行效果提高",0,False,0,0,0,0,30,0,0
40,"潜行效果提高II",0,False,0,0,0,0,40,0,0
41,"潜行效果提高III",0,False,0,0,0,0,50,0,0
42,"树木低吟",5455,False,17,18,11,0,0,18,0
43,"树木低吟II",5456,False,17,18,16,0,0,18,0
44,"树木低吟III",5457,False,17,18,21,0,0,18,0
45,"树木低吟IV",5458,False,17,18,26,0,0,18,0
46,"十二神加护效果提高",5459,False,17,18,41,0,0,18,0
47,"十二神加护效果提高II",5460,False,17,18,50,0,0,18,0
48,"岩石低吟",5430,False,16,17,11,0,0,17,0
49,"岩石低吟II",5431,False,16,17,16,0,0,17,0
50,"岩石低吟III",5432,False,16,17,21,0,0,17,0
51,"岩石低吟IV",5433,False,16,17,26,0,0,17,0
52,"十二神加护效果提高",5434,False,16,17,41,0,0,17,0
53,"十二神加护效果提高II",5435,False,16,17,50,0,0,17,0
54,"沙海垂钓",5483,False,18,19,35,0,0,19,0
55,"云海垂钓",5484,False,18,19,45,0,0,19,0
56,"潜行效果提高",0,False,0,0,0,0,30,0,0
57,"潜行效果提高II",0,False,0,0,0,0,40,0,0
58,"潜行效果提高III",0,False,0,0,0,0,50,0,0
59,"鱼鹰之眼",5479,False,18,19,15,0,15,19,0
60,"鱼鹰之眼II",0,False,0,0,0,0,35,0,0
61,"鱼鹰之眼III",0,False,0,0,0,0,50,0,0
62,"以小钓大效果提高",5482,False,18,19,40,0,0,19,0
63,"以太超流效果提高",0,False,0,0,0,0,0,0,0
64,"智力提高",0,False,0,0,0,0,0,0,0
