key,0,1,2,3,4,5,6,7,8,9,10,11
#,TopImage,BottomImage,FontColor,,,,UnlockCondition,,,,SortKey,Name
int32,Image,Image,byte,byte,byte,byte,BannerCondition,uint16,uint16,byte,byte,str
0,196001,196251,0,0,0,0,1,0,0,0,0,"无"
1,196002,196252,1,0,0,0,1,0,0,1,3,"半透明：黑色"
2,196003,196253,1,0,0,0,1,0,0,1,1,"渐变色：蓝色"
3,196004,196254,1,0,0,0,1,0,0,1,2,"渐变色：紫色"
4,196005,196255,2,0,0,0,1,0,0,1,5,"乳白色"
5,196006,196256,1,0,0,0,1,0,0,1,9,"长枪"
6,196007,196257,1,0,0,0,1,0,0,1,10,"经典"
7,196008,196258,2,0,0,0,1,0,0,1,7,"木板"
8,196009,196259,1,0,0,0,1,0,0,1,4,"半透明：深蓝色"
9,196010,196260,1,0,0,0,1,0,0,1,6,"木质纹理"
10,196011,196261,1,0,0,0,1,0,0,1,8,"卷轴"
11,196101,0,1,0,0,0,319,0,0,4,120,"巴哈姆特绝境战"
12,196102,0,1,0,0,0,320,0,0,4,121,"究极神兵绝境战"
13,196103,0,1,0,0,0,321,0,0,4,122,"亚历山大绝境战"
14,196104,0,1,0,0,0,322,0,0,4,123,"幻想龙诗绝境战"
15,196216,196466,1,0,0,0,344,0,0,3,95,"友好部族任务：奥密克戎族"
16,196012,196262,1,0,0,0,347,0,0,7,14,"音乐"
17,196013,196263,1,0,0,0,1,0,0,1,15,"东方样式"
18,196014,196264,1,0,0,0,346,0,0,9,11,"胶带纸：利姆萨·罗敏萨"
19,196015,196265,1,0,0,0,346,0,0,9,12,"胶带纸：格里达尼亚"
20,196016,196266,1,0,0,0,346,0,0,9,13,"胶带纸：乌尔达哈"
21,196212,196462,1,0,0,0,429,0,0,3,91,"友好部族任务：仙子族"
22,196213,196463,1,0,0,0,430,0,0,3,92,"友好部族任务：奇塔利族"
23,196214,196464,1,0,0,0,431,0,0,3,93,"友好部族任务：矮人族"
24,196215,196465,1,0,0,0,432,0,0,3,94,"友好部族任务：悌阳象族"
25,196217,196467,1,0,0,0,433,0,0,3,96,"友好部族任务：兔兔族"
26,196105,0,1,0,0,0,434,0,0,4,124,"欧米茄绝境验证战"
27,196210,196460,1,0,0,0,524,0,0,3,88,"友好部族任务：甲人族"
28,196209,196459,2,0,0,0,525,0,0,3,89,"友好部族任务：阿难陀族"
29,196211,196461,1,0,0,0,526,0,0,3,90,"友好部族任务：鲶鱼精族"
30,196106,0,1,0,0,0,523,0,0,7,190,"10周年纪念"
31,196107,0,1,0,0,0,529,0,0,8,110,"海钓爱好者"
32,196108,0,1,0,0,0,530,0,0,8,111,"愿者上钩"
33,196109,196351,1,0,0,0,531,0,0,8,112,"运筹帷幄"
34,196206,196456,1,0,0,0,567,0,0,3,85,"友好部族任务：瓦努族"
35,196207,196457,1,0,0,0,568,0,0,3,86,"友好部族任务：骨颌族"
36,196208,196458,1,0,0,0,569,0,0,3,87,"友好部族任务：莫古力族"
37,196113,0,1,0,0,0,572,0,0,3,71,"艾欧泽亚神话"
38,196112,0,1,0,0,0,573,0,0,3,70,"塔塔露的大繁荣商店"
39,196110,0,2,0,0,0,570,0,0,8,113,"天书奇谈"
40,196111,0,1,0,0,0,571,0,0,8,114,"幻巧拼图"
41,196114,0,1,0,0,0,575,0,0,7,191,"金碟巨豆中心1"
42,196115,0,1,0,0,0,576,0,0,7,192,"金碟巨豆中心2"
43,196116,0,1,0,0,0,577,0,0,7,193,"金碟巨豆中心3"
44,196117,0,1,0,0,0,607,0,0,7,194,"妖怪手表"
45,196204,196454,1,0,0,0,694,0,0,3,82,"友好部族任务：地灵族"
46,196202,196452,1,0,0,0,695,0,0,3,81,"友好部族任务：妖精族"
47,196201,196451,1,0,0,0,696,0,0,3,80,"友好部族任务：蜥蜴人族"
48,196205,196455,2,0,0,0,697,0,0,3,83,"友好部族任务：鱼人族"
49,196203,196453,1,0,0,0,698,0,0,3,84,"友好部族任务：鸟人族"
50,196062,0,1,0,0,0,701,0,0,9,66,"图莱尤拉1"
51,196063,0,1,0,0,0,702,0,0,9,67,"图莱尤拉2"
52,196064,0,1,0,0,0,699,0,0,9,68,"九号解决方案1"
53,196065,0,2,0,0,0,700,0,0,9,69,"九号解决方案2"
54,196218,196468,1,0,0,0,767,0,0,3,97,"友好部族任务：佩鲁佩鲁族"
55,196054,0,1,0,0,0,768,0,0,9,50,"伊修加德1"
56,196072,0,1,0,0,0,769,0,0,9,51,"伊修加德2"
57,196055,0,2,0,0,0,770,0,0,9,52,"田园郡1"
58,196073,0,1,0,0,0,771,0,0,9,53,"田园郡2"
59,196056,0,1,0,0,0,772,0,0,9,54,"黄金港1"
60,196068,0,2,0,0,0,773,0,0,9,55,"黄金港2"
61,196057,0,1,0,0,0,774,0,0,9,56,"神拳痕1"
62,196069,0,1,0,0,0,775,0,0,9,57,"神拳痕2"
63,196058,0,1,0,0,0,776,0,0,9,58,"水晶都1"
64,196070,0,1,0,0,0,777,0,0,9,59,"水晶都2"
65,196059,0,1,0,0,0,778,0,0,9,60,"游末邦1"
66,196071,0,1,0,0,0,779,0,0,9,61,"游末邦2"
67,196060,0,1,0,0,0,780,0,0,9,62,"旧萨雷安1"
68,196066,0,2,0,0,0,781,0,0,9,63,"旧萨雷安2"
69,196061,0,1,0,0,0,782,0,0,9,64,"拉札罕1"
70,196067,0,1,0,0,0,783,0,0,9,65,"拉札罕2"
