key,0,1,2,3,4
#,,,,,
int32,bit&01,byte,byte,byte,str
0,False,0,0,0,""
1,False,5,1,50,"用亚拉戈传承神典石兑换亚拉戈诗学神典石"
2,False,4,1,50,"用亚拉戈圣典神典石兑换亚拉戈诗学神典石"
3,False,4,2,25,"用亚拉戈真理神典石兑换亚拉戈万物神典石"
4,False,4,2,25,"用亚拉戈万物神典石兑换亚拉戈虚构神典石"
5,False,5,1,50,"用亚拉戈虚构神典石兑换亚拉戈诗学神典石"
6,False,4,1,50,"用亚拉戈创世神典石兑换亚拉戈诗学神典石"
7,False,4,2,25,"用亚拉戈魔典神典石兑换亚拉戈幻想神典石"
8,False,4,2,25,"用亚拉戈幻想神典石兑换亚拉戈奇谭神典石"
9,False,5,1,50,"用亚拉戈奇谭神典石兑换亚拉戈诗学神典石"
10,False,4,1,50,"用亚拉戈默示神典石兑换亚拉戈诗学神典石"
11,False,4,2,25,"用亚拉戈经典神典石兑换亚拉戈天文神典石"
12,True,4,2,25,"用亚拉戈天文神典石兑换亚拉戈因果神典石"
