key,0,1,2,3,4,5,6,7,8
#,Image,Icon,,UnlockCondition,,,,SortKey,Name
int32,Image,Image,byte,BannerCondition,uint16,uint16,uint16,uint16,str
0,0,82092,0,0,0,0,0,0,"无"
1,191001,82092,1,1,0,0,0,1,"无"
2,191002,82092,1,1,0,0,0,3,"褪色：黑"
3,191003,82092,1,1,0,0,0,2,"褪色：白"
4,191004,82092,1,1,0,0,0,7,"简易边框：白"
5,191005,82092,1,1,0,0,0,5,"金属边框：银"
6,191006,82092,1,1,0,0,0,4,"金属边框：金"
7,191007,82092,1,1,0,0,0,10,"日志"
8,191008,82092,1,1,0,0,0,8,"简易边框：棕色"
9,191009,82092,1,1,0,0,0,9,"简易边框：金属"
10,191010,82092,1,1,0,0,0,20,"古董"
11,191011,82092,1,1,0,0,0,21,"角花"
12,191301,82092,2,124,0,0,0,2150,"骑士"
13,191302,82092,2,125,0,0,0,2151,"战士"
14,191303,82092,2,126,0,0,0,2152,"暗黑骑士"
15,191304,82092,2,127,0,0,0,2153,"绝枪战士"
16,191305,82092,2,128,0,0,0,2154,"白魔法师"
17,191306,82092,2,129,0,0,0,2155,"学者"
18,191307,82092,2,130,0,0,0,2156,"占星术士"
19,191308,82092,2,131,0,0,0,2157,"贤者"
20,191309,82092,2,132,0,0,0,2158,"武僧"
21,191310,82092,2,133,0,0,0,2159,"龙骑士"
22,191311,82092,2,134,0,0,0,2160,"忍者"
23,191312,82092,2,135,0,0,0,2161,"武士"
24,191313,82092,2,136,0,0,0,2162,"钐镰客"
25,191314,82092,2,137,0,0,0,2164,"吟游诗人"
26,191315,82092,2,138,0,0,0,2165,"机工士"
27,191316,82092,2,139,0,0,0,2166,"舞者"
28,191317,82092,2,140,0,0,0,2167,"黑魔法师"
29,191318,82092,2,141,0,0,0,2168,"召唤师"
30,191319,82092,2,142,0,0,0,2169,"赤魔法师"
31,191401,82092,10,143,0,0,0,3000,"星极队"
32,191402,82092,10,144,0,0,0,3001,"灵极队"
33,191403,82092,5,145,0,0,0,3200,"第1赛季水晶冲突：王者"
34,191404,82092,5,146,0,0,0,3201,"第1赛季水晶冲突：勇者"
35,191405,82092,5,147,0,0,0,3202,"第1赛季水晶冲突：获奖者"
36,191406,82092,5,148,0,0,0,3208,"第1赛季水晶冲突：青铜"
