key,0,1
#,,Target
int32,str,Row
0.0,"",0
66513.0,"",0
66513.1,__HEX__02,0
66513.2,"",0
66513.3,"",0
66513.4,"",0
68872.0,"BGM_EVENT_TREMENDOUS01",190
69908.0,"LOC_BGM_01",837
69939.0,"",2333
69939.1,"_COSPLAY0",2334
69939.2,"LOC_BGM0",839
70079.0,"LOC_MOTION2",5676
70123.0,"LOC_ACTION_HOHO",5761
70137.0,"HOW_TO2",153
70177.0,"LOC_MOTION0",5754
70178.0,"LOC_BGM0",103
70186.0,"",39
70186.1,"LOC_BGM_SKY",892
70198.0,"",9623615
70198.1,"�L",9623616
70198.2,"L",9623617
70198.3,"��:",9623628
70198.4,"",9623626
70198.5,"
J",9623625
70198.6,"",8859724
70198.7,"",9623611
70198.8,"_BYAKKO_USAGI",9623609
70198.9,"IWATORI",9623610
70198.10,"IND_SEIRYU_USAGI_TSUREARUKI",9707824
70198.11,"I",1045136
70198.12,"I_TSUREARUKI",2013003
70198.13,"O_USAGI_SEQ4",2013165
70198.14,"RUDH",9634146
70198.15,"BIND_SEQ9_SUZAKU",9634147
70198.16,"EQ9_SEIRYU",9300794
70198.17,"GYODOU",68170
70198.18,"002",69530
70198.19,"",68700
70198.20,"P_STMBDY003",465
70198.21,"BAOZ701",519
70198.22,"0",9081
70198.23,"LOC_MOTION_CHAIR_UP",1038509
70198.24,"DE_ENPC01",1038508
70198.25,"LOC_ACTOR_ARUMA",1023975
70204.0,"",9551405
70204.1,"",9551406
70204.2,"",9551431
70204.3,"��,",9551432
70204.4,"BIND_ACTOR8",9551433
70204.5,"",4264
70204.6,"OR11",150
70204.7,"LOC_ACTION0",9551404
70204.8,"ND_ACTOR7",9673436
70204.9,"LOC_SE1",147
70207.0,"",1042734
70207.1,"",1042735
70207.2,"IS_ACTOR5",326
70207.3,"BIND_ACTOR09",9723271
70211.0,"",27
70211.1,"",1042980
70211.2,"SSAGE0",9563975
70211.3,"D_ACTOR13",573
70211.4,"BIND_ACTOR12",9553520
70254.0,"LOC_MOTION0",9112
70255.0,"",1044498
70255.1,"",1015922
70255.2,"",1042483
70255.3,"",1042484
70255.4,"ACTOR0",1042519
70255.5,"_ACTOR2",103
70255.6,"LOC_ACTOR4",1030
70255.7,"C_MOTION0",9112
70255.8,"LOC_QUEST0",70188
70260.0,"",5609
70260.1,"",9624085
70260.2,"TBASE_SIDESEARCH_01",380
70260.3,"L_SELLER_01",174
70260.4,"01",180
70260.5,"ATERIN_01",1044639
70260.6,"LOC_ENPC_TKEB_01",1045145
70261.0,"",3016
70261.1,")",1005513
70261.2,"��",1016244
70261.3,"",1043752
70261.4,"",1044741
70261.5,"_02",1043891
70261.6,"TOR_04",9414395
70261.7,"OS_ACTOR1",3763
70261.8,"MANDERVILLE_WEAPON_STEP1",1166
70262.0,"",1016244
70262.1,"_ACTOR_01",1043752
70262.2,"QUEST_CHRHDY251",70262
70264.0,"",1016305
70264.1,"+",1011080
70264.2,"",1045134
70264.3,"5",9686358
70264.4,"OR_13",1044697
70264.5,"_ACTOR_14",1044698
70264.6,"INVIS_ACTOR_17",1011100
70267.0,"",38756
70267.1,"",38757
70267.2,"",38758
70267.3,"��",38759
70267.4,"E",38760
70267.5,"TOKEN_STEP_1_BASE",38761
70267.6,"_1_BASE",38762
70267.7,"R_SDG_TOKEN_STEP_1_BASE",38763
70267.8,"N_STEP_1_BASE",38790
70267.9,"E",38788
70267.10,"TOKEN_STEP_1_A_BASE",38792
70267.11,"_1_A_BASE",38793
70267.12,"HOWTO_01",228
70268.0,"",38764
70268.1,"",38765
70268.2,"",38766
70268.3,"��",38767
70268.4,"E",38768
70268.5,"TOKEN_STEP_2_BASE",38769
70268.6,"_2_BASE",38770
70268.7,"R_SDG_TOKEN_STEP_2_BASE",38771
70268.8,"N_STEP_2_BASE",38796
70268.9,"E",38794
70268.10,"TOKEN_STEP_2_A_BASE",38798
70268.11,"_2_A_BASE",38799
70268.12,"INVIS_ACTOR0",1045069
70272.0,"",9842217
70272.1,"",9842218
70272.2,"�",9836196
70272.3,"",9836197
70272.4,"",9837543
70272.5,"",9837544
70272.6,"",9837545
70272.7,"_ACTOR_02",10011076
70272.8,"BIND_ACTOR_04",9837547
70272.9,"_05",9837548
70272.10,"CTOR_07",9837550
70272.11,"ND_ACTOR_09",1042488
70272.12,"10",1042513
70272.13,"ACTOR1",6231
70272.14,"ACTION_01",4674
70272.15,"LOC_ACTOR_06",1038067
70274.0,"",1045876
70274.1,"LOC_POS_SEQ4_PC",10051172
70291.0,"",9826719
70291.1,"",9826744
70291.2,"",9826745
70291.3,"�M",9826749
70291.4,"",9826750
70291.5,"",9826890
70291.6,"",9826891
70291.7,"",9826892
70291.8,"",9826893
70291.9,"",9826948
70291.10,"",9826954
70291.11,"",9826956
70291.12,"",9826957
70291.13,__HEX__0202,9826979
70291.14,"_ENPC_ID_4",9826963
70291.15,"LEVEL_ENPC_ID_6",9826965
70291.16,"ID_7",9826968
70291.17,"ENPC_ID_9",9826969
70291.18,"LEVEL_ENPC_ID_11",9614445
70291.19,"_ID_12",9826959
70291.20,"LEVEL_ENPC_ID_14",3076
70291.21,"ENPC_ID_15",3077
70291.22,"D_16",3078
70291.23,"EVEL_ENPC_ID_18",1037118
70291.24,"PC_ID_19",1037116
70291.25,"0",1037475
70291.26,"ARKER_00",1044811
70291.27,"T_SCENE_01",1044812
70291.28,"LOC_ENPC_ID_0",1044767
70291.29,"D_1",114
70291.30,"_ENPC_ID_3",9112
70291.31,"_4",2013337
70291.32,"_EMOTE0",220
70291.33,"0",4322
70291.34,"LOC_IDLE0",1043
70291.35,"LOC_QUEST0",70261
70304.0,"",39773
70304.1,"",39774
70304.2,"",39775
70304.3,"��",39776
70304.4,"STEP_3_BASE",39777
70304.5,"E",39778
70304.6,"TOKEN_STEP_3_BASE",39779
70304.7,"_3_BASE",39780
70304.8,"C_SDG_TOKEN_STEP_3_BASE",39805
70304.9,"STEP_3_BASE",39807
70304.10,"E",39809
