key,0,1,2,3,4,5,6,7,8,9
#,Name,,Action[0],Action[1],Action[2],Action[3],,,,
int32,str,sbyte,Action,Action,Action,Action,uint16,uint16,uint16,bit&01
0,"",0,0,0,0,0,0,0,0,True
1,"战女神之怒连击",0,17355,0,0,0,0,0,0,False
2,"王权剑连击",0,8746,8749,8750,0,0,0,0,True
3,"寒风斧连击",0,17355,0,0,0,0,0,0,False
4,"暴风斩连击",0,8758,8761,8762,0,0,0,0,True
5,"强力斩连击",0,17355,0,0,0,0,0,0,False
6,"噬魂斩连击",0,8769,8772,8773,0,0,0,0,True
7,"崩拳连击",0,8780,8781,8782,0,0,0,0,True
8,"破碎拳连击",1,17355,0,0,0,0,0,0,False
9,"龙尾大回旋连击",0,18916,8793,8794,8798,0,0,0,True
10,"龙尾大回旋连击",1,17355,0,0,0,0,0,0,False
11,"旋风刃连击",0,8807,8808,8809,0,0,0,0,True
12,"影牙连击",1,17355,0,0,0,0,0,0,False
13,"雪风连击",0,17355,0,0,0,0,0,0,False
14,"月光连击",1,17355,0,0,0,0,0,0,False
15,"花车连击",2,17355,0,0,0,0,0,0,False
16,"直线射击连击",0,17355,0,0,0,0,0,0,False
17,"狂风蚀箭连击",0,17355,0,0,0,0,0,0,False
18,"热狙击弹连击",0,8848,8849,8850,0,0,0,0,True
19,"魔连攻连击",0,8887,8888,8889,0,0,0,0,True
20,"迅连斩连击",0,17703,17704,17705,0,0,0,0,True
21,"凶禽爪连击",2,17706,17707,17708,0,0,0,0,True
22,"喷泉连击",0,17756,17757,0,0,0,0,0,True
23,"游荡剑连击",0,16788,16269,16984,0,0,0,0,False
24,"大日食连击",1,16789,16985,0,0,0,0,0,False
25,"迅连斩连击",0,16434,16418,16435,0,0,0,0,False
26,"山境酷刑连击",0,18772,18773,18774,0,0,0,0,False
27,"日珥斩连击",1,18900,18901,0,0,0,0,0,True
28,"钢铁旋风连击",1,18904,18905,0,0,0,0,0,True
29,"刚魂连击",1,18906,18907,0,0,0,0,0,True
30,"地烈劲连击",1,18914,18913,0,0,0,0,0,True
31,"山境酷刑连击",1,18917,18918,18919,0,0,0,0,True
32,"八卦无刃杀连击",1,18921,18922,0,0,0,0,0,True
33,"花车连击",0,8824,8825,8826,0,0,0,0,True
34,"樱花连击",1,18926,18927,0,0,0,0,0,True
35,"恶魔杀连击",1,18910,18911,0,0,0,0,0,True
36,"落刃雨连击",1,18993,18994,0,0,0,0,0,True
37,"夜月连击",0,14840,19046,19047,0,0,0,0,False
38,"以太光剑连击",0,20490,20491,20492,0,0,0,0,False
39,"",0,0,0,0,0,0,0,0,False
40,"",0,0,0,0,0,0,0,0,False
41,"",0,0,0,0,0,0,0,0,False
42,"",0,0,0,0,0,0,0,0,False
43,"",0,0,0,0,0,0,0,0,False
