key,0,1,2,3,4,5,6,7,8,9,10
#,,,,,,,,,,,
int32,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,str
0,0,0,0,0,0,0,0,0,0,0,""
1,10,100,10,100,15,100,15,100,20,100,"体能＋<Value>IntegerParameter(1)</Value>%"
2,10,100,10,100,15,100,15,100,20,100,"心智＋<Value>IntegerParameter(1)</Value>%"
3,10,100,10,100,15,100,15,100,20,100,"战术＋<Value>IntegerParameter(1)</Value>%"
4,3,100,3,100,3,100,3,100,5,100,"全员体能＋<Value>IntegerParameter(1)</Value>%"
5,3,100,3,100,3,100,3,100,5,100,"全员心智＋<Value>IntegerParameter(1)</Value>%"
6,3,100,3,100,3,100,3,100,5,100,"全员战术＋<Value>IntegerParameter(1)</Value>%"
7,10,100,10,100,20,100,20,100,30,100,"获得经验值＋<Value>IntegerParameter(1)</Value>%"
8,5,100,5,100,10,100,10,100,15,100,"全员获得经验值＋<Value>IntegerParameter(1)</Value>%"
9,10,100,20,100,30,100,40,100,50,100,"全员吉兆获得率＋<Value>IntegerParameter(1)</Value>%"
10,0,10,0,20,0,30,0,40,0,50,"有<Value>IntegerParameter(1)</Value>%几率获得“战斗技巧教材：守势”"
11,0,10,0,20,0,30,0,40,0,50,"有<Value>IntegerParameter(1)</Value>%几率获得“战斗技巧教材：魔法”"
12,0,10,0,20,0,30,0,40,0,50,"有<Value>IntegerParameter(1)</Value>%几率获得“战斗技巧教材：攻势”"
13,0,10,0,20,0,30,0,40,0,50,"有<Value>IntegerParameter(1)</Value>%几率获得金币"
14,0,10,0,20,0,30,0,40,0,50,"有<Value>IntegerParameter(1)</Value>%几率获得军票"
15,0,10,0,20,0,30,0,40,0,50,"有<Value>IntegerParameter(1)</Value>%几率获得金碟币"
16,0,10,0,20,0,30,0,40,0,50,"有<Value>IntegerParameter(1)</Value>%几率获得防护职业用魔晶石"
17,0,10,0,20,0,30,0,40,0,50,"有<Value>IntegerParameter(1)</Value>%几率获得物理进攻职业用魔晶石"
18,0,10,0,20,0,30,0,40,0,50,"有<Value>IntegerParameter(1)</Value>%几率获得魔法导师用魔晶石"
19,0,10,0,20,0,30,0,40,0,50,"有<Value>IntegerParameter(1)</Value>%几率获得大地使者用魔晶石"
20,0,10,0,20,0,30,0,40,0,50,"有<Value>IntegerParameter(1)</Value>%几率获得能工巧匠用魔晶石"
21,0,10,0,20,0,30,0,40,0,50,"有<Value>IntegerParameter(1)</Value>%几率获得晶簇"
22,0,10,0,20,0,30,0,40,0,50,"有<Value>IntegerParameter(1)</Value>%几率获得大地工票"
23,0,10,0,20,0,30,0,40,0,50,"有<Value>IntegerParameter(1)</Value>%几率获得巧手工票"
