key,0,1
#,,
int32,uint32,str
0,0,""
1,4,"科瑞尔山的最高处有一只小陆行鸟动弹不得。
躲避炸弹，救出小陆行鸟！"
2,4,"科瑞尔山的最高处有一只小陆行鸟动弹不得。
躲避炸弹，救出小陆行鸟！"
3,4,"科瑞尔山的最高处有一只小陆行鸟动弹不得。
躲避炸弹，救出小陆行鸟！"
4,4,"科瑞尔山的最高处有一只小陆行鸟动弹不得。
躲避炸弹，救出小陆行鸟！"
5,4,"科瑞尔山的最高处有一只小陆行鸟动弹不得。
躲避炸弹，救出小陆行鸟！"
6,4,"科瑞尔山的最高处有一只小陆行鸟动弹不得。
躲避炸弹，救出小陆行鸟！"
7,4,"科瑞尔山的最高处有一只小陆行鸟动弹不得。
躲避炸弹，救出小陆行鸟！"
8,4,"巨人柱的最高处有一只小陆行鸟动弹不得。
躲避炸弹，救出小陆行鸟！"
9,4,"巨人柱的最高处有一只小陆行鸟动弹不得。
躲避炸弹，救出小陆行鸟！"
10,4,"巨人柱的最高处有一只小陆行鸟动弹不得。
躲避炸弹，救出小陆行鸟！"
11,4,"巨人柱的最高处有一只小陆行鸟动弹不得。
躲避炸弹，救出小陆行鸟！"
12,4,"巨人柱的最高处有一只小陆行鸟动弹不得。
躲避炸弹，救出小陆行鸟！"
13,4,"巨人柱的最高处有一只小陆行鸟动弹不得。
躲避炸弹，救出小陆行鸟！"
14,4,"巨人柱的最高处有一只小陆行鸟动弹不得。
躲避炸弹，救出小陆行鸟！"
