key,0,1,2,3,4,5
#,,,,,,
int32,byte,int32,int32,str,str,str
0,0,0,0,"無効","無効","無効"
1,1,0,0,"ワールド全体","world","全世界"
2,2,500,1,"利姆萨·罗敏萨","Limsa Lominsa","利姆萨·罗敏萨"
3,3,502,1,"拉诺西亚","La Noscea","拉诺西亚"
4,4,501,1,"狼狱","The Wolves' Den","狼狱"
5,5,506,2,"格里达尼亚","Gridania","格里达尼亚"
6,6,507,2,"黑衣森林","The Black Shroud","黑衣森林"
7,7,504,3,"乌尔达哈","Ul'dah","乌尔达哈"
8,8,505,3,"萨纳兰","Thanalan","萨纳兰"
9,9,503,3,"金碟游乐场","The Gold Saucer","金碟游乐场"
10,10,512,4,"伊修加德","Ishgard","伊修加德"
11,11,508,4,"库尔札斯","Coerthas","库尔札斯"
12,12,510,4,"阿巴拉提亚","Abalathia's Spine","阿巴拉提亚"
13,13,4136,4,"田园郡","Idyllshire","田园郡"
14,14,511,4,"龙堡","Dravania","龙堡"
15,15,4137,5,"神拳痕","Rhalgr's Reach","神拳痕"
16,16,514,5,"基拉巴尼亚","Gyr Abania","基拉巴尼亚"
17,17,513,6,"黄金港","Kugane","黄金港"
18,18,515,6,"奥萨德","Othard","奥萨德"
19,19,3745,7,"拉札罕","Radz-at-Han","拉札罕"
20,20,3741,7,"萨维奈岛","Thavnair","萨维奈岛"
21,21,4138,7,"加雷马","Garlemald","加雷马"
22,22,516,8,"水晶都","The Crystarium","水晶都"
23,23,517,8,"游末邦","Eulmore","游末邦"
24,24,518,8,"诺弗兰特","Norvrandt","诺弗兰特"
25,25,509,9,"摩杜纳","Mor Dhona","摩杜纳"
26,26,3744,9,"旧萨雷安","Old Sharlayan","旧萨雷安"
27,27,3740,9,"迷津","Labyrinthos","迷津"
28,28,3742,9,"星外天域","The Sea of Stars","星外天域"
29,29,3743,9,"古代世界","The World Unsundered","古代世界"
30,30,519,9,"其他区域","Elsewhere","其他区域"
