key,0,1,2,3,4
#,,,,,
int32,uint32,byte,uint32,uint32,uint32
17227.0,71041,255,47,60099,63994
17230.0,71041,255,44,60099,63994
17239.0,71041,255,45,60099,63994
17245.0,71041,255,46,60099,63994
17251.0,71041,255,50,60099,63994
17254.0,71041,255,51,60099,63994
17255.0,71041,255,48,60099,63994
17259.0,71041,255,49,60099,63994
17269.0,71041,255,52,60099,63994
17270.0,71041,255,55,60099,63994
17272.0,71041,255,53,60099,63994
17275.0,71041,255,54,60099,63994
17466.0,71041,255,41,60099,63994
17475.0,71041,255,40,60099,63994
17482.0,71041,255,42,60099,63994
17488.0,71041,255,59,60099,63994
17494.0,71041,255,57,60099,63994
17497.0,71041,255,58,60099,63994
17500.0,71041,255,56,60099,63994
17505.0,71041,255,60,60099,63994
17508.0,71041,255,63,60099,63994
17513.0,71041,255,61,60099,63994
17520.0,71041,255,62,60099,63994
17525.0,71041,255,43,60099,63994
