key,0,1,2,3,4,5,6,7,8,9,10
#,Type,,Range,,EObj,,,Objective,,,
int32,SkyIsland2MissionType,byte,SkyIsland2RangeType,sbyte,EObjName,uint32,uint32,str,str,str,str
0,0,0,0,-1,0,0,0,"","","",""
1,0,0,0,0,0,0,0,"","","",""
2,0,0,0,0,0,0,0,"","","",""
3,0,0,0,0,0,0,0,"","","",""
4,0,0,0,0,0,0,0,"","","",""
5,0,0,0,0,0,0,0,"","","",""
6,0,0,0,0,0,0,0,"","","",""
7,0,0,0,0,0,0,0,"","","",""
8,0,0,0,0,0,0,0,"","","",""
9,0,0,0,0,0,0,0,"","","",""
10,6,0,0,-1,0,0,0,"","这里是艾因哈特管制台，
已确认飞空艇位置，欢迎来到云冠群岛！","我想委托各位冒险者调查云冠群岛的资源情况。
请你们尽情采集，报告成果。","当然我们也准备了与你们劳动相当的报酬。
那么，祝你们好运！"
11,6,0,0,-1,0,0,0,"","这里是艾因哈特管制台……
已确认完成资源调查任务第一阶段。","看来你们取得了相当令我们感兴趣的结果。
那么，请继续调查活动。",""
12,6,0,0,-1,0,0,0,"","这里是艾因哈特管制台……
已确认完成资源调查任务第二阶段。","资源调查任务还差一点就完成了，请再加把劲。",""
13,9,0,0,-1,2007594,0,8,"收集过属性火之水晶","这里是艾因哈特管制台，
已确认飞空艇位置，欢迎来到云冠群岛！","我想委托各位冒险者收集过属性水晶。
请前往指定地点，收集指定资源。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
14,9,0,0,-1,2007597,0,8,"收集过属性水之水晶","这里是艾因哈特管制台，
已确认飞空艇位置，欢迎来到云冠群岛！","我想委托各位冒险者收集过属性水晶。
请前往指定地点，收集指定资源。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
15,9,0,0,-1,2007595,0,8,"收集过属性土之水晶","这里是艾因哈特管制台，
已确认飞空艇位置，欢迎来到云冠群岛！","我想委托各位冒险者收集过属性水晶。
请前往指定地点，收集指定资源。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
16,9,0,0,-1,2007596,0,8,"收集过属性冰之水晶","这里是艾因哈特管制台，
已确认飞空艇位置，欢迎来到云冠群岛！","我想委托各位冒险者收集过属性水晶。
请前往指定地点，收集指定资源。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
17,9,0,0,-1,2007598,0,8,"收集过属性风之水晶","这里是艾因哈特管制台，
已确认飞空艇位置，欢迎来到云冠群岛！","我想委托各位冒险者收集过属性水晶。
请前往指定地点，收集指定资源。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
18,9,0,0,-1,2007593,0,8,"收集过属性雷之水晶","这里是艾因哈特管制台，
已确认飞空艇位置，欢迎来到云冠群岛！","我想委托各位冒险者收集过属性水晶。
请前往指定地点，收集指定资源。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
19,9,0,0,-1,2007594,1,10,"收集过属性火之水晶","这里是艾因哈特管制台……
已确认完成探索任务第一阶段。","接下来请各位前往下一地点收集过属性水晶。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
20,9,0,0,-1,2007597,1,10,"收集过属性水之水晶","这里是艾因哈特管制台……
已确认完成探索任务第一阶段。","接下来请各位前往下一地点收集过属性水晶。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
21,9,0,0,-1,2007595,1,10,"收集过属性土之水晶","这里是艾因哈特管制台……
已确认完成探索任务第一阶段。","接下来请各位前往下一地点收集过属性水晶。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
22,9,0,0,-1,2007596,1,10,"收集过属性冰之水晶","这里是艾因哈特管制台……
已确认完成探索任务第一阶段。","接下来请各位前往下一地点收集过属性水晶。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
23,9,0,0,-1,2007598,1,10,"收集过属性风之水晶","这里是艾因哈特管制台……
已确认完成探索任务第一阶段。","接下来请各位前往下一地点收集过属性水晶。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
24,9,0,0,-1,2007593,1,10,"收集过属性雷之水晶","这里是艾因哈特管制台……
已确认完成探索任务第一阶段。","接下来请各位前往下一地点收集过属性水晶。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
25,2,0,0,-1,0,0,0,"将收集品交给恩惠号的艾因哈特家的飞行员","这里是艾因哈特管制台……
已确认完成探索任务第二阶段。","最后，请将收集到的物品交给恩惠号附近的艾因哈特家的飞行员。","感谢各位的帮助。
报酬可以在恩惠号附近领取！"
26,4,0,5,-1,0,0,0,"使用诱引香陷阱引来银壳蟹并将其打倒
获取云海物种的器官标本","这里是艾因哈特管制台，
已确认飞空艇位置，欢迎来到云冠群岛！","我想委托各位冒险者采集博物学研究要用的标本，
请使用诱引香陷阱引来指定对象并迅速将其打倒。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
27,4,0,5,-1,0,0,0,"使用诱引香陷阱引来天蟾蜍并将其打倒
获取云海物种的器官标本","这里是艾因哈特管制台，
已确认飞空艇位置，欢迎来到云冠群岛！","我想委托各位冒险者采集博物学研究要用的标本，
请使用诱引香陷阱引来指定对象并迅速将其打倒。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
28,4,0,5,-1,0,0,0,"使用诱引香陷阱引来珠蜂水母并将其打倒
获取云海物种的器官标本","这里是艾因哈特管制台，
已确认飞空艇位置，欢迎来到云冠群岛！","我想委托各位冒险者采集博物学研究要用的标本，
请使用诱引香陷阱引来指定对象并迅速将其打倒。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
29,4,0,5,-1,0,0,0,"使用诱引香陷阱引来彩虹冠恐鸟并打倒
获取云海物种的器官标本","这里是艾因哈特管制台，
已确认飞空艇位置，欢迎来到云冠群岛！","我想委托各位冒险者采集博物学研究要用的标本，
请使用诱引香陷阱引来指定对象并迅速将其打倒。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
30,4,0,5,-1,0,0,0,"使用诱引香陷阱引来鲁南缇希并将其打倒
获取云海物种的器官标本","这里是艾因哈特管制台，
已确认飞空艇位置，欢迎来到云冠群岛！","我想委托各位冒险者采集博物学研究要用的标本，
请使用诱引香陷阱引来指定对象并迅速将其打倒。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
31,4,0,5,-1,0,0,0,"使用诱引香陷阱引来蚁鹰蜂并将其打倒
获取云海物种的器官标本","这里是艾因哈特管制台，
已确认飞空艇位置，欢迎来到云冠群岛！","我想委托各位冒险者采集博物学研究要用的标本，
请使用诱引香陷阱引来指定对象并迅速将其打倒。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
32,4,0,3,-1,0,0,0,"使用诱引香陷阱引来笠头螈并将其打倒
获取云海物种的骨骼标本","这里是艾因哈特管制台……
已确认完成探索任务第一阶段。","我还想继续委托各位冒险者采集标本，
请使用诱引香陷阱引来指定对象并迅速将其打倒。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
33,4,0,3,-1,0,0,0,"使用诱引香陷阱引来原角鼻龙并打倒
获取云海物种的骨骼标本","这里是艾因哈特管制台……
已确认完成探索任务第一阶段。","我还想继续委托各位冒险者采集标本，
请使用诱引香陷阱引来指定对象并迅速将其打倒。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
34,4,0,3,-1,0,0,0,"使用诱引香陷阱引来腔骨龙并将其打倒
获取云海物种的骨骼标本","这里是艾因哈特管制台……
已确认完成探索任务第一阶段。","我还想继续委托各位冒险者采集标本，
请使用诱引香陷阱引来指定对象并迅速将其打倒。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
35,4,0,3,-1,0,0,0,"使用诱引香陷阱引来械齿鲸并将其打倒
获取云海物种的骨骼标本","这里是艾因哈特管制台……
已确认完成探索任务第一阶段。","我还想继续委托各位冒险者采集标本，
请使用诱引香陷阱引来指定对象并迅速将其打倒。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
36,2,0,0,-1,0,0,0,"将收集品交给恩惠号的艾因哈特家的飞行员","这里是艾因哈特管制台……
已确认完成探索任务第二阶段。","最后，请将收集到的物品交给恩惠号附近的艾因哈特家的飞行员。","感谢各位的帮助。
报酬可以在恩惠号附近领取！"
37,1,8,0,-1,0,0,0,"「シルバーシェル」を討伐","こちらアインハルト管制、貴船の進入を確認した。
ようこそ、ディアデム諸島へ！","冒険者諸君には、博物学研究に必要な卵の確保を依頼したい。
まずは周辺を探索しつつ、卵狙いのネズミが現れるのを待ってくれ。",""
38,1,5,0,-1,0,0,0,"打倒斑点哈库拉克","这里是艾因哈特管制台，
已确认飞空艇位置，欢迎来到云冠群岛！","我想委托各位冒险者采集博物学研究要用的蛋，
请先在周围进行探索，等待偷蛋的魔物出现。",""
39,1,6,0,-1,0,0,0,"打倒云上毛爬虫","这里是艾因哈特管制台，
已确认飞空艇位置，欢迎来到云冠群岛！","我想委托各位冒险者采集博物学研究要用的蛋，
请先在周围进行探索，等待偷蛋的魔物出现。",""
40,1,6,0,-1,0,0,0,"打倒剑齿虎","这里是艾因哈特管制台，
已确认飞空艇位置，欢迎来到云冠群岛！","我想委托各位冒险者采集博物学研究要用的蛋，
请先在周围进行探索，等待偷蛋的魔物出现。",""
41,1,8,0,-1,0,0,0,"「エイジレス・サンクチンニ」を討伐","こちらアインハルト管制、貴船の進入を確認した。
ようこそ、ディアデム諸島へ！","冒険者諸君には、博物学研究に必要な卵の確保を依頼したい。
まずは周辺を探索しつつ、卵狙いのネズミが現れるのを待ってくれ。",""
42,1,8,0,-1,0,0,0,"「サンソルデス」を討伐","こちらアインハルト管制、貴船の進入を確認した。
ようこそ、ディアデム諸島へ！","冒険者諸君には、博物学研究に必要な卵の確保を依頼したい。
まずは周辺を探索しつつ、卵狙いのネズミが現れるのを待ってくれ。",""
43,1,6,0,-1,0,0,0,"打倒蚁鹰蜂","这里是艾因哈特管制台，
已确认飞空艇位置，欢迎来到云冠群岛！","我想委托各位冒险者采集博物学研究要用的蛋，
请先在周围进行探索，等待偷蛋的魔物出现。",""
44,7,8,0,-1,0,0,0,"打倒窃蛋鼠","看来偷蛋的魔物已经出现了。","立即赶往它们偷蛋的地方，
打倒窃蛋鼠！",""
45,7,8,0,-1,0,0,0,"打倒窃蛋鼠","看来偷蛋的魔物已经出现了。","立即赶往它们偷蛋的地方，
打倒窃蛋鼠！",""
46,7,8,0,-1,0,0,0,"打倒窃蛋鼠","看来偷蛋的魔物已经出现了。","立即赶往它们偷蛋的地方，
打倒窃蛋鼠！",""
47,5,0,0,-1,2007782,15,2992,"将古生物的蛋搬运至回收地点","收拾掉偷蛋的魔物后，检查一下你周围有没有蛋。","如果找到了古生物的蛋，希望你能把它搬运到指定地点。",""
48,1,0,5,-1,0,0,0,"打倒云上陷阱草 获取云海妖花粉","这里是艾因哈特管制台，
已确认飞空艇位置，欢迎来到云冠群岛！","我想委托各位冒险者采集用于制作特殊香料的素材，
请打倒云上陷阱草，获取云海妖花粉。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
49,1,0,3,-1,0,0,0,"打倒洪水巨虫 获取巨虫肝","这里是艾因哈特管制台……
已确认完成探索任务第一阶段。","下一个用于制作香料的素材是巨虫肝，
请打倒洪水巨虫，获取巨虫肝。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
50,2,0,0,-1,0,0,0,"将收集品交给恩惠号的艾因哈特家的飞行员","这里是艾因哈特管制台……
已确认完成探索任务第二阶段。","最后，请将收集到的物品交给恩惠号附近的艾因哈特家的飞行员。","感谢各位的帮助。
报酬可以在恩惠号附近领取！"
51,3,0,0,-1,1,0,0,"从恩惠号的艾因哈特家的飞行员那里获取试剂","这里是艾因哈特管制台，
已确认飞空艇位置，欢迎来到云冠群岛！","我们开发了一种用于对抗强大魔物的试剂，
想请各位冒险者在实战中试验一下效果。","首先请前往恩惠号附近，从艾因哈特家的飞行员那里获取试剂。"
52,1,10,0,0,0,0,0,"使用弱化试剂打倒银壳蟹","希望你们能对银壳蟹使用弱化试剂，然后将其打倒。","使用试剂的时机就交给你们自己判断，
但一定要对其使用试剂后再打倒！","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
53,1,8,0,0,0,0,0,"使用弱化试剂打倒云上毛爬虫","希望你们能对云上毛爬虫使用弱化试剂，然后将其打倒。","使用试剂的时机就交给你们自己判断，
但一定要对其使用试剂后再打倒！","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
54,1,8,0,0,0,0,0,"使用弱化试剂打倒剑齿虎","希望你们能对剑齿虎使用弱化试剂，然后将其打倒。","使用试剂的时机就交给你们自己判断，
但一定要对其使用试剂后再打倒！","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
55,1,10,0,0,0,0,0,"使用弱化试剂打倒不老山克芹尼","希望你们能对不老山克芹尼使用弱化试剂，然后将其打倒。","使用试剂的时机就交给你们自己判断，
但一定要对其使用试剂后再打倒！","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
56,1,10,0,0,0,0,0,"使用弱化试剂打倒太阳索德斯龙","希望你们能对太阳索德斯龙使用弱化试剂，然后将其打倒。","使用试剂的时机就交给你们自己判断，
但一定要对其使用试剂后再打倒！","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
57,1,4,0,0,0,0,0,"使用弱化试剂打倒云冠恩底弥翁","这里是艾因哈特管制台……
已确认完成探索任务第二阶段。","下一个目标是云冠恩底弥翁。
一定要对其使用试剂后再打倒。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
58,1,6,0,0,0,0,0,"使用弱化试剂打倒斑点哈库拉克","这里是艾因哈特管制台……
已确认完成探索任务第二阶段。","下一个目标是斑点哈库拉克。
一定要对其使用试剂后再打倒。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
59,1,4,0,0,0,0,0,"使用弱化试剂打倒云冠鹈鹕","这里是艾因哈特管制台……
已确认完成探索任务第二阶段。","下一个目标是云冠鹈鹕。
一定要对其使用试剂后再打倒。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
60,1,4,0,0,0,0,0,"使用弱化试剂打倒笠头螈","这里是艾因哈特管制台……
已确认完成探索任务第二阶段。","下一个目标是笠头螈。
一定要对其使用试剂后再打倒。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
61,4,8,0,-1,0,0,0,"使用诱引香陷阱引来角蚂蜓并将其打倒","这里是艾因哈特管制台，
已确认飞空艇位置，欢迎来到云冠群岛！","我想委托各位冒险者驱除危险生物，
请在目标地点使用诱引香陷阱引来目标并将其打倒。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
62,4,8,0,-1,0,0,0,"使用诱引香陷阱引来巨猿并将其打倒","这里是艾因哈特管制台，
已确认飞空艇位置，欢迎来到云冠群岛！","我想委托各位冒险者驱除危险生物，
请在目标地点使用诱引香陷阱引来目标并将其打倒。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
63,4,6,0,-1,0,0,0,"使用诱引香陷阱引来剑齿虎并将其打倒","这里是艾因哈特管制台，
已确认飞空艇位置，欢迎来到云冠群岛！","我想委托各位冒险者驱除危险生物，
请在目标地点使用诱引香陷阱引来目标并将其打倒。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
64,4,6,0,-1,0,0,0,"使用诱引香陷阱引来云冠雄狮并将其打倒","这里是艾因哈特管制台，
已确认飞空艇位置，欢迎来到云冠群岛！","我想委托各位冒险者驱除危险生物，
请在目标地点使用诱引香陷阱引来目标并将其打倒。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
65,4,5,0,-1,0,0,0,"使用诱引香陷阱引来云冠独角兽并将其打倒","这里是艾因哈特管制台……
已确认完成探索任务第一阶段。","我想委托各位冒险者驱除危险生物，
请在目标地点使用诱引香陷阱引来目标并将其打倒。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
66,4,6,0,-1,0,0,0,"使用诱引香陷阱引来云冠魔象并将其打倒","这里是艾因哈特管制台……
已确认完成探索任务第一阶段。","我想委托各位冒险者驱除危险生物，
请在目标地点使用诱引香陷阱引来目标并将其打倒。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
67,7,1,0,-1,0,0,0,"「クラウン・トラマ」を討伐","こちらアインハルト管制……
血の匂いに引き寄せられ、さらなる強敵が現れたようだ。","これを放置すれば、探索の障害となることは明白……
目標を変更し、ただちに討伐されたし。",""
68,7,1,0,-1,0,0,0,"「ケルケス」を討伐","こちらアインハルト管制……
血の匂いに引き寄せられ、さらなる強敵が現れたようだ。","これを放置すれば、探索の障害となることは明白……
目標を変更し、ただちに討伐されたし。",""
69,7,1,0,-1,0,0,0,"「ディアデム・ペガサス」を討伐","こちらアインハルト管制……
血の匂いに引き寄せられ、さらなる強敵が現れたようだ。","これを放置すれば、探索の障害となることは明白……
目標を変更し、ただちに討伐されたし。",""
70,7,1,0,-1,0,0,0,"「ビッグビロコ」を討伐","こちらアインハルト管制……
血の匂いに引き寄せられ、さらなる強敵が現れたようだ。","これを放置すれば、探索の障害となることは明白……
目標を変更し、ただちに討伐されたし。",""
71,8,3,0,-1,0,0,0,"使用诱引香陷阱引来云冠恩底弥翁并将其打倒","这里是艾因哈特管制台……
已确认完成探索任务第二阶段。","驱除完下一个危险生物就达成目标了，
请在下一个目标地点使用诱引香陷阱引来目标并将其打倒。","不过，这次的目标相当强大。
请不要专注于探索，集中精力打倒目标。"
72,8,3,0,-1,0,0,0,"使用诱引香陷阱引来原角鼻龙并将其打倒","这里是艾因哈特管制台……
已确认完成探索任务第二阶段。","驱除完下一个危险生物就达成目标了，
请在下一个目标地点使用诱引香陷阱引来目标并将其打倒。","不过，这次的目标相当强大。
请不要专注于探索，集中精力打倒目标。"
73,8,3,0,-1,0,0,0,"使用诱引香陷阱引来西方腾云蛇并将其打倒","这里是艾因哈特管制台……
已确认完成探索任务第二阶段。","驱除完下一个危险生物就达成目标了，
请在下一个目标地点使用诱引香陷阱引来目标并将其打倒。","不过，这次的目标相当强大。
请不要专注于探索，集中精力打倒目标。"
74,8,3,0,-1,0,0,0,"使用诱引香陷阱引来云冠鹈鹕并将其打倒","这里是艾因哈特管制台……
已确认完成探索任务第二阶段。","驱除完下一个危险生物就达成目标了，
请在下一个目标地点使用诱引香陷阱引来目标并将其打倒。","不过，这次的目标相当强大。
请不要专注于探索，集中精力打倒目标。"
75,4,8,0,-1,0,0,0,"使用诱引香陷阱引来云冠巨嘴鸟并将其打倒","这里是艾因哈特管制台，
已确认飞空艇位置，欢迎来到云冠群岛！","我想委托各位冒险者驱除危险生物，
请在目标地点使用诱引香陷阱引来目标并将其打倒。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
76,4,8,0,-1,0,0,0,"使用诱引香陷阱引来新种大口花并将其打倒","这里是艾因哈特管制台，
已确认飞空艇位置，欢迎来到云冠群岛！","我想委托各位冒险者驱除危险生物，
请在目标地点使用诱引香陷阱引来目标并将其打倒。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
77,4,6,0,-1,0,0,0,"使用诱引香陷阱引来锋螯陆蟹并将其打倒","这里是艾因哈特管制台，
已确认飞空艇位置，欢迎来到云冠群岛！","我想委托各位冒险者驱除危险生物，
请在目标地点使用诱引香陷阱引来目标并将其打倒。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
78,4,8,0,-1,0,0,0,"使用诱引香陷阱引来太阳索德斯龙并将其打倒","这里是艾因哈特管制台，
已确认飞空艇位置，欢迎来到云冠群岛！","我想委托各位冒险者驱除危险生物，
请在目标地点使用诱引香陷阱引来目标并将其打倒。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
79,4,8,0,-1,0,0,0,"使用诱引香陷阱引来群落猴面雀并将其打倒","这里是艾因哈特管制台，
已确认飞空艇位置，欢迎来到云冠群岛！","我想委托各位冒险者驱除危险生物，
请在目标地点使用诱引香陷阱引来目标并将其打倒。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
80,4,8,0,-1,0,0,0,"使用诱引香陷阱引来珠宝飞蚤并将其打倒","这里是艾因哈特管制台，
已确认飞空艇位置，欢迎来到云冠群岛！","我想委托各位冒险者驱除危险生物，
请在目标地点使用诱引香陷阱引来目标并将其打倒。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
81,4,8,0,-1,0,0,0,"使用诱引香陷阱引来不老山克芹尼并将其打倒","这里是艾因哈特管制台，
已确认飞空艇位置，欢迎来到云冠群岛！","我想委托各位冒险者驱除危险生物，
请在目标地点使用诱引香陷阱引来目标并将其打倒。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
82,4,6,0,-1,0,0,0,"使用诱引香陷阱引来蚁鹰蜂并将其打倒","这里是艾因哈特管制台……
已确认完成探索任务第一阶段。","我想继续委托各位冒险者驱除危险生物，
请在下一个目标地点使用诱引香陷阱引来目标并将其打倒。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
83,4,5,0,-1,0,0,0,"使用诱引香陷阱引来杀人蚁并将其打倒","这里是艾因哈特管制台……
已确认完成探索任务第一阶段。","我想继续委托各位冒险者驱除危险生物，
请在下一个目标地点使用诱引香陷阱引来目标并将其打倒。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
84,4,5,0,-1,0,0,0,"使用诱引香陷阱引来斑点哈库拉克并将其打倒","这里是艾因哈特管制台……
已确认完成探索任务第一阶段。","我想继续委托各位冒险者驱除危险生物，
请在下一个目标地点使用诱引香陷阱引来目标并将其打倒。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
85,4,5,0,-1,0,0,0,"使用诱引香陷阱引来天蟾蜍并将其打倒","这里是艾因哈特管制台……
已确认完成探索任务第一阶段。","我想继续委托各位冒险者驱除危险生物，
请在下一个目标地点使用诱引香陷阱引来目标并将其打倒。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
86,4,5,0,-1,0,0,0,"使用诱引香陷阱引来三角龙并将其打倒","这里是艾因哈特管制台……
已确认完成探索任务第一阶段。","我想继续委托各位冒险者驱除危险生物，
请在下一个目标地点使用诱引香陷阱引来目标并将其打倒。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
87,4,2,0,-1,0,0,0,"使用诱引香陷阱引来幼年腕龙并将其打倒","这里是艾因哈特管制台……
已确认完成探索任务第一阶段。","我想继续委托各位冒险者驱除危险生物，
请在下一个目标地点使用诱引香陷阱引来目标并将其打倒。","另外，在执行任务的过程中，
也希望你们能够在目标地区附近进行探索，以提高“活动评价”。"
