key,0,1,2,3
#,Name,Icon,Order{Minor},Order{Major}
int32,str,Image,byte,byte
0,"",0,0,0
1,"格斗武器",60101,6,1
2,"单手剑",60102,0,1
3,"大斧",60103,1,1
4,"弓",60105,10,1
5,"长枪",60104,4,1
6,"单手咒杖",60108,13,1
7,"双手咒杖",60108,14,1
8,"单手幻杖",60107,19,1
9,"双手幻杖",60107,20,1
10,"魔导书",60109,15,1
11,"盾",60110,0,3
12,"刻木工具（主工具）",60112,0,2
13,"刻木工具（副工具）",60112,1,2
14,"锻铁工具（主工具）",60113,2,2
15,"锻铁工具（副工具）",60113,3,2
16,"铸甲工具（主工具）",60114,4,2
17,"铸甲工具（副工具）",60114,5,2
18,"雕金工具（主工具）",60115,6,2
19,"雕金工具（副工具）",60115,7,2
20,"制革工具（主工具）",60116,8,2
21,"制革工具（副工具）",60116,9,2
22,"裁衣工具（主工具）",60117,10,2
23,"裁衣工具（副工具）",60117,11,2
24,"炼金工具（主工具）",60118,12,2
25,"炼金工具（副工具）",60118,13,2
26,"烹调工具（主工具）",60119,14,2
27,"烹调工具（副工具）",60119,15,2
28,"采矿工具（主工具）",60120,16,2
29,"采矿工具（副工具）",60120,17,2
30,"园艺工具（主工具）",60121,18,2
31,"园艺工具（副工具）",60121,19,2
32,"捕鱼用具（主工具）",60122,20,2
33,"钓饵",60123,29,7
34,"头部防具",60124,1,3
35,"身体防具",60126,2,3
36,"腿部防具",60128,5,3
37,"手部防具",60129,3,3
38,"脚部防具",60130,6,3
39,"停止流通道具",60131,254,7
40,"项链",60132,1,4
41,"耳饰",60133,0,4
42,"手镯",60134,2,4
43,"戒指",60135,3,4
44,"药品",60136,0,5
45,"食材",60137,0,6
46,"食品",60146,1,5
47,"水产品",60138,1,6
48,"石材",60139,2,6
49,"金属",60140,3,6
50,"木材",60141,4,6
51,"布料",60142,5,6
52,"皮革",60143,6,6
53,"骨材",60144,7,6
54,"炼金原料",60145,8,6
55,"染料",60147,10,6
56,"部件",60148,9,6
57,"家具",60164,20,7
58,"魔晶石",60150,0,7
59,"水晶",60151,1,7
60,"触媒",60152,2,7
61,"杂货",60153,3,7
62,"灵魂水晶",60157,4,4
63,"其他",60159,6,7
64,"房产证书",60160,7,7
65,"房顶",60160,8,7
66,"外墙",60160,9,7
67,"窗户",60160,10,7
68,"房门",60160,11,7
69,"房顶装饰",60160,12,7
70,"外墙装饰",60160,13,7
71,"门牌",60160,14,7
72,"院墙",60160,15,7
73,"内墙",60161,16,7
74,"地板",60161,17,7
75,"屋顶照明",60161,18,7
76,"庭具",60168,19,7
77,"桌台",60162,21,7
78,"桌上",60163,22,7
79,"壁挂",60166,23,7
80,"地毯",60167,24,7
81,"宠物",60155,5,7
82,"栽培用品",60153,25,7
83,"半魔晶石",60150,26,7
84,"双剑",60106,8,1
85,"杂货（季节活动）",60154,4,7
86,"九宫幻卡",60156,27,7
87,"双手剑",60170,2,1
88,"火枪",60172,11,1
89,"天球仪",60171,22,1
90,"飞空艇部件（船体）",60169,11,6
91,"飞空艇部件（舾装）",60169,12,6
92,"飞空艇部件（船尾）",60169,14,6
93,"飞空艇部件（船首）",60169,13,6
94,"管弦乐琴乐谱",60173,28,7
95,"绘画作品",60175,29,7
96,"武士刀",60177,7,1
97,"刺剑",60176,16,1
98,"魔导书（学者专用）",60178,21,1
99,"捕鱼用具（副工具）",60122,21,2
100,"货币",60179,255,7
101,"潜水艇部件（船体）",60169,15,6
102,"潜水艇部件（船尾）",60169,16,6
103,"潜水艇部件（船首）",60169,17,6
104,"潜水艇部件（舰桥）",60169,18,6
105,"青魔杖",60180,18,1
106,"枪刃",60181,3,1
107,"投掷武器",60182,12,1
108,"双手镰刀",60183,5,1
109,"贤具",60184,23,1
110,"蝰蛇对剑",60187,9,1
111,"画笔",60188,17,1
112,"套装",60159,253,7
