key,0,1,2,3,4,5,6,7,8,9,10
#,StampIcon,,Category,,,,,,,,Name
int32,Image,int32,GroupPoseStampCategory,uint16,byte,uint32,int32,bit&01,bit&02,bit&04,str
0,0,0,0,0,10,0,0,False,False,False,"无"
1,120021,2,10,200,10,0,0,False,False,False,"使命开始！"
2,120022,2,10,201,10,0,0,False,False,False,"使命完成！"
3,0,0,0,0,0,0,0,False,False,False,""
4,120024,2,10,203,10,0,0,False,False,False,"重新挑战！"
5,120001,2,11,100,10,0,0,False,False,False,"接受任务！"
6,120002,2,11,101,10,0,0,False,False,False,"任务完成！"
7,120081,2,12,303,10,0,0,False,False,False,"临危受命！"
8,120082,2,12,304,10,0,0,False,False,False,"危命完成！"
9,0,0,0,0,0,0,0,False,False,False,""
10,120111,2,5,10,10,0,0,False,False,False,"升级！"
11,121561,2,13,400,10,0,0,False,False,False,"机遇临门！"
12,121562,2,13,401,10,0,0,False,False,False,"天赐良机！"
13,0,0,0,0,0,0,0,False,False,False,""
14,121551,2,13,403,10,0,0,False,False,False,"出发！"
15,121552,2,13,404,10,0,0,False,False,False,"抵达终点！"
16,121553,2,13,405,10,0,0,False,False,False,"挑战成功！"
17,121501,2,13,406,10,0,0,False,False,False,"成功！"
18,121502,2,13,407,10,0,0,False,False,False,"失败……"
19,121511,2,13,408,10,0,0,False,False,False,"全力一击！"
20,121512,2,13,409,10,0,0,False,False,False,"打得漂亮！"
21,121513,2,13,410,10,0,0,False,False,False,"打得好！"
22,0,0,0,0,0,0,0,False,False,False,""
23,120114,2,5,23,10,0,0,False,False,False,"轻锐小队"
24,120115,2,5,24,10,0,0,False,False,False,"满编小队"
25,120119,2,5,11,10,0,0,False,False,False,"等级下降……"
26,230651,2,16,2,10,0,0,True,False,False,"FINAL FANTASY XIV ONLINE（白色）"
27,230652,2,16,1,10,0,0,True,False,False,"FINAL FANTASY XIV ONLINE（黑色）"
28,0,0,0,0,0,0,0,False,False,False,""
29,230715,1,6,15,1,70495,0,True,False,False,"国旗：亚历山德里亚"
30,230111,1,4,1,10,0,0,True,False,False,"九宫幻卡：★"
31,230112,1,4,2,10,0,0,True,False,False,"九宫幻卡：★★"
32,230113,1,4,3,10,0,0,True,False,False,"九宫幻卡：★★★"
33,230114,1,4,4,10,0,0,True,False,False,"九宫幻卡：★★★★"
34,230115,1,4,5,10,0,0,True,False,False,"九宫幻卡：★★★★★"
35,230120,1,4,12,10,0,0,True,False,False,"九宫幻卡：1"
36,230121,1,4,13,10,0,0,True,False,False,"九宫幻卡：2"
37,230122,1,4,14,10,0,0,True,False,False,"九宫幻卡：3"
38,230123,1,4,15,10,0,0,True,False,False,"九宫幻卡：4"
39,230124,1,4,16,10,0,0,True,False,False,"九宫幻卡：5"
40,230125,1,4,17,10,0,0,True,False,False,"九宫幻卡：6"
41,230126,1,4,18,10,0,0,True,False,False,"九宫幻卡：7"
42,230127,1,4,19,10,0,0,True,False,False,"九宫幻卡：8"
43,230128,1,4,20,10,0,0,True,False,False,"九宫幻卡：9"
44,230129,1,4,21,10,0,0,True,False,False,"九宫幻卡：A"
45,230119,1,4,11,10,0,0,True,False,False,"九宫幻卡：0"
46,230711,1,6,11,10,0,0,True,False,False,"国旗：萨雷安"
47,230713,1,6,12,10,0,0,True,False,False,"国旗：拉札罕"
48,230712,1,6,13,10,0,0,True,False,False,"国旗：加雷马"
49,230714,1,6,14,10,0,0,True,False,False,"国旗：图莱尤拉"
50,230701,1,6,2,10,0,0,True,False,False,"国旗：格里达尼亚"
51,230702,1,6,1,10,0,0,True,False,False,"国旗：利姆萨·罗敏萨"
52,230703,1,6,3,10,0,0,True,False,False,"国旗：乌尔达哈"
53,230704,1,6,4,10,0,0,True,False,False,"国旗：伊修加德"
54,230705,1,6,5,10,0,0,True,False,False,"国旗：阿拉米格"
55,230706,1,6,6,10,0,0,True,False,False,"国旗：黄金港"
56,230707,1,6,7,10,0,0,True,False,False,"国旗：多玛"
57,230708,1,6,8,10,0,0,True,False,False,"国旗：水晶都"
58,230709,1,6,9,10,0,0,True,False,False,"国旗：游末邦"
59,230710,1,6,10,10,0,0,True,False,False,"国旗：博兹雅"
60,230626,1,3,1,10,0,0,True,True,True,"表情：平常"
61,230627,1,3,2,10,0,0,True,True,True,"表情：微笑"
62,230628,1,3,3,10,0,0,True,True,True,"表情：笑颜"
63,230629,1,3,4,10,0,0,True,True,True,"表情：飞眼"
64,0,0,0,0,0,0,0,False,False,False,""
65,230631,1,3,5,10,0,0,True,True,True,"表情：自信"
66,230632,1,3,6,10,0,0,True,True,True,"表情：无畏"
67,230633,1,3,7,10,0,0,True,True,True,"表情：闭目"
68,230634,1,3,8,10,0,0,True,True,True,"表情：意外"
69,230635,1,3,9,10,0,0,True,True,True,"表情：吃惊"
70,230636,1,3,10,10,0,0,True,True,True,"表情：嘟嘴"
71,230637,1,3,11,10,0,0,True,True,True,"表情：认真"
72,230638,1,3,12,10,0,0,True,True,True,"表情：柔和"
73,230639,1,3,13,10,0,0,True,True,True,"表情：满足"
74,230640,1,3,14,10,0,0,True,True,True,"表情：咧嘴"
75,230641,1,3,15,10,0,0,True,True,True,"表情：沉思"
76,0,0,0,0,0,0,0,False,False,False,""
77,0,0,0,0,0,0,0,False,False,False,""
