key,0
#,Text
int32,str
0,""
1,"到达了阿巴拉提亚云海的未知区域，即将向“<Sheet(AirshipExplorationPoint,IntegerParameter(1),0)/>”调整航线。"
2,"初次到达“<Sheet(AirshipExplorationPoint,IntegerParameter(1),0)/>”，即将开始探索。"
3,"到达“<Sheet(AirshipExplorationPoint,IntegerParameter(1),0)/>”，即将开始探索。"
4,"气流安定，<Highlight>StringParameter(1)</Highlight>的“<Sheet(AirshipExplorationParamType,IntegerParameter(2),0)/>”满足出发探索的要求。"
5,"检测到强风，“<Sheet(AirshipExplorationParamType,IntegerParameter(2),0)/>”虽然满足探索的要求，但会受到一定的影响。"
6,"检测到强烈的湍流，“<Sheet(AirshipExplorationParamType,IntegerParameter(2),0)/>”虽然满足探索的要求，但当前天气进行探索十分困难。"
7,"气流安定，“<Sheet(AirshipExplorationParamType,IntegerParameter(2),0)/>”没有任何问题。"
8,"检测到强风，“<Sheet(AirshipExplorationParamType,IntegerParameter(2),0)/>”虽然满足探索的要求，但当前天气进行探索十分困难。"
9,"“<Sheet(AirshipExplorationParamType,IntegerParameter(2),0)/>”处于不安定的状态，不过仍然可以强行探索。"
10,"发现了包含优质成分的“<Sheet(Item,IntegerParameter(1),0)/>”，即将开始挑选回收对象。"
11,"发现了包含优质成分的“<Sheet(Item,IntegerParameter(1),0)/>”，即将开始进行回收。"
12,"检测到“<Sheet(Item,IntegerParameter(1),0)/>”，即将开始进行回收。"
13,"检测到“<Sheet(Item,IntegerParameter(1),0)/>”，即将开始进行回收。"
14,"充分利用了“<Sheet(AirshipExplorationParamType,IntegerParameter(2),0)/>”，回收量令人非常满意！"
15,"利用了“<Sheet(AirshipExplorationParamType,IntegerParameter(2),0)/>”，回收量结果还算过得去。"
16,"以当前“<Sheet(AirshipExplorationParamType,IntegerParameter(2),0)/>”来说回收量有些令人不太满意……"
17,"考虑到“<Sheet(AirshipExplorationParamType,IntegerParameter(2),0)/>”，回收量已经算还可以了。"
18,"以当前“<Sheet(AirshipExplorationParamType,IntegerParameter(2),0)/>”来说回收量令人相当不满意……"
19,"考虑到“<Sheet(AirshipExplorationParamType,IntegerParameter(2),0)/>”，回收量基本没有多少指望……"
20,"<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>获得了<Value>IntegerParameter(2)</Value>个“<Sheet(Item,IntegerParameter(1),0)/>”！<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
21,"有一些额外的发现，探索继续进行。"
22,"有一些额外的发现，不过还是先返航了。"
23,"有一些额外的发现……不过又不见了。"
24,"又观察了一下周围的情况，可是没有任何发现。"
25,"“<Sheet(AirshipExplorationPoint,IntegerParameter(1),0)/>”探索完成！　发挥出了<Highlight>StringParameter(2)</Highlight>的最大性能，取得了十分喜人的成果！"
26,"“<Sheet(AirshipExplorationPoint,IntegerParameter(1),0)/>”探索完成！　发挥出了<Highlight>StringParameter(2)</Highlight>的性能，取得了不错的成果！"
27,"“<Sheet(AirshipExplorationPoint,IntegerParameter(1),0)/>”探索完成！　虽然成果还不错，但下次还要再继续提高！"
28,"“<Sheet(AirshipExplorationPoint,IntegerParameter(1),0)/>”探索完成！　成果还算过得去，或许有必要考虑一下调整飞空艇的配件了。"
29,"“<Sheet(AirshipExplorationPoint,IntegerParameter(1),0)/>”探索完成！　结果十分不理想……"
30,"<UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow><Highlight>StringParameter(1)</Highlight>获得了<Value>IntegerParameter(2)</Value><If(Equal(IntegerParameter(3),0))><Else/>(+<Value>IntegerParameter(3)</Value>%)</If>点经验值！<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
31,"即将转向下一个目的地“<Sheet(AirshipExplorationPoint,IntegerParameter(1),0)/>”。"
32,"所有目的地都探索完成！　即将返航！［探索完成］"
33,"<UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>在航行中发现了“<Sheet(AirshipExplorationPoint,IntegerParameter(1),0)/>”！<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
34,"<UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>探索的成果得到了认可，可以登记新的飞空艇了！<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
