key,0,1,2,3,4,5,6
#,,,,,,,
int32,uint16,byte,uint32,uint32,uint16,uint32,str
0,0,0,0,0,0,0,""
1,219,0,0,0,76,73801,"温文尔雅，内心强大的女性角尊"
2,220,0,1,0,76,73802,"信念坚定，充满自信的鲁加族女性"
3,221,0,2,0,76,73803,"勇猛无匹，斗志昂扬的人族男性"
4,222,0,3,0,76,73804,"粉色头发，可爱高贵的拉拉菲尔族女性"
5,355,0,4,66054,91,73805,"擅长魔导技术，被部下仰慕的加雷马男性"
6,354,0,5,66737,91,73806,"有强大野心，毫无破绽的加雷马男性"
7,532,0,6,66737,152,73807,"恋慕着拂晓资金管理人的拉拉菲尔族男性技术员"
8,533,0,7,66737,152,73808,"与搭档一起逃离了加雷马帝国的鲁加族男性技术员"
9,356,0,8,66737,91,73809,"拥有赤发红瞳的猫魅族男性"
10,395,0,9,66046,105,73810,"担任秘密组织盟主的人族女性"
11,392,0,10,70058,105,73811,"行省出身却爬到了阵营官之职的鲁加族男性"
12,391,0,11,66729,105,73812,"充满魅力的猫魅族女明星"
13,393,0,12,66740,105,73813,"勇敢无畏又英俊的男性人族绅士"
14,394,0,13,66740,105,73814,"绅士调查员的猫魅族女助手"
15,508,0,14,66740,142,73815,"被唤做艾欧泽亚最强雕金匠的人族男性"
16,507,0,15,66045,142,73816,"掌管秘密组织财务的拉拉菲尔族女性"
17,484,0,99,70058,132,73817,"达成重生之壮举的人族男性"
18,217,1,0,67205,76,73818,"黑发蓝瞳，眼中宿有强大意志的精灵族男性"
19,357,1,1,67205,91,73819,"有强烈正义感的威风凛凛的半精灵族女性"
20,218,1,2,67699,76,73820,"身披黄色带耳长袍的拉拉菲尔族女性"
21,358,1,3,68089,91,73821,"以傲人枪法而闻名的孤高精灵族男性"
22,359,1,4,67740,91,73822,"统领空贼，热爱自由的人族男性"
23,534,1,5,67910,152,73823,"总在为胡来的搭档收拾烂摊子的人族女性空贼"
24,535,1,6,67910,152,73824,"在空贼中负责技术工作的拉拉菲尔族女性"
25,482,1,7,67205,132,73825,"擅长社交，喜好传闻的高贵精灵族男性"
26,483,1,99,67205,132,73826,"与苍穹相衬的人族男性"
27,214,2,0,68089,76,73827,"果敢豁达，来自东方的人族男性"
28,215,2,1,68089,76,73828,"擅长忍技，克己尽忠的敖龙族女性"
29,213,2,2,68089,76,73829,"态度傲慢，武艺高超的敖龙族单身男性"
30,212,2,3,68089,76,73830,"好胜爽快，高傲强大的敖龙族女性"
31,211,2,4,68089,76,73831,"楚楚可怜，奉行神谕的敖龙族女性"
32,216,2,5,68089,76,73832,"身穿红衣，擅长体术的人族女性"
33,536,2,6,68089,152,73833,"统管红玉海海贼众的鲁加族男性"
34,537,2,7,68089,152,73834,"以海贼众副头领之职辅佐头领的人族男性"
35,361,2,8,68702,91,73835,"被圣兽所仰慕，曾为英雄的人族男性"
36,360,2,9,68610,91,73836,"担任全权大使的情绪化人族男性"
37,478,2,10,68717,132,73837,"狩猎暗之使徒的加雷马男性"
38,479,2,11,68725,132,73838,"博学多识，拥有贤人称号的敖龙族女性"
39,480,2,98,68089,132,73839,"精通体术，与红莲相衬的人族男性"
40,481,2,99,68089,132,73840,"腰配长刀，与红莲相衬的人族男性"
41,362,3,0,69190,91,73841,"自称魔女，冰雪聪明的猫魅族女性"
42,364,3,1,69190,91,73842,"观星占卜，斩创命运的寡言精灵族男性"
43,363,3,2,69190,91,73843,"使用枪刃，勇敢的人族男性"
44,365,3,3,69190,91,73844,"背负奇异命运，拥有碧蓝眼瞳的人族少女"
45,473,3,4,69552,132,73845,"作为代理首领统领海盗的人族男性"
46,474,3,5,69487,132,73846,"以驯兽师之能而闻名的人族男性"
47,475,3,6,69620,132,73847,"出身操纵魔兽的名门，我见我执的拉拉菲尔族女性"
48,476,3,7,69568,132,73848,"帝国军团长，执念深重的加雷马男性"
49,477,3,99,69190,132,73849,"与暗影相衬的人族男性"
50,464,4,0,70000,132,73850,"哲学家议会的议员，颇有威望的精灵族男性"
51,469,4,1,70000,132,73851,"管理福利团体的温柔体贴的精灵族女性"
52,470,4,2,70000,132,73852,"拼尽全力从瓦砾残骸中复兴祖国的加雷马男性"
53,471,4,3,70000,132,73853,"环游世界，收集目标生物的维埃拉族男性"
54,509,4,4,70269,142,73854,"喜好收集东方珍品的人族男性"
55,510,4,5,70199,142,73855,"身上寄宿了古代大魔法师灵魂的猫魅族女性"
56,538,4,6,70286,152,73856,"与消失在虚无界的姐姐再会的七大天龙在战斗时使用的化身"
57,539,4,7,70336,152,73857,"腼腆害羞但善于计算的某位勇敢无畏的绅士的复制体"
58,472,4,99,70000,132,73858,"与晓月相衬的人族男性"
59,570,5,0,70495,164,73859,"抵达黄金乡，成为了武王的硌狮族女性"
60,571,5,1,70495,164,73860,"支持自己的妹妹，成为了理王的猫魅族男性"
61,572,5,99,70495,164,73861,"与金曦相衬的人族男性"
62,573,5,2,70495,164,73862,"用画笔战斗，获悉了自己身世的拉拉菲尔族女性"
63,574,4,8,70328,164,73863,"将十二神的心愿铭记于心，继续旅行的人族男性"
64,575,4,9,70286,164,73864,"来自被黑暗笼罩的世界，手持巨镰的半妖异女性"
65,576,3,8,69190,164,73865,"生活在尊崇黑暗的森林中，敬爱着魔女的硌狮族男性"
66,577,2,12,68725,164,73866,"被取了与幕后英雄同样名字的混血加雷马族少年"
67,578,2,13,68725,164,73867,"被取了与英雄妹妹同样名字的混血加雷马族少女"
68,579,2,14,68725,164,73868,"剧团的主人，追寻传奇的加雷马族男性"
